title,status,url,latitude,longitude,solicitation,subprogram,name,project_lead,funding_awarded,state,start_date,brief_description,principal_investigator,other_partners,topic_area,end_date,project_identifier,solicitation_url
Integrated Radio Frequency and Ultrasonics with Conventional Processes for Efficient Water Removal in Pulp and Paper and Other Biomaterial Applications,Active,,44.97966,-93.17706,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Integrated Radio Frequency and Ultrasonics with Conventional Processes for Efficient Water Removal in Pulp and Paper and Other Biomaterial Applications,Regents of the University of Minnesota,2364209,MN,8/1/2021,"This project intends to overcome limitations in conventional drying and water removal processes in pulp and paper and other biomaterials manufacturing by integrating modern process intensification technologies. Project objectives are to: develop an innovative hybrid volumetric drying technology by integrating directed radio frequency (RF) and ultrasonic energy (US) in the conventional drying process; develop integration strategies at strategic locations to optimize the synergies of US and RF energy; and develop process modeling, simulation, techno-economic and environmental performance analysis tools that can be used for evaluation of technology potential. Success metrics include increasing the drying rate and production rate by at least 20% and decreasing energy consumption by at least 20% in pulp and paper drying.",Shri Ramaswamy,N/A,Industrial Drying Processes,7/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
"Integrated Reuse and Co-Utilization of Slag, Sludge and Dust With Inherent Heavy Metal Capture and Nanoscale Calcium Carbonate Production as an Enhanced Fluxing Agent in Steel Plants (INSIGHT)",Active,,42.40671,-76.51842,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,"Integrated Reuse and Co-Utilization of Slag, Sludge and Dust With Inherent Heavy Metal Capture and Nanoscale Calcium Carbonate Production as an Enhanced Fluxing Agent in Steel Plants (INSIGHT)","Cornell University   
",1226921,NY,6/1/2021,"The aim of INSIGHT is to develop an integrated technology to co-utilize slag, sludge and dust for producing useful products such as nano-scale calcium carbonate (CaCO3) for reutilization as a fluxing agent, functionalized silica particles for heavy metal removal, and iron oxide which can be recycled back into the steel manufacturing process. The target level of performance is to produce nanoscale CaCO3 with purity exceeding 90% and remove undesired metal constituents (e.g., Pb, Cu, Ni, Cd, Zn) in flue dust and sludge with a separation efficiency of 90% or higher. We will aim to recover > 85% iron oxide from sludge and dust, with the intent of reutilizing these components in steel manufacturing processes.",Greeshma Gadikota,Reaction Engineering International,Iron and Steelmaking Processes,5/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Integrated Virtual Blast Furnace for Real-time Energy Efficiency Improvement,Active,,41.58843,-87.45669,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Integrated Virtual Blast Furnace for Real-time Energy Efficiency Improvement,"SMSVC - Purdue University Northwest  
",6248126,IN,6/14/2021,"This project proposes to develop a novel, next-generation, physics-based & data driven, Integrated Virtual Blast Furnace (IVBF), using high-fidelity computational fluid dynamics (CFD) enhanced by high performance computing (HPC) together with state-of-the-art Artificial Intelligence (AI) methods, 3D visualization, and novel sensor technology. The proposed research reflects a joint exploratory R&D effort among academia, industry, and a DoE national laboratory to improve the observability and optimize operation of the blast furnace (BF) process. Once completed, the IVBF will provide the U.S. steel industry with a unique and powerful platform for improving BF operation, stability, and energy efficiency.",Tyamo Okosun,ArcelorMittal; Oak Ridge National Laboratory (2.1.11.3); Praxair Inc.; Purdue University; U.S. Steel,Iron and Steelmaking Processes,9/13/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
"Integrating Carbon Capture, Utilization, and Sequestration into Chemical Pulp Mills",Active,,35.8148,-78.72022,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,"Integrating Carbon Capture, Utilization, and Sequestration into Chemical Pulp Mills","North Carolina State University                
",1014054,NC,8/1/2021,"The primary objective of this North Carolina State University project is to demonstrate the techno-economic feasibility of integrating the proposed method of CO2 capture, utilization, & sequestration (CCUS) into an existing chemical pulp mill. This project will involve both fundamental and applied research to bring impactful knowledge into the academic literature and a potentially disruptive technology into the pulp and paper industry. This will work support the overall AMO goal of stimulating technology innovation, improving energy productivity, and enabling the manufacture of cutting-edge products in the US.",,N/A,Integrating Carbon Capture and Utilization into Industrial Processes,7/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Integrating Combined Heat And Power Into Controlled Environment Agriculture,Active,,40.397648,-74.779412,FY 2022 SBIR/STTR Phase I,Cross-Sector Technologies,Integrating Combined Heat And Power Into Controlled Environment Agriculture,"AIL Research, Inc.","$198,701 ", NJ ,6/27/2022,"Controlled Environment Agriculture (CEA) must play a larger role in a sustainable future in which critical natural resources—land, water and energy—are much more limited. The proposed technology dramatically reduces energy costs for CEA grown crops by providing the critical resources of light, water, fertilizer (as CO2) and environmental control with a single, highly integrated system.",Andrew Lowenstein,,ADVANCED MANUFACTURING,6/27/2023,,https://www.energy.gov/eere/iedo/sbirsttr-fy-2022-phase-i-funding-opportunities
Integration of Data-Driven Process Control for Maximization of Energy and Resource Efficiency in Advanced Water Resource Recovery Facilities,Active,,38.81403,-77.06396,Advanced Water Resource Recovery Systems,Cross-Sector Technologies RD&D,Integration of Data-Driven Process Control for Maximization of Energy and Resource Efficiency in Advanced Water Resource Recovery Facilities,Water Research Foundation             ,1200825,VA,10/1/2021,The project will develop and demonstrate data-driven process controls in full-scale facilities for five promising process technologies that provide a whole-plant approach and offer substantial energy and resource recovery benefits. The five applications that will be investigated are Carbon diversion: High-rate contact stabilization; Biological nutrient removal: ammonia-based aeration control/ammonia vs. NOx control + mainstream partial denitrification with anammox; Disinfection with peracetic acid; Phosphorus recovery: MagPrex; Holistic biosolids optimization,,"Black & Veatch, Hampton Roads Sanitation District, DC Water, Metro Wastewater Reclamation District, University of Michigan, Northwestern University, and Oak Ridge National Laboratory",Advanced Water Resource Recovery Systems ,9/30/2024,,https://www.energy.gov/articles/doe-awards-275-million-16-teams-working-decarbonize-us-water-infrastructure
Intelligent Dynamic EAF Advisory System (IDEAS) for Improving EAF Operating Efficiency,Active,,37.95474,-91.7741,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Intelligent Dynamic EAF Advisory System (IDEAS) for Improving EAF Operating Efficiency,"MO University of S&T                  
",5227988,MO,7/1/2021,"The primary objective of the proposed research is to develop an expert system utilizing several modules functioning as the digital twins but tied to fundamentals-based process modules to demonstrate improvements and cost savings as described below in Table 1. The various modules will utilize both feed forward and feed back to accurately tune the modules for prediction at different steelmaking sites. This expert system will aid in optimizing electric arc furnace (EAF) operations, diagnosing operational problems, and assist in making optimal raw materials choices. The proposed research will also decrease the production of co-products, waste products, hazardous wastes, and improve energy efficiency. The research will also demonstrate the feasibility of employing novel fiber optic sensors in the EAF steelmaking process to provide high-quality, spatially distributed thermal data, improved weight sensing data and rapid slag composition feedback data that, today, is unavailable or unreliable. These sensors will employ a combination of existing fiber Bragg grating (FBG) sensor technology and newly developed technologies employing Rayleigh and Brillouin scattering for distributed temperature measurement and Raman analysis for slag composition monitoring.",Ronald O'Malley,"Praxair Inc. a Linde Group, Big River Steel, Commercial Metals Company, Gerdau North America, Nucor Steel, CIX Inc., Colorado School of Mines",Iron and Steelmaking Processes,9/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Intensified Water-Lean Solvent CO2 Capture System for Cement Flue Gas,Active,,35.91375,-78.86333,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Intensified Water-Lean Solvent CO2 Capture System for Cement Flue Gas,"Research Triangle Institute     
",4500000,NC,7/1/2021,"The goal of this technology package is to increase efficiencies and value in a subrecipient's overall building material fabrication process while reducing CO2 emissions. The project's goal is to develop a highly efficient and cost-effective CO2 capture process for a cement plant. The project objectives are to (i) develop, optimize, and scale up the process intensification (PI) absorber technologies with non-aqueous solvent (NAS); (ii) resolve integration challenges of the low-cost, modular, PI CO2 capture technology with a cement plant; and (iii) evaluate cost and technical integration of the captured CO2 into concrete products. ",Paul Mobley,"CEMEX Inc., Carbon Clean Solutions USA Inc., Oak Ridge National Laboratory",Integrating Carbon Capture and Utilization into Industrial Processes,9/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Low-Energy Biomembrane Filtration Process for Advanced Water Resource Recovery Systems,Active,,42.28564,-83.71673,Advanced Water Resource Recovery Systems,Cross-Sector Technologies RD&D,Low-Energy Biomembrane Filtration Process for Advanced Water Resource Recovery Systems,University of Michigan,1598053,MI,10/1/2021,"The goal of this project is to dramatically reduce the energy and cost required to produce treated wastewater that can be further polished for reuse if desired. The most commonly used treatment technology today at U.S. water resource recovery facilities (WRRFs) is activated sludge (AS). The Modified Ludzack-Ettinger (MLE) configuration is the most common AS process for combined carbon and nitrogen removal. Although the MLE process is costly and energy intensive, it does not produce an effluent suitable for direct use in typical water reuse treatment processes. Consequently, WRRFs that have been upgraded to allow for water reuse often employ membrane bioreactor (MBR) technology. When WRRFs need expanded capacity but without the need for water reuse, upgrades often include moving bed biofilm reactors (MBBR). While MBR/MBBR technologies are being increasingly utilized to update WRRFs, they are expensive and energy intensive. Alternatively, we propose a novel biomembrane filtration process to achieve an effluent suitable for discharge or input to water reuse technologies at reduced cost and energy relative to not only MBR and MBBR, but even relative to AS systems.",Steven Skerlos,"inCTRL Solutions, Suez Water Technologies & Solutions, and the City of Ann Arbor",Advanced Water Resource Recovery Systems ,9/30/2024,,https://www.energy.gov/articles/doe-awards-275-million-16-teams-working-decarbonize-us-water-infrastructure
Low-Pressure Electrolytic Ammonia Production,Closed,https://www.energy.gov/sites/default/files/2018/12/f58/Low-Pressure%20Electrolytic%20Ammonia%20Production.pdf,47.92211,-97.07378,Emerging Resource Explorations,Energy- and Emission-Intensive Industries RD&D,Low-Pressure Electrolytic Ammonia Production,Energy and Environmental Research Center (EERC),2497983,ND,6/15/2018,The objective is to demonstrate an ammonia production energy reduction by replacing  high-pressure Haber–Bosch (HB)- based ammonia synthesis with the EERC-developed low‐pressure electrolytic ammonia (LPEA) process. The  project is focused on improving the performance and durability of the polymer–inorganic composite (PIC) proton exchange membrane.,Mr. Ted Aulich,"NDSU, Nel Hydrogen (NEL)/Proton OnSite",CHEMICAL MANUFACTURING AND DYNAMIC CATALYST SCIENCE,6/30/2022,,https://www.energy.gov/eere/amo/emerging-research-exploration
Maximizing Scrap Recycling by Designing Cu Tolerant Steel Compositions,Active,,39.71402,-105.2441,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Maximizing Scrap Recycling by Designing Cu Tolerant Steel Compositions,"Colorado School of Mines              
",1338994,CO,9/1/2021,"The outcome of this work will result in significant energy savings for producers of high-quality steels while utilizing higher residual containing scrap than is currently possible, targeting the metric, i.e. to achieve 0.15 wt% Cu tolerance (with a stretch goal up to 0.30 wt% Cu) for automotive sheet production and an increase of 0.1% Cu tolerance over current limits for (tube, plates bar and rod) covering specific steel product types that are foundational to the US steel industry and of specific interest to our EAF steelmaking research partners. The project intends to address typical compositions of the following products: (1) low-carbon sheet, (2) low-carbon plate/pipe/tube, (3) medium carbon bar, and (4) high-carbon rod/wire.",Sridhar Seetharaman,"National Renewable Energy Laboratory (2.1.11.4), Sandia National Laboratories",Iron and Steelmaking Processes,11/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
"Megawatt Scale, Multi-Source Heat Recovery System with a Flexible Grid Interconnect",Active,,34.6825,-82.8161,FY 2020 Multi-Topic FOA,Cross-Sector Technologies RD&D,"Megawatt Scale, Multi-Source Heat Recovery System with a Flexible Grid Interconnect","Clemson Unversity
",3500600,SC,9/1/2021,"The objective of this Clemson University project is to investigate, evaluate and validate multi-source heat recovery systems that are scalable and flexible enough to be deployed in applications with various site conditions, including: district heating, renewable energy integration, dispatchable generation, intermittent operations, and traditional CHP systems. The proposed technology will provide a system with dynamic response capabilities to meet the most stringent grid and microgrid requirements while managing the multi-source Organic Rankine Cycle (ORC) process to provide maximum heat recovery.",J. Curtiss Fox,"TECO Westinghouse Motor Company, National Renewable Energy Laboratory",combined Heat and Power & District Energy,11/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
MemDry: Vapor‐Selective MemDry Cycle for Efficient Passive and Active Convective Drying,Awarded,,40.44028,-86.87724,FY 2021 Multi-Topic FOA,Cross-Sector Technologies RD&D,MemDry: Vapor‐Selective MemDry Cycle for Efficient Passive and Active Convective Drying,Purdue University,1894252,IN,10/1/2022,Purdue has teamed with Inventherm to develop a novel closed‐cycle architecture for membrane-based drying that combines a vapor-selective membrane with a unique heat pump design to dramatically improve dehumidification and heat transfer efficiency. This technology will avoid the energy penalties associated with condensation in conventional heat pump-based convective drying cycles. ,,,Efficiency Improvements to Drying Processes ,9/30/2025,,https://www.energy.gov/eere/amo/doe-awards-579-million-reduce-industrial-emissions-and-manufacture-clean-energy
Mid-Atlantic combined Heat and Power Technical Assistance Partnership,Active,,40.80927,-77.86337,Combined Heat and Power TAPs,Technical Assistance and Workforce Development,Mid-Atlantic combined Heat and Power Technical Assistance Partnership,The Pennsylvania State University,2710000,PA,,"The combined Heat and Power Technical Assistance Partnerships promote and assist in transforming the market for CHP, waste heat to power, and district energy technologies/concepts throughout the United States. Key services include end user and stakeholder engagement and technical support for CHP deployment.",Dr. James Freihaut,,CHP TAPs,8/31/2023,,
Midwest combined Heat and Power Technical Assistance Partnership (Midwest CHP TAP),Active,,41.88115,-87.68652,Combined Heat and Power TAPs,Technical Assistance and Workforce Development,Midwest combined Heat and Power Technical Assistance Partnership (Midwest CHP TAP),The Board of Trustees of the University of Illinois,4218163,IL,,"The combined Heat and Power Technical Assistance Partnerships promote and assist in transforming the market for CHP, waste heat to power, and district energy technologies/concepts throughout the United States. Key services include end user and stakeholder engagement and technical support for CHP deployment.",Clifford Haefke,,CHP TAPs,8/31/2023,,
"Modifications to Solar Titan 130 Combustion System for Efficient, High Turndown Operation",Closed,https://www.energy.gov/eere/amo/downloads/modifications-solar-titan-130-combustion-system-efficient-high-turndown-operation,29.47379,-98.61221,Flexible combined Heat and Power (CHP) FOA,Cross-Sector Technologies RD&D,"Modifications to Solar Titan 130 Combustion System for Efficient, High Turndown Operation",Southwest Research Institute,1218785,TX,10/1/2018,"Many gas turbines use dry low emission (DLE) combustion systems, which rely on lean premixed combustion to reduce the flame temperature and emissions of nitrogen oxide (NOx) and carbon monoxide (CO). While operation of many gas turbines at less than 50% of rated capacity is possible, the methods used to reduce the amount of air entering the combustor result in significant efficiency penalties for the turbine. The project team will explore different options to develop a combustion system that will allow for efficient part load operation of the turbine while maintaining low NOx and CO emissions. Increasing the efficiency of the turbine at part load conditions and expanding the lean operating envelope of the turbine to 30%-40% of rated capacity will significantly enhance the ability of a gas turbine driven CHP system to provide advanced grid services.",,"Solar Turbines, inc.; Electric Power Research Institute; Georgia Institute of Technology; University of California, Irvine",combined Heat and Power & District Energy,9/30/2022,,
Modular Advanced Oxidation Unit for Water Recycling in Aquaculture and Other Industries,Active,,37.058141,-76.406646,FY 2022 SBIR/STTR Phase I,Cross-Sector Technologies,Modular Advanced Oxidation Unit for Water Recycling in Aquaculture and Other Industries,"Pancopia, Inc.","$200,000 ",VA,6/27/2022,"In the past 20 years, recirculating aquaculture systems have revolutionized the potential of the seafood industry by permitting fish to be raised anywhere, however, the technology used to purify this water is not sufficient to treat taste and odor compounds that accumulate in the recycling system costing producers millions each year. An effective, efficient, and low-cost advanced oxidation and filtration system will remove these difficult contaminants and allow the rapid expansion recirculation aquaculture industry nationally.",William Cumbie,,ADVANCED MANUFACTURING,6/27/2023,,https://www.energy.gov/eere/iedo/sbirsttr-fy-2022-phase-i-funding-opportunities
Modular and Tunable High-Temperature Hollow Fiber Zeolite Membrane Reactors for Decarbonized Olefin and Methanol Production,Awarded,,33.778271,-84.404537,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Modular and Tunable High-Temperature Hollow Fiber Zeolite Membrane Reactors for Decarbonized Olefin and Methanol Production,Georgia Institute of Technology,"$2,287,690 ",GA,10/1/2023,The Georgia Institute of Technology has partnered with Johnson Matthey to develop a  membrane reactor capable of producing propylene and methanol. The project will develop a continuous production process for the zeolite hollow fiber membranes and integrate catalysts to build a prototype reactor for high temperature operation. The project has the potential to reduce energy consumption and carbon emissions by more than 50% for energy-intensive separations in propylene and methanol manufacturing.,Comas Haynes,Johnson Matthey,Topic 1: Decarbonizing Chemicals,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Modular Reactors for the Capture and Electro-Conversion of CO2 in Various Industrial Processes to Value-Added Chemicals,Active,,30.22203,-92.04491,FY 2020 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Modular Reactors for the Capture and Electro-Conversion of CO2 in Various Industrial Processes to Value-Added Chemicals,"U of LA at Lafayette      
",2450000,LA,6/1/2021,"Funding was provided to the University of Louisiana at Lafayette to develop co-located modular reactors for the capture and subsequent conversion of carbon dioxide (CO2) to value added ethylene (C2H4). Two modular reactors would be created: one for carbon capture that would include a fuel cell that enables diffusion and one for carbon utilization that would include an anion exchange membrane (AEM) for the electro-conversion of CO2. In addition, an auxiliary unit would be created to provide fuel for the fuel cell reactor. All three units are electrochemical membrane reactors but have different membranes and would be operated at different conditions",Dr. Xiao-Dong Zhou,"U of LA at Lafayette      
Giner Inc              
U of Cincinnati        ",Integrating Carbon Capture and Utilization into Industrial Processes,5/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Molten Salt Electrolysis for Sustainable Iron Metal Production,Awarded,,41.505341,-81.605432,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Molten Salt Electrolysis for Sustainable Iron Metal Production,Case Western Reserve University,"$1,000,000 ",OH,10/1/2023,"Case Western Reserve University will lead a team to develop a zero-carbon, electric process to produce iron (Fe) metal. Reducing iron ore is typically a carbon- and energy-intensive process in which carbon binds with oxygen in iron ore, leading to carbon dioxide emissions. The project will work to eliminate greenhouse gas emissions from this process by enabling the electrolytic production of Fe metal. The technology has the potential to advance the state of the art as it extends molten oxide electrolysis to the use of molten salts as the primary electrolyte. The process also includes use of a proprietary anode to catalyze anode reactions, thereby considerably lowering cell voltage and enhancing process energy efficiency.",Rohan Akolkar,"Lawrence Livermore National Laboratory, University of Arizona, Cleveland-Cliffs",Topic 2: Decarbonizing Iron and Steel,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Multifunctional Membrane For Oxyanion Removal,Awarded,,37.8746,-122.25467,NAWI Budget Period 2 External Selections,Cross-Sector Technologies,Multifunctional Membrane For Oxyanion Removal,"University of California, Berkeley",0,CA,8/30/2022,"This project will develop new technology that uses an integrated reduction-adsorption-filtration process which will enable the use of contaminated groundwater at a significantly reduced cost and energy requirement, while valorizing compounds that would typically be disposed of. Specifically, this project will develop MoS2 membranes that selectively remove chromium and selenium as the targeted contaminants due to California’s new water standards. California Department of Water Resources is providing 100% cost share.",Baoxia Mi,,Energy Water Nexus,8/30/2025,,
Nanosecond Laser Drying in Wafer Foundries for Significant Energy Efficiency Improvement,Active,,42.02752,-93.64205,FY 2019 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,Nanosecond Laser Drying in Wafer Foundries for Significant Energy Efficiency Improvement,Iowa State University,500000,IA,7/16/2020,"Surface drying is a critical process in microelectronics wafer fabrication because it impacts overall yield, with formation of water spots being a major concern. The long-term goal is to develop a fast, effective, chemical-free, and energy efficient wafer drying technology that employs nanosecond laser-induced evaporation and explosion. The project objectives in support of the goal are to experimentally develop and verify the laser surface drying method, explore and identify how and to what extent various physical parameters influence drying efficiency and effectiveness, and understand and optimize the underlying thermodynamics in the proposed laser surface drying process through atomistic modeling and experimental characterization.",Xinwei Wang,U of NE Lincoln,Industrial Drying Processes,8/31/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
"Natural Refrigerant, Energy Efficient, Industrial High Temperature Heat Pump",Awarded,,40.537201,-79.879443,AMO Industrial Efficiency and Decarbonization FOA,,"Natural Refrigerant, Energy Efficient, Industrial High Temperature Heat Pump",Thar Energy,"$2,395,996 ",PA,10/1/2023,"Thar Energy LLC and its partners aim to replace gas-fired industrial boilers with a supercritical CO2 –based, high-temperature heat pump system designed to integrate into existing manufacturing infrastructure. The project plans to develop critical components of the high-temperature heat pump, including a high-temperature ionic liquid piston compressor, two energy recovery devices to recover thermal and compression energy, and compact heat exchanger design for superior thermal/hydraulic performance. This approach addresses critical technological barriers to achieving high efficiencies made possible by supercritical CO2 working fluids.   The project aims to achieve greater than 45% Carnot COP and more than 40% energy intensity reduction, using refrigerants with low global potential.",Lalit Chordia,"University of Maryland, Nooter/Eriksen Inc, Electric Power Research Institute, Roco Global",Topic 6: Cross-Sector Decarbonization Technologies,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
New England combined Heat and Power Technical Assistance Partnership,Active,,44.90172,-68.66814,Combined Heat and Power TAPs,Technical Assistance and Workforce Development,New England combined Heat and Power Technical Assistance Partnership,University of Maine,2498744,ME,,"The combined Heat and Power Technical Assistance Partnerships promote and assist in transforming the market for CHP, waste heat to power, and district energy technologies/concepts throughout the United States. Key services include end user and stakeholder engagement and technical support for CHP deployment.",David Dvorak,,CHP TAPs,11/30/2023,,https://betterbuildingssolutioncenter.energy.gov/chp/chp-taps
Non-evaporative Drying of Porous Materials Using Thermo-Responsive Polymer/Felt Composites,Awarded,,32.9677,-96.73876,FY 2021 Multi-Topic FOA,Cross-Sector Technologies RD&D,Non-evaporative Drying of Porous Materials Using Thermo-Responsive Polymer/Felt Composites,"University of TX - Dallas   
",2252877,TX,10/1/2022,"The University of Texas at Dallas has teamed with the National Renewable Energy Laboratory, Western Michigan University, and Auburn University to develop thermo-responsive polymeric materials that effectively absorb and desorb water from paper with fast kinetics, low energy input, and high cyclability for relevance to commercial application. The technology could be used in paper drying and in other drying applications to improve energy efficiency.",Emily Lacy,,Efficiency Improvements to Drying Processes ,9/30/2025,,https://www.energy.gov/eere/amo/doe-awards-579-million-reduce-industrial-emissions-and-manufacture-clean-energy
Northwest combined Heat and Power Technical Assistance Partnerships,Active,,46.72632,-117.15213,Combined Heat and Power TAPs,Technical Assistance and Workforce Development,Northwest combined Heat and Power Technical Assistance Partnerships,Washington State University,2707500,WA,,"The combined Heat and Power Technical Assistance Partnerships promote and assist in transforming the market for CHP, waste heat to power, and district energy technologies/concepts throughout the United States. Key services include end user and stakeholder engagement and technical support for CHP deployment.",David Van Holde,,CHP TAPs,8/14/2023,,https://betterbuildingssolutioncenter.energy.gov/chp/chp-taps
Novel Bipolar Membrane Assisted Electrosorption Process for the Selective Removal of Boron,Awarded,,41.3083,-72.9287,NAWI Budget Period 2 External Selections,Cross-Sector Technologies,Novel Bipolar Membrane Assisted Electrosorption Process for the Selective Removal of Boron,Yale University,900000,CT,7/14/2022,This project will develop a novel bipolar membrane (BPM) assisted electrosorption technology that can selectively remove boron over competing anionic species. This process is electrified and thus chemical free in operation and increases energy efficiency.,Menachem Elimelech,,Energy Water Nexus,7/14/2025,,https://www.energy.gov/eere/amo/nawi-bp2-external-selections
"Novel Energy-Efficient Drying Technologies for Food, Pulp and Paper, and other Energy Intensive Manufacturing Industries",Active,,42.28755,-71.83067,FY 2019 Multi-Topic FOA,Energy- and Emission-Intensive Industries RD&D,"Novel Energy-Efficient Drying Technologies for Food, Pulp and Paper, and other Energy Intensive Manufacturing Industries",Worcester Polytechnic Institute                          ,3459860,MA,1/1/2021,"The project objective is to develop multiple innovative drying technologies for use primarily in the food and paper industry sectors, with expectations of reducing energy use by at least 25% compared to existing technology. These technologies may also provide improved product quality, increased production rates, and reduced operating costs. By advancing these novel drying technologies and with the aid of novel smart sensors and a physics-based artificial intelligence methodology, the foundation for the next generation of energy efficient smart dryers may be established.",Jamal Yagoobi,Oak Ridge National Laboratory (2.1.0.61); University of Illinois at Urbana Champaign,Industrial Drying Processes,4/30/2023,,https://eere-exchange.energy.gov/Default.aspx?foaId=eaf73ef3-8146-47bd-9f99-a5d7af08a6b6
Novel Heating Elements for Slab Reheat Furnace Electrification,Awarded,,43.534886,-112.174467,AMO Industrial Efficiency and Decarbonization FOA,Energy- and Emissions-Intensive Industries,Novel Heating Elements for Slab Reheat Furnace Electrification,Idaho National Laboratory,"$1,857,208 ",ID,10/1/2023,"Idaho National Laboratory will lead a team to electrify process heating with an operational resistively-heated pilot-scale furnace, developing and demonstrating new composite heating elements. Replacing fossil fuel combustion with zero-carbon electricity can eliminate the energy-related greenhouse emissions of industrial heating. The team will design a full-scale electric furnace with the same physical footprint as current gas furnaces in an existing facility, using novel methods to fabricate advanced composite materials as heating elements with superior, high-temperature strength and creep resistance. The electrically heated furnaces have the potential to eliminate several hundred thousand tons of CO2 per year, per hot strip mill. Demonstrating pilot-scale feasibility, and then partial conversion of an operating furnace at a major steel mill, would be an economically viable decarbonization pathway for industry, as existing infrastructure could be re-used.",Michael Mulholland,"Cleveland-Cliffs, Andritz Metals USA",Topic 2: Decarbonizing Iron and Steel,10/1/2026,,https://www.energy.gov/eere/iedo/funding-selections-industrial-efficiency-and-decarbonization-foa-0
Novel Modular Treatment System for Distributed Energy Recovery and Water Reclamation from Industrial Wastewaters,Active,,44.9739,-93.23638,Advanced Water Resource Recovery Systems,Cross-Sector Technologies RD&D,Novel Modular Treatment System for Distributed Energy Recovery and Water Reclamation from Industrial Wastewaters,U of MN Twin Cities              ,1628356,MN,9/1/2021,"The goal of the Regents of the University of Minnesota is to accelerate the commercialization of a distributed treatment technology that provides energy-positive treatment of high strength food and beverage industry wastewater along with water reuse possibilities. This laboratory-scale technology, the Modular Encapsulated Two-stage Anaerobic Biological (METAB) system, addresses a critical barrier to widespread use of distributed biological technologies: the ability to design a low-maintenance, low-energy, and small-footprint system that treats variable high strength wastewater effectively. This will be accomplished by hypothesis-driven laboratory experiments, process modeling, sustainable design (including techno-economic analysis, TEA, and life cycle assessment, LCA), and a pilot-scale study for performance verification. The University will partner with a water technology company (Evoqua Water Technologies) to advance the commercialization of the technology. Additional partners, a government body with the responsibility to treat high strength industrial wastewaters and the innovative outlook that has led to incentivizing distributed treatment of such flows (Metropolitan Council Environmental Services), and an industrial generator of high strength wastewater, Fulton Brewing, will also provide critical insights for advancing the METAB system. ",Paige Novak,"Evoqua Water Technologies, Fulton Brewing, and Metropolitan Council Environmental Services.",Advanced Water Resource Recovery Systems ,8/31/2024,,https://www.energy.gov/articles/doe-awards-275-million-16-teams-working-decarbonize-us-water-infrastructure
