title,status,url,latitude,longitude,solicitation,subprogram,name,project_lead,funding_awarded,state,start_date,brief_description,principal_investigator,other_partners,topic_area,end_date,project_identifier,solicitation_url
Developing Low-Cost Manufacturing Processes for an Ultra-High Capacity Carbon Capture Material,Active,,37.77354,-122.27849,Fiscal Year 2020 Multi-Topic FOA,Energy- and Emissions-Intensive Industries,Developing Low-Cost Manufacturing Processes for an Ultra-High Capacity Carbon Capture Material,"Mosaic Materials, Inc.        
",2284000,CA,5/1/2021,"Mosaic Materials will develop an improved manufacturing process for an ultra-high capacity sorbent for use in direct air capture systems and demonstrate the reliability of the process by installing, commissioning, and operating a pilot manufacturing line. If a low-cost, low-carbon intensity manufacturing process can be developed, the high-performance of our material can enable ",Graham B. Wenz,"John Parks, The Environmental Genome Initiative",Integrating Carbon Capture and Utilization into Industrial Processes,10/31/2023,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Efficient CO2 and Natural Gas Refinery for Ethylene Production,Active,,33.99836,-81.02803,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Efficient CO2 and Natural Gas Refinery for Ethylene Production,"U South Carolina, Columbia       
",1400000,SC,6/1/2021,The objective is to develop an efficient carbon dioxide-natural gas (CO2-NG) refinery technology for ethylene production using low-cost natural gas and CO2 . The proposed technology is a symmetric metal-supported solid oxide cell (MS-SOC) that integrates the oxidative coupling of methane (OCM) reaction to produce ethylene in the anode and concurrent CO2 splitting reaction to produce carbon monoxide (CO) in the cathode. ,Fanglin â€œFrankâ€ Chen,"Chemtronergy, LLC, Idaho National Laboratory (2.1.11.15), Lawrence Berkeley National Laboratory (2.1.11.16)",Thermal Catalysts and Reactor Design ,5/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Enhancement of Iron Ore Pellet Chemistry to Allow More Efficient Natural Gas Based Direct Reduced Iron Production and Subsequent Conversion of the Metalized Product to Gangue Free Metallic,Active,,47.28487,-93.43504,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Enhancement of Iron Ore Pellet Chemistry to Allow More Efficient Natural Gas Based Direct Reduced Iron Production and Subsequent Conversion of the Metalized Product to Gangue Free Metallic,Regents of the University of Minnesota ,1441989,MN,9/1/2021,"The project objectives are as follows: 1. Confirm the use of Minnesota and Michigan iron ore as feedstock to gas-based shaft reduction processes. (Budget Period 1) 2. Enhance the efficient production of DRI with more complete metallization compared to current products. (Budget Period 2) 3. Improve the ability of the gas-based DRI process to employ higher operating temperatures, which will enhance overall productivity and energy efficiency. (Budget Period 2) 4. Remove the gangue content of the iron ore materials efficiently through direct connection of the reduced DRI to a nodularizing furnace for removal of gangue constituents to create a granulated pig iron product. (Budget Period 2 and 3) 5. Provide enhanced virgin iron materials to the US steel industry from US mining resources that will allow product quality and burden optimization to be attained in EAF steelmaking. (Budget Period 3)",Brett Spigarelli,N/A,Iron and Steelmaking Processes,4/30/2025,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Enhancement of Iron Ore Pellet Chemistry to Allow More Efficient Natural Gas Based Direct Reduced Iron Production and Subsequent Conversion of the Metalized Product to Gangue Free Metallic Nodules and Pig Iron,Active,,46.84895,-92.20142,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Enhancement of Iron Ore Pellet Chemistry to Allow More Efficient Natural Gas Based Direct Reduced Iron Production and Subsequent Conversion of the Metalized Product to Gangue Free Metallic Nodules and Pig Iron,"Natural Resources Research Inst, University of MN Duluth             ",2112619,MN,8/31/2021,"EAF steelmaking is the predominant steel production method in the USA with over 69.7% of total production capability. Virgin materials for this process are required and DRI and pig iron are the chief sources. This project focuses on modification of the ore materials to enhance both DRI and EAF productivity to improve both manufacturing and energy efficiency. At the EAF, the enhanced feed materials will be fully metallized and gangue free and this will speed productivity and reduce the need for extra energy to melt slag components and complete the metallization. The technology includes prefluxing iron ore pellets to enhance the high temperature properties of the iron feed to gas-based DRI process and then subsequent post treatment of the enhanced DRI in an auxiliary smelting furnace to produce iron nodules or pig iron for direct charging to the EAF.",,"Nucor Steel, ArcelorMittal",Iron and Steelmaking Processes,3/1/2025,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Flexible Natural Gas/Hydrogen CHP System,Active,/node/4826755,40.82025,-89.56753,Multi-Topic FOA Fiscal Year 2020 ,Cross-Sector Technologies,Flexible Natural Gas/Hydrogen CHP System,"Caterpillar Inc.    
",4550000,"IL
",9/1/2021,"Caterpillar Inc will develop and demonstrate a 2.0 MW (electric) flexible natural gas/hydrogen combined heat and power (CHP) system. This flexible fuel genset can run anywhere from 100% hydrogen to 100% natural gas or some combination of the two different fuels. Through this demonstration, the feasibility and strengths of the technology developed will advance technology and progress in this space. We seek to evaluate the greenhouse gas emissions profile, reliability, durability, barriers to adoption, and any other gaps of a fully flexible natural gas/hydrogen CHP system.",Jaswinder Singh,"National Renewable Energy Laboratory, Linde-Praxair, District Energy - St. Paul",combined Heat and Power & District Energy,9/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
High Power Density Magnetocaloric and Elastocaloric Systems,Active,,42.02752,-93.64205,Multi-Topic FOA Fiscal Year 2020 ,Cross-Sector Technologies,High Power Density Magnetocaloric and Elastocaloric Systems,"Ames Laboratory   
",3000000,IA,7/1/2019,"This project aims to drive down costs of caloric systems by increasing the power density of magnetocaloric and elastocaloric systems. In magnetocaloric systems, being able to produce increased cooling effects in a smaller magnetic field is the key to controlling costs. In elastocaloric systems, reducing the stress field to smaller values, lowers both the size and the cost of actuator(s), and extends the life of the active material. ",,N/A,Direct Thermal Energy Conversion,3/31/2023,,
High-efficiency solid-state waste heat recovery for iron and steelmaking,Active,,37.42519,-122.01725,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,High-efficiency solid-state waste heat recovery for iron and steelmaking,"Antora Energy          
",1999974,CA,8/1/2021,"Work in Budget Period 1 will focus on developing and producing a large number of high-efficiency TPV cells, designing and modeling a 1 kW TPV module array, and setting up the processes, tools, and protocols to enable a successful in-situ high-temperature test in a TPV test platform. High-efficiency TPV cell development will culminate in the demonstration of a cell fabrication process, and characterization screening criteria, capable of producing large volumes of cells with at least 30% TPV efficiency under a thermal emitter at 1400 Â°C. Work in Budget Period 2 will focus on building and testing a 1 kW TPV module, culminating in a direct TPV measurement of the prototype under a 1400 Â°C thermal emitter, generating 1 kW of electrical power.",Brendan Kayes,"EVRAZ North American, Colorado School of Mines, ArcelorMittal USA, National Renewable Energy Laboratory",Iron and Steelmaking Processes,7/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Integrated Radio Frequency and Ultrasonics with Conventional Processes for Efficient Water Removal in Pulp and Paper and Other Biomaterial Applications,Active,,44.97966,-93.17706,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Integrated Radio Frequency and Ultrasonics with Conventional Processes for Efficient Water Removal in Pulp and Paper and Other Biomaterial Applications,"University of MN   
",2364209,MN,8/1/2021,"The conventional drying process used in pulp and paper manufacturing primarily involves slow, inefficient, multi-cylinder conductive and convective drying with low drying rates due to long warm up, constant rate and falling rate periods, with thermal efficiencies ranging from 20-60%, and use significant fossil-based energy. This project will involve the development of a powerful hybrid drying approach incorporating RF and US energy with conventional processes involving conduction, diffusion and convective heat and mass transfer. We will develop a volumetric drying process (i.e. dries from inside out of the material) with high energy efficiency and high throughput. We will target effective removal of free and bound water in the biomaterials by leveraging the synergies of RF and US technologies integrated with conventional manufacturing processes. We expect the synergistic hybrid approach to yield better performance than the RF or US baseline technologies.",,Electric Power Research Institute (EPRI); Alliance for Pulp and Paper Technology Innovation; Liberty Paper; Siemens,Efficiency Improvements to Drying Processes ,7/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Integrated Radio Frequency and Ultrasonics with Conventional Processes for Efficient Water Removal in Pulp and Paper and Other Biomaterial Applications,Active,,44.97966,-93.17706,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Integrated Radio Frequency and Ultrasonics with Conventional Processes for Efficient Water Removal in Pulp and Paper and Other Biomaterial Applications,Regents of the University of Minnesota,2364209,MN,8/1/2021,"This project intends to overcome limitations in conventional drying and water removal processes in pulp and paper and other biomaterials manufacturing by integrating modern process intensification technologies. Project objectives are to: develop an innovative hybrid volumetric drying technology by integrating directed radio frequency (RF) and ultrasonic energy (US) in the conventional drying process; develop integration strategies at strategic locations to optimize the synergies of US and RF energy; and develop process modeling, simulation, techno-economic and environmental performance analysis tools that can be used for evaluation of technology potential. Success metrics include increasing the drying rate and production rate by at least 20% and decreasing energy consumption by at least 20% in pulp and paper drying.",Shri Ramaswamy,N/A,Industrial Drying Processes,7/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
"Integrated Reuse and Co-Utilization of Slag, Sludge and Dust With Inherent Heavy Metal Capture and Nanoscale Calcium Carbonate Production as an Enhanced Fluxing Agent in Steel Plants (INSIGHT)",Active,,42.40671,-76.51842,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,"Integrated Reuse and Co-Utilization of Slag, Sludge and Dust With Inherent Heavy Metal Capture and Nanoscale Calcium Carbonate Production as an Enhanced Fluxing Agent in Steel Plants (INSIGHT)","Cornell University   
",1226921,NY,6/1/2021,"The aim of INSIGHT is to develop an integrated technology to co-utilize slag, sludge and dust for producing useful products such as nano-scale calcium carbonate (CaCO3) for reutilization as a fluxing agent, functionalized silica particles for heavy metal removal, and iron oxide which can be recycled back into the steel manufacturing process. The target level of performance is to produce nanoscale CaCO3 with purity exceeding 90% and remove undesired metal constituents (e.g., Pb, Cu, Ni, Cd, Zn) in flue dust and sludge with a separation efficiency of 90% or higher. We will aim to recover > 85% iron oxide from sludge and dust, with the intent of reutilizing these components in steel manufacturing processes.",Greeshma Gadikota,Reaction Engineering International,Iron and Steelmaking Processes,5/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Integrated Virtual Blast Furnace for Real-time Energy Efficiency Improvement,Active,,41.58843,-87.45669,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Integrated Virtual Blast Furnace for Real-time Energy Efficiency Improvement,"SMSVC - Purdue University Northwest  
",6248126,IN,6/14/2021,"This project proposes to develop a novel, next-generation, physics-based & data driven, Integrated Virtual Blast Furnace (IVBF), using high-fidelity computational fluid dynamics (CFD) enhanced by high performance computing (HPC) together with state-of-the-art Artificial Intelligence (AI) methods, 3D visualization, and novel sensor technology. The proposed research reflects a joint exploratory R&D effort among academia, industry, and a DoE national laboratory to improve the observability and optimize operation of the blast furnace (BF) process. Once completed, the IVBF will provide the U.S. steel industry with a unique and powerful platform for improving BF operation, stability, and energy efficiency.",Tyamo Okosun,ArcelorMittal; Oak Ridge National Laboratory (2.1.11.3); Praxair Inc.; Purdue University; U.S. Steel,Iron and Steelmaking Processes,9/13/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
"Integrating Carbon Capture, Utilization, and Sequestration into Chemical Pulp Mills",Active,,35.8148,-78.72022,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,"Integrating Carbon Capture, Utilization, and Sequestration into Chemical Pulp Mills","North Carolina State University                
",1014054,NC,8/1/2021,"The primary objective of this North Carolina State University project is to demonstrate the techno-economic feasibility of integrating the proposed method of CO2 capture, utilization, & sequestration (CCUS) into an existing chemical pulp mill. This project will involve both fundamental and applied research to bring impactful knowledge into the academic literature and a potentially disruptive technology into the pulp and paper industry. This will work support the overall AMO goal of stimulating technology innovation, improving energy productivity, and enabling the manufacture of cutting-edge products in the US.",,N/A,Integrating Carbon Capture and Utilization into Industrial Processes,7/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Intelligent Dynamic EAF Advisory System (IDEAS) for Improving EAF Operating Efficiency,Active,,37.95474,-91.7741,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Intelligent Dynamic EAF Advisory System (IDEAS) for Improving EAF Operating Efficiency,"MO University of S&T                  
",5227988,MO,7/1/2021,"The primary objective of the proposed research is to develop an expert system utilizing several modules functioning as the digital twins but tied to fundamentals-based process modules to demonstrate improvements and cost savings as described below in Table 1. The various modules will utilize both feed forward and feed back to accurately tune the modules for prediction at different steelmaking sites. This expert system will aid in optimizing electric arc furnace (EAF) operations, diagnosing operational problems, and assist in making optimal raw materials choices. The proposed research will also decrease the production of co-products, waste products, hazardous wastes, and improve energy efficiency. The research will also demonstrate the feasibility of employing novel fiber optic sensors in the EAF steelmaking process to provide high-quality, spatially distributed thermal data, improved weight sensing data and rapid slag composition feedback data that, today, is unavailable or unreliable. These sensors will employ a combination of existing fiber Bragg grating (FBG) sensor technology and newly developed technologies employing Rayleigh and Brillouin scattering for distributed temperature measurement and Raman analysis for slag composition monitoring.",Ronald O'Malley,"Praxair Inc. a Linde Group, Big River Steel, Commercial Metals Company, Gerdau North America, Nucor Steel, CIX Inc., Colorado School of Mines",Iron and Steelmaking Processes,9/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Intensified Water-Lean Solvent CO2 Capture System for Cement Flue Gas,Active,,35.91375,-78.86333,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Intensified Water-Lean Solvent CO2 Capture System for Cement Flue Gas,"Research Triangle Institute     
",4500000,NC,7/1/2021,"The goal of this technology package is to increase efficiencies and value in a subrecipient's overall building material fabrication process while reducing CO2 emissions. The project's goal is to develop a highly efficient and cost-effective CO2 capture process for a cement plant. The project objectives are to (i) develop, optimize, and scale up the process intensification (PI) absorber technologies with non-aqueous solvent (NAS); (ii) resolve integration challenges of the low-cost, modular, PI CO2 capture technology with a cement plant; and (iii) evaluate cost and technical integration of the captured CO2 into concrete products. ",Paul Mobley,"CEMEX Inc., Carbon Clean Solutions USA Inc., Oak Ridge National Laboratory",Integrating Carbon Capture and Utilization into Industrial Processes,9/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Maximizing Scrap Recycling by Designing Cu Tolerant Steel Compositions,Active,,39.71402,-105.2441,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Maximizing Scrap Recycling by Designing Cu Tolerant Steel Compositions,"Colorado School of Mines              
",1338994,CO,9/1/2021,"The outcome of this work will result in significant energy savings for producers of high-quality steels while utilizing higher residual containing scrap than is currently possible, targeting the metric, i.e. to achieve 0.15 wt% Cu tolerance (with a stretch goal up to 0.30 wt% Cu) for automotive sheet production and an increase of 0.1% Cu tolerance over current limits for (tube, plates bar and rod) covering specific steel product types that are foundational to the US steel industry and of specific interest to our EAF steelmaking research partners. The project intends to address typical compositions of the following products: (1) low-carbon sheet, (2) low-carbon plate/pipe/tube, (3) medium carbon bar, and (4) high-carbon rod/wire.",Sridhar Seetharaman,"National Renewable Energy Laboratory (2.1.11.4), Sandia National Laboratories",Iron and Steelmaking Processes,11/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
"Megawatt Scale, Multi-Source Heat Recovery System with a Flexible Grid Interconnect",Active,,34.6825,-82.8161,Multi-Topic FOA Fiscal Year 2020 ,Cross-Sector Technologies,"Megawatt Scale, Multi-Source Heat Recovery System with a Flexible Grid Interconnect","Clemson Unversity
",3500600,SC,9/1/2021,"The objective of this Clemson University project is to investigate, evaluate and validate multi-source heat recovery systems that are scalable and flexible enough to be deployed in applications with various site conditions, including: district heating, renewable energy integration, dispatchable generation, intermittent operations, and traditional CHP systems. The proposed technology will provide a system with dynamic response capabilities to meet the most stringent grid and microgrid requirements while managing the multi-source Organic Rankine Cycle (ORC) process to provide maximum heat recovery.",J. Curtiss Fox,"TECO Westinghouse Motor Company, National Renewable Energy Laboratory",combined Heat and Power & District Energy,11/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Modular Reactors for the Capture and Electro-Conversion of CO2 in Various Industrial Processes to Value-Added Chemicals,Active,,30.22203,-92.04491,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Modular Reactors for the Capture and Electro-Conversion of CO2 in Various Industrial Processes to Value-Added Chemicals,"U of LA at Lafayette      
",2450000,LA,6/1/2021,"Funding was provided to the University of Louisiana at Lafayette to develop co-located modular reactors for the capture and subsequent conversion of carbon dioxide (CO2) to value added ethylene (C2H4). Two modular reactors would be created: one for carbon capture that would include a fuel cell that enables diffusion and one for carbon utilization that would include an anion exchange membrane (AEM) for the electro-conversion of CO2. In addition, an auxiliary unit would be created to provide fuel for the fuel cell reactor. All three units are electrochemical membrane reactors but have different membranes and would be operated at different conditions",Dr. Xiao-Dong Zhou,"U of LA at Lafayette      
Giner Inc              
U of Cincinnati        ",Integrating Carbon Capture and Utilization into Industrial Processes,5/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Performance-Advantaged Chemicals and Materials Made from Lignocellulose and CO2,Active,,37.40431,-122.16727,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Performance-Advantaged Chemicals and Materials Made from Lignocellulose and CO2,ReSource Chemical Corp.,2000000,CA,7/1/2021,"ReSource Chemical Corp. is developing technology to enable the manufacture of sustainably sourced chemicals and materials that offer superior performance at lower cost than conventional petrochemical products. The core innovation is a chemical CO2 utilization method that improves chemical manufacturing efficiency by reducing process complexity. The project team have used this method to develop a process for making furan-2,5-dicarboxylic acid (FDCA), which is a replacement for the energy- and emissions-intensive petrochemical purified terephthalic acid (PTA). Nearly all PTA is used to produce the polyester plastic PET, which is used for food packages, bottles, films, and fibers with a total market >$100B. FDCA is a longstanding target of the chemical industry because its polymers have superior performance and sustainability benefits compared to PET.",Aanindeeta Banerjee,N/A,Integrating Carbon Capture and Utilization into Industrial Processes,12/31/2023,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Resilient Ammoxidation of Small Hydrocarbons (R-ASH) Using Forced Dynamic Operation for Maximal Flexibility,Active,,29.72717,-95.36185,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Resilient Ammoxidation of Small Hydrocarbons (R-ASH) Using Forced Dynamic Operation for Maximal Flexibility,"University of Houston                
",2916874,TX,6/1/2021,Funding was provided to the University of Houston to design a technologically and economically viable catalytic reactor concept and process using forced dynamic operation for on demand and on-site production of acrylonitrile from a variety of fossil and renewable feedstocks.,,"KX2 Development, Pacific Northwest National Laboratory (2.1.11.13), University of Virginia, Idaho National Laboratory (2.1.11.2)",CHEMICAL MANUFACTURING AND DYNAMIC CATALYST SCIENCE,5/31/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Scalable Integration of CO2 Capture and Electrocatalytic Conversion to Organic Liquids,Active,,41.90361,-88.73504,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Scalable Integration of CO2 Capture and Electrocatalytic Conversion to Organic Liquids,"Northern Illinois University   
",1275828,IL,5/1/2021,"The ultimate goal of this project is to demonstrate a highly efficient CO2 adsorber (1mol/hour) integrated with a highly efficient electrolyzer with targeted performance of > 90% Faradaic efficiency (FE) of CO2 to ethanol (EtOH) conversion at the current density of >200 mA/cm2 with an active area of 400 cm2/cell (~0.21 mol ethanol/cell/hour), and the ethanol concentration of the output solution is over 10 wt%. ","Tao Xu, Professor, Department of Chemistry & Biochemistry","Angstrom Advanced Inc., University of North Texas, Argonne National Laboratory",Integrating Carbon Capture and Utilization into Industrial Processes,6/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Sorbents Tailored for Emission Abatement in Manufacturing (STEAM),Active,,37.40431,-122.16727,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Sorbents Tailored for Emission Abatement in Manufacturing (STEAM),"Palo Alto Research Center, Inc.                         
",1324269,CA,10/1/2021,"The main goal of this project, for Palo Alto Research Center Incorporated, is to produce a polymer aerogel sorbent stable to regeneration using low-grade steam and optimized for the capture of carbon dioxide from oil refineries, with a final capture cost ",Jon Bachman,Lawrence Livermore National Laboratory,Integrating Carbon Capture and Utilization into Industrial Processes,6/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Thermocatalytic Ethylene Production using Targeted RF Induction Heating,Active,,33.24836,-81.61317,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Thermocatalytic Ethylene Production using Targeted RF Induction Heating,"SRNL               
",3500000,SC,7/1/2021,"This project will invest in an approach that reduces the energy and carbon intensity of traditional ethylene production processes such as steam cracking, low-thermal budget techniques coupled with new catalyst
schemes could play a critical role in process intensification. It will use radio frequency (RF) induction to volumetrically and directly heat tunable, core-shell susceptor/catalysts. The locally heated catalysts drive, CO2 mediated, low-oxidative dehydrogenation of ethane (CO2-ODH) as a means to improving low-temperature yield, selectivity, and stability for ethylene production. The proposed method is expected to (i) decreased energy intensity by 20%, (ii) reduce CO2 emissions by >20%, (iii) reduce operating costs (OpEx minus feedstock) by 15%, and (iv) increase catalyst lifetime by >20% using a process that can be fully electrified by intermittent renewable energy sources and deployed modularly or centrally. To thoroughly develop RF thermocatalysis for efficient ethylene production, Savannah River National Laboratory (SNRL) is bringing together multidisciplinary expertise from the National Renewable Energy Laboratory (NREL), the University of South Carolina (USC), and industrial leadership including the Electric Power Research Institute (EPRI), the RAPID Manufacturing Institute, Induction Food Systems (IFS), and Bechtel.",,"Bechtel Corp.      
NREL             
Induction Food Systems         
RAPID                     
EPRI                           
U of So C, Columbia",Thermal Catalysts and Reactor Design ,8/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
Use of Novel Refractory Design and Installation Techniques for Improved Energy Efficiency in Iron and Steel and Other Energy Intensive Industries,Active,,35.96985,-84.28638,Multi-Topic FOA Fiscal Year 2020 ,Energy- and Emissions-Intensive Industries,Use of Novel Refractory Design and Installation Techniques for Improved Energy Efficiency in Iron and Steel and Other Energy Intensive Industries,Oak Ridge National Laboratory (ORNL),840000,TN,7/1/2024,"This project will bring together a vertically integrated team consisting of the end user (US Steel), material producers/suppliers (Allied Mineral Products and Reno Refractories), raw material suppliers (American Metallurgical Services, Minerals Manufacturing), and research organizations (Oak Ridge National Laboratory, National Energy Technology Laboratory and University of Alabama-Birmingham) with the objective designing and producing new refractory materials. They will be based on novel aggregates, improved particle packing, and engineered surface texture. In addition, the recycling and use of spent refractory materials will be investigated and a novel installation technique will be developed taking advantage of new additive manufacturing technology and existing refractory shotcrete technology. The combination of these new technologies will allow for the improvement of the energy, environmental, and economic efficiency of the steel industry while also reducing the environmental footprint of the refractory and steel industries. Additionally, the developed technology could later be extended to other energy intensive industries such as cement, glass, pulp and paper, and non-ferrous metals processing.",,"United States Steel Corporation, Allied Mineral Products Inc., Reno Refractories Inc., American Metallurgical Services Company, LLC, Minerals Manufacturing Corporation, National Energy Technology Laboratory, University of Alabama at Birmingham",Iron and Steelmaking Processes,4/30/2024,,https://www.energy.gov/eere/articles/energy-department-announces-approximately-1236-million-funding-46-projects-bolster
A New Supply Chain for Sustainable Acetone,Active,,42.03514,-87.76231,Multi-Topic FOA Fiscal Year 2021,Energy- and Emissions-Intensive Industries,A New Supply Chain for Sustainable Acetone,LanzaTech Inc.,2500000,IL,10/1/2022,LanzaTech Inc. will collaborate with Washington Mills Hennepin Inc. and AIChE RAPID Manufacturing Institute to produce acetone through a gas fermentation process using off-gas from ferro-silicon manufacturing operations. This could utilize waste carbon emissions from industrial processing to generate a value-add product (acetone). ,Jason Bromley,,Sustainable Chemistry Practices in Manufacturing ,9/30/2025,,https://www.energy.gov/eere/amo/doe-awards-579-million-reduce-industrial-emissions-and-manufacture-clean-energy
Carbon Capture to Reach Carbon Neutral Vehicles: CO2-Derived Platform Molecules for Polyurethane Foams,Active,,42.3225,-83.1764,Multi-Topic FOA Fiscal Year 2021,Energy- and Emissions-Intensive Industries,Carbon Capture to Reach Carbon Neutral Vehicles: CO2-Derived Platform Molecules for Polyurethane Foams,Ford Motor Company,2493748,MI,10/1/2022,"Ford has teamed with Oak Ridge National Laboratory and Troy Polymers, Inc. to develop an AI-enabled polyol molecular platform for production of decarbonized polyurethane (PU) foams from waste CO2. The project will increase the CO2 content in polyols while achieving desired thermal and rheological properties of polyurethane manufacturing for automotive seating. ",Melissa Hendra,,Sustainable Chemistry Practices in Manufacturing ,9/30/2025,,https://www.energy.gov/eere/amo/doe-awards-579-million-reduce-industrial-emissions-and-manufacture-clean-energy
Efficient Drying Processes of High-Quality Wood through Intelligent Desiccant Assisted Heat Pump System Innovations,Active,,30.55637,-96.28399,Multi-Topic FOA Fiscal Year 2021,Cross-Sector Technologies,Efficient Drying Processes of High-Quality Wood through Intelligent Desiccant Assisted Heat Pump System Innovations,"Texas A&M Engineering Experiment Station
",2206284,TX,10/1/2022,"Texas A&M Engineering Experiment Station has teamed with the University of Pennsylvania, University of Virginia, Michigan Technological University, Lincoln University, and Lawrence Livermore National Laboratory – in addition to support from multiple industrial entities – to develop an intelligent desiccant-assisted heat pump drying system that will be applied to wood drying. This new system aims to reduce energy consumption in wood drying by at least 25% while also reducing operating costs.",,,Efficiency Improvements to Drying Processes ,9/30/2025,,https://www.energy.gov/eere/amo/doe-awards-579-million-reduce-industrial-emissions-and-manufacture-clean-energy
MemDry: Vapor‐Selective MemDry Cycle for Efficient Passive and Active Convective Drying,Active,,40.44028,-86.87724,Multi-Topic FOA Fiscal Year 2021,Cross-Sector Technologies,MemDry: Vapor‐Selective MemDry Cycle for Efficient Passive and Active Convective Drying,Purdue University,1894252,IN,10/1/2022,Purdue has teamed with Inventherm to develop a novel closed‐cycle architecture for membrane-based drying that combines a vapor-selective membrane with a unique heat pump design to dramatically improve dehumidification and heat transfer efficiency. This technology will avoid the energy penalties associated with condensation in conventional heat pump-based convective drying cycles. ,,,Efficiency Improvements to Drying Processes ,9/30/2025,,https://www.energy.gov/eere/amo/doe-awards-579-million-reduce-industrial-emissions-and-manufacture-clean-energy
Non-evaporative Drying of Porous Materials Using Thermo-Responsive Polymer/Felt Composites,Active,,32.9677,-96.73876,Multi-Topic FOA Fiscal Year 2021,Cross-Sector Technologies,Non-evaporative Drying of Porous Materials Using Thermo-Responsive Polymer/Felt Composites,"University of TX - Dallas   
",2252877,TX,10/1/2022,"The University of Texas at Dallas has teamed with the National Renewable Energy Laboratory, Western Michigan University, and Auburn University to develop thermo-responsive polymeric materials that effectively absorb and desorb water from paper with fast kinetics, low energy input, and high cyclability for relevance to commercial application. The technology could be used in paper drying and in other drying applications to improve energy efficiency.",Emily Lacy,,Efficiency Improvements to Drying Processes ,9/30/2025,,https://www.energy.gov/eere/amo/doe-awards-579-million-reduce-industrial-emissions-and-manufacture-clean-energy
