Program,Activity,Presenting Organization,Project Title,URL,Text
Residential Buildings Integration,Building America and Residential Research,Oak Ridge National Laboratory,Building America Envelope Research & Roadmap Support,http://www.energy.gov/eere/buildings/downloads/building-america-envelope-and-advanced-hvac-research,"<p><b>Weighted Average:</b> 3.53<span style='padding-left:1em'></span><b># of Reviewers:</b> 4</p><p><b>Approach:</b> 3.50<span style='padding-left:1em'></span><b>Impact:</b> 4.00<span style='padding-left:1em'></span><b>Progress:</b> 3.50</p><p><b> Collaboration & Coordination:</b> 3.50<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.00</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Multiple reviewers agreed that this project addresses a major goal of the Building America program: managing moisture risks associated with tight enclosures. All reviewers agreed that the moisture risks of tight enclosures are a key impediment to the adoption of enclosures with high R-values, and commented that the project would have a positive impact on this issue if the project’s goals are met. They agreed that the web-based tool—which provides building professionals with guidance to minimize moisture-related risks in low energy, high performance homes—will be useful for users, disseminating unprecedented amounts of leading building science and expert knowledge in an easily understood manner. One reviewer remarked that the tool could even help show that high performance walls were safer than conventional construction practices. Another reviewer, however, was concerned that the tool may not address a key source of moisture problems in walls: the intersections between assemblies and penetrations.</p>
<p>Reviewers indicated that a significant amount of progress has been made on the project, highlighting in particular the incorporation of user feedback from beta testing as well as the use of detailed experiments for model verification. One reviewer, however, expressed concern about the value of limited hygrothermal lab testing, given the wide range of assemblies that could be conceived by the tool. Another reviewer was concerned about the potential for end users to misuse information (e.g. by skipping important steps in wall construction, such as rigorous quality control air tightness testing). A third reviewer noted that the current task seems larger than originally envisioned—potentially as a result of scope creep—and asserted that this enlargement of scope could compromise the project’s impact by limiting its ability to meet specific Building America goals.</p>
<p>Reviewers agreed that the project team has done a good job overall with their strategic collaboration and coordination. One reviewer, however, recommended further collaboration with the Master Builder Association, while another reviewer was unclear about the extent of engagement with larger builders and wall component manufacturers and a third reviewer expressed confusion about the level of coordination between the project team and the Building America Solutions Center. 
<p>Looking forward, multiple reviewers agreed that the project was on track to finish on time, though one reviewer mentioned that scope creep would interfere with the timeline. Multiple reviewers also questioned what would happen after the target delivery date of summer 2018, as the tool will need continued updating and improvement, but it was unclear where those resources would come from. Reviewers offered a number of recommendations for the project, including initiating a Phase 2 project to address any issues that remain, conducting further beta testing with master builders in non-traditional markets (e.g. wood-frame multi-unit residential), marketing the tool beyond traditional outlets, and extending the tool to include roof and ceiling assemblies.</p>"
Residential Buildings Integration,Building America and Residential Research,National Renewable Energy Laboratory,Residential Building Comfort Systems Research,http://www.energy.gov/eere/buildings/downloads/advanced-technical-solutions-zero-energy-ready-homes,"<p><b>Weighted Average:</b> 3.42<span style='padding-left:1em'></span><b># of Reviewers:</b> 3</p><p><b>Approach:</b> 3.67<span style='padding-left:1em'></span><b>Impact:</b> 3.67<span style='padding-left:1em'></span><b>Progress:</b> 3.67</p><p><b> Collaboration & Coordination:</b> 2.67<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.33</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers generally agreed that this project’s approach—developing and utilizing physics-based computer models to create the knowledge needed to overcome technical risks in high-performance homes—was a good one. The concurrent incorporation of methods for addressing these risks (e.g. improved moisture modeling, home zoning research, installation quality analysis, and installation quality experiments) was seen by reviewers as a project strength. One reviewer commented that this project would help solve the “chicken and egg problem” of, on one hand, manufacturers not producing equipment for high performance homes because of a perceived lack of market, and, on the other hand, high performance home builders being concerned with the lack of appropriate equipment for their markets. Critically, one reviewer questioned whether Energy Plus was the best mechanism for some of the project’s modeling studies (versus other software like TRNSYS CFD), particularly studies involving zoning.</p>
<p>Reviewers agreed this project will have a positive impact on filling the knowledge gap around mechanical system operation in energy efficient buildings, with one reviewer calling the project the only coordinated effort to identify and develop tools and methods for industry use in this area. Another reviewer highlighted that the majority of outputs would be in journal papers, calling this a necessary step to establish scientific fundamentals, but counseled that follow on work would need to be completed to ensure that the building industry implements the research findings. 
<p>Reviewers agreed the project is on track, especially in its development of modeling tools. One reviewer described a significant project hurdle as being the leap from modeling to installation and equipment production, but also acknowledged that the project has and is pursuing development of the necessary information to help solve this issue. Another reviewer expressed some concern about the project’s remaining experimental efforts, given the limited time left, but multiple reviewers remarked that project work appears to be logical to meet project goals.</p> 
<p>Reviewers mostly agreed that the project had done a good job coordinating with national labs like NREL and ORNL, as well as leveraging tools created by other BTO programs. One reviewer identified some collaboration with RESNET and ASHRAE, but pointed out that interactions with these groups did not yet appear to be very significant; project team collaboration with other Building America teams was also questioned. One reviewer mentioned that project team presentations represented the majority of stakeholder involvement, rather than active engagement, and there was universal agreement among reviewers that the lack of industry participation was a weakness of the project. One reviewer expected industry engagement to increase in later phases of the project—as the models and tools developed by the project begin to be used—and another reviewer recommended development of standards or guidelines as one way to engage industry in the use of project knowledge.</p>"
Cross-Cutting,Plenary and Panel Session,Panel,What is the Value of Grid-Interactive Efficient Buildings?,https://www.energy.gov/eere/buildings/downloads/what-value-grid-interactive-efficient-buildings-bto-peer-review-2018,"Panel session discussing the value of grid-interactive efficient buildings, highlighting distributed energy resources valuation and time-varying valuation of efficiency."
Building Energy Codes,Plenary and Panel Session,Panel,What's New in Building Energy Codes?,https://www.energy.gov/eere/buildings/downloads/what-s-new-building-energy-codes-bto-peer-review-2018,"Panel session discussing the current status of building energy codes, recent code updates, and building technologies and efficiency measures expected to impact energy codes in the foreseeable future."
Emerging Technologies,"R&D - HVAC, Water Heating, and Appliances",Xergy,Advanced Hybrid Water Heater using Electrochemical Compressor (SBIR),http://energy.gov/eere/buildings/downloads/advanced-hybrid-water-heater-using-electrochemical-compressor,"<p><b>Weighted Average:</b> 3.13<span style='padding-left:1em'></span><b># of Reviewers:</b> 4</p><p><b>Approach:</b> 2.75<span style='padding-left:1em'></span><b>Impact:</b> 3.00<span style='padding-left:1em'></span><b>Progress:</b> 3.00</p><p><b> Collaboration & Coordination:</b> 4.00<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.00</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Most reviewers appeared to find the approach taken by this project—to develop a prototype hybrid hot water heater using a proprietary electrochemical compressor—to be at least appropriate. One reviewer highlighted the project team’s efforts to solve problems as they occurred, while another lauded the benefits of this project’s approach for overcoming potential flammability problems and enabling the use of “safe” refrigerants. Critically, one reviewer described the project’s approach as “shotgun” style, which they felt was generally less effective than a more targeted approach. Reviewers also identified weaknesses in certain technical aspects of the project, including the complicated nature of the system being developed and skepticism that the technology could hit its targeted efficiencies.</p>
<p>Reviewers commented that the potential impact of this project was potentially far reaching, both in terms of achieving significant energy savings and assisting in the phase out of harmful working fluids, thereby reducing global warming potential (GWP) emissions. Reviewers noted that, if successful, the project could improve hybrid water heating performances for cooling and dehumidification, as well as contribute to a safe environment by promoting the use of zero GWP working fluids. One reviewer cautioned, however, that the impact would be limited by the type of fluids capable of being pumped while using electrochemical compression, none of which were considered by this reviewer to be good replacements for conventional refrigerants. Other reviewers also questioned the technology’s marketability and large-scale manufacturability.</p>
<p>Reviewers generally approved of the progress being made on this project. Two reviewers were pleased with how the size of the compressor was being substantially reduced, as well as with how the project team was using this technology platform in other applications. One reviewer noted that an extension had been requested, however, while another remarked that it was clear that the project performer was making progress on its product development, but that it was not clear how this progress was being influenced by DOE’s funding.</p>
<p>Reviewers unanimously agreed that the project team had solid partners in industry and academia, who worked well together and could support the technology’s movement toward commercialization once development was complete. Reviewers also found the remaining project work to be promising, on track, and in line with the current project progress. Despite these expectations, however, reviewers still offered a number of recommendations for the project team to consider moving forward, including that they should investigate another working fluid that did not cause embrittlement of the components or long-term leakage (e.g. CO2), and that they should focus on non-technical barriers to market infiltration once temperature lift and efficiency had been achieved.</p>"
Emerging Technologies,"R&D - HVAC, Water Heating, and Appliances",Oak Ridge National Laboratory,Mechanical Dehumidification Using High-Frequency Ultrasonic Vibration,https://energy.gov/eere/buildings/downloads/mechanical-dehumidification-using-high-frequency-ultrasonic-vibration,"<p><b>Weighted Average:</b> 3.11<span style='padding-left:1em'></span><b># of Reviewers:</b> 5</p><p><b>Approach:</b> 2.80<span style='padding-left:1em'></span><b>Impact:</b> 3.60<span style='padding-left:1em'></span><b>Progress:</b> 3.00</p><p><b> Collaboration & Coordination:</b> 3.40<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 2.80</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers were split on their evaluation of this project’s approach to developing a proof-of-concept dehumidification system utilizing high-frequency mechanical vibration. For example, two reviewers complimented the project’s innovative use of high-frequency ultrasonic vibrations to mechanically dehumidify moist air, calling it a project strength. One reviewer also highlighted the team’s approach of investigating three structure paths, noting that it would allow for work to continue should one structure experience failure. Two reviewers agreed, however, that while the approach for some elements of the technology (i.e. actuator) were appropriate, investigation into the technology’s capillary action was unfocused, needed to be proven as technically viable, and was a main challenge and a major point of uncertainty for the project. Reviewers also raised some concerns about the mechanical long term stability of the technology, and identified a potential risk of hearing loss to users as a result of the high frequency sound waves.</p>
<p>Overall, reviewers found the potential impact of the technology under development to be significant, especially in regards to its ability to increase efficiency without the use of harmful refrigerants. One reviewer noted that if latent load could be removed without cooling and reheating air, this project’s outputs could potentially replace the ubiquitous, inefficient vapor-compression system.</p>
<p>Most reviewers found the project to be progressing well and on schedule, though one reviewer flagged that the project had yet to complete a long-term, usable outcome. Moving forward, however, reviewers disagreed on the project’s future direction. While some commented that the project was likely to hit outlined milestones, two reviewers felt that next steps were unclear, and expressed concern about long-term stability of technology components. To address these issues, reviewers recommended that the project team develop and presents metrics of success for evaluating problematic elements of the technology.</p>
<p>Reviewers found that the project had a strong project team of national lab, industry, and academia experts, all of whom were perceived to have clearly defined roles and frequent communications. To even further strengthen the project’s collaborative efforts, however, one reviewer recommended coordinating with a group whose specific focus was on dehumidification technology.</p>"
Emerging Technologies,"R&D - HVAC, Water Heating, and Appliances",Oak Ridge National Laboratory,Magnetocaloric Refrigerator (CRADA - GE),http://energy.gov/eere/buildings/downloads/magnetocaloric-refrigeration,"<p><b>Weighted Average:</b> 3.18<span style='padding-left:1em'></span><b># of Reviewers:</b> 5</p><p><b>Approach:</b> 3.20<span style='padding-left:1em'></span><b>Impact:</b> 3.20<span style='padding-left:1em'></span><b>Progress:</b> 3.40</p><p><b> Collaboration & Coordination:</b> 3.40<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 2.60</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers were supportive of the project’s approach, calling it reasonable, justified, and solid; one reviewer described magnetocaloric refrigeration as one of the most innovative and promising technologies of the future, and wholeheartedly supported efforts to overcome technical challenges to its development. On the technical side, one reviewer highlighted the project’s design that was able to minimize pressure drop—which is one of the biggest losses of energy—while another reviewer commends the project team’s consideration of scaling up to production-type technologies. More critically, one reviewer looked specifically at the use of microchannels for heat transfer, and recommended that the project team instead adjust dwell time in the regenerator to adjust heat transfer effectiveness, and thus the COP. Another reviewer recommended that the approach include thermal inertia as a design consideration to limit cycling losses.</p>
<p>Reviewers unanimously agreed that this technology, if adopted in the market place, would be competitive in efficiency to other vapor compression systems, especially if the project team can hit 20-30% energy reduction while eliminating environmentally damaging working fluids. One reviewer does criticize a claim made by the project team that this technology would add 6,000 new jobs to the U.S. market, commenting that it is doubtful refrigerator demand would grow that significantly. Two other reviewers noted that the cost of materials may be an insurmountable hurdle for successful market adoption.</p>
<p>Most reviewers found the project to be meeting projects goals and be progressing in a timely manner, though one reviewer noted that it was too early to adequately judge the progress. One reviewer flagged that the technology’s COP was still low, but acknowledged that the project team will continue to improve upon this over time. Two reviewers noted that the process being developed will reduce manufacturing costs and will benefit the state of the art in heat exchangers, but generally reviewers recommended a greater focus on system-level issues and providing clarity on the cost of materials.</p>
<p>Regarding the projects collaborations, three reviewers noted the benefits of having a major appliance manufacturer like General Electric (GE) partnered at an early stage. One reviewer commented that manufacturing techniques will allow unique heat exchangers to be optimized around design constraints of unique systems. Another reviewer described their perception that GE’s involvement at this point was limited to overseeing project development and providing industrial and market feedback, but expected that GE would become more involved at later stages of the project. Given the project’s relationship with ORNL, one reviewer suggested utilizing ORNL’s Advanced Manufacturing Demo Facility to consider more sophisticated designs of heat exchangers than those presented.</p>"
Emerging Technologies,"R&D - HVAC, Water Heating, and Appliances",Oak Ridge National Laboratory,Thermoelectric Clothes Dryer (CRADA - SAMSUNG America),http://energy.gov/eere/buildings/downloads/thermoelectric-clothes-dryer,"<p><b>Weighted Average:</b> 3.38<span style='padding-left:1em'></span><b># of Reviewers:</b> 6</p><p><b>Approach:</b> 3.33<span style='padding-left:1em'></span><b>Impact:</b> 3.50<span style='padding-left:1em'></span><b>Progress:</b> 3.17</p><p><b> Collaboration & Coordination:</b> 3.50<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.33</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>All reviewers found this project’s approach viable and innovative in its use of thermoelectric technology to make a heat pump clothes dryer that is cost-competitive with electric resistance dryers and offers a competitive dry cycle time. One reviewer specifically called out the project’s novel approach to taking advantage of the temperature “glide” of air on both sides of the modules to deal with the shortcomings of thermoelectric modules. However, reviewers also expressed major concerns around technical barriers to short dry times, the dryer’s lint tolerance, and the complexities and cost of manufacturing.</p>
<p>A majority of reviewers found that the progress being made was on schedule and in-line with objectives, citing that the technology was within the target drying time range and was meeting Go/No Go criteria for retail price premium. Concerns noted by reviewers regarding progress were the complexity of secondary loops over conventional electric resistance, as well as cost once the technology was commercialized. One reviewer expressed concern that the thermoelectric modules may not be cost-effective enough to be adopted, and multiple reviewers commented that the technology may experience limited market penetration once commercialized due to its price point. Most reviewers agreed that the project team appeared optimistic in its projections for energy savings potential because of this possibility that the technology will have limited market impact.</p>
<p>Many reviewers were pleased with the project’s level of partnership with the clothes dryer manufacturer—Samsung Electronics America Inc.—noting that this collaboration demonstrated the project’s teams intention to move the technology to market. Generally, reviewers highlighted this partnership as a project strength.</p>
<p>Given the potentially small market, one reviewer recommended that dedicated humidifiers were another potential application for this technology, while another reviewer recommended that the team considers using an advanced heat exchanger to further improve the thermal performance and reduce costs. On a larger scale, one reviewer noted that if more stringent energy efficiency standards for dryers were ever promulgated, consumers would be forced to adapt to longer drying times, thus removing that as a concern for R&D teams.</p>"
Emerging Technologies,"R&D - HVAC, Water Heating, and Appliances",Oak Ridge National Laboratory,Radiation Defrosting Technique,https://www.energy.gov/eere/buildings/downloads/2018-bto-peer-review-radiation-defrosting-technique,"<p><b>Weighted Average:</b> 3.09<span style='padding-left:1em'></span><b># of Reviewers:</b> 5</p><p><b>Approach:</b> 3.00<span style='padding-left:1em'></span><b>Impact:</b> 2.80<span style='padding-left:1em'></span><b>Progress:</b> 3.00</p><p><b> Collaboration & Coordination:</b> 3.80<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 2.80</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers were conflicted about this project’s approach to developing a novel, radiation-based defrosting process for cold climate heat pumps and commercial refrigeration systems. Several reviewers noted the project’s innovative approach to controlling frost, and one highlighted the project’s effort to target treatment on those areas of a heat exchanger with the most frost as a project strength. Two reviewers raised concerns with the project’s approach, however—one commented on the difficulty of getting radiation between the fins of the heat exchanger, which could lead to issues if defrost water runs off to the rear; another reviewer commented that the plan for characterizing the impact of radiation on frost growth was not well thought out.</p>
<p>Reviewers were split on the potential impact of this technology. Three reviewers commented that the technology could have a huge impact on the cost of removing frost—which can cause system inefficiencies and increase energy consumption—potentially removing a perceived barrier to cold climate heat pump adoption. Another reviewer commented that, even if the project’s technology was not commercialized, its characterization of frost growth and defrost patterns would be useful information for the field. One reviewer was less positive, however, remarking that even if project goals were met, this project might not have the expected energy impact. Another reviewer was critical that the project team was not addressing the “penalty"" that comes with the use of radiation, which could also limit the project’s impact.</p>
<p>Most reviewers agreed that the project was progressing satisfactorily and on schedule, with one reviewer explicitly highlighting that the project was still early stage, and another expressing their expectation that the project’s progress would score higher in one year’s time because of its low technology readiness level. As project work moves forward, however, some reviewers were pleased with its direction, but two reviewers commented that the planned future work required additional thought, while another questioned the acceptability of using microwave radiation. To address these issues, reviewers recommend that the project team develop a more concrete plan to test the influence of radiation on frost growth, and also consider alternative sources of radiation.</p>
<p>Despite the early stage of the project, reviewers were pleased with the project’s collaboration with external partners, with one reviewer applauding the inclusion of academic experts as well as heat exchanger and equipment manufacturers.</p>"
Emerging Technologies,R&D - Building Envelope,U.S. Department of Energy,Building Envelope Overview,https://www.energy.gov/eere/buildings/downloads/building-envelope-overview-bto-peer-review-2018,Overview of the BTO's Building Envelope R&D subprogram.
Emerging Technologies,R&D - Building Envelope,"Glint Photonics, Inc.",Stationary Concentrator Daylighting System,http://www.energy.gov/eere/buildings/downloads/stationary-concentrator-daylighting-system,"<p><b>Weighted Average:</b> 2.82<span style='padding-left:1em'></span><b># of Reviewers:</b> 3</p><p><b>Approach:</b> 2.67<span style='padding-left:1em'></span><b>Impact:</b> 3.67<span style='padding-left:1em'></span><b>Progress:</b> 2.33</p><p><b> Collaboration & Coordination:</b> 2.67<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 2.67</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers generally agreed that this project’s approach—developing a prototype daylighting roof-mounted concentrator to transmit light into the building interior—could help overcome some market barriers and technical challenges to the achievement of greater reductions in lighting energy demand as a result of daylighting. Unfortunately, reviewers also agreed that while the project team did a good job of identifying potentials risks and challenges to the project’s technology, actual solutions to the risks and challenges were not adequately identified or elucidated. On the technical side, reviewers applauded the project’s innovative daylighting optical design, which avoided the use of fiberglass and could provide considerable cost and performance improvements compared to existing designs, but they critiqued both the technology’s reliance on direct sunlight, which would limit its effectiveness on cloudy days, and the effort that would be required to maintain the system’s internal mechanism and keep it calibrated.</p>
<p>If successful, reviewers expected that the project would contribute to BTO’s program goal of increasing the provision of sunlight to the interior of buildings, and would likely increase daylighting market penetration. However, though one reviewer did note that the project team had met a significant milestone of producing a working prototype, multiple reviewers expressed concerns with the project’s progress, noting the presence of delays in optical molding and the fact that two-thirds of funding had been spent at the project’s half-way point. Given these concerns, two reviewers suggested that the project team accelerate its pace, and recommended that additional resources be considered for the remaining project work. Moving forward, reviewers also recommended the project team consider marketing the project’s technology as a window extension—which would be easier to explain to consumers—and explore ways to integrate the technology into the large existing-buildings market.</p>
<p>Reviewers were split on the project’s collaborative efforts. While one reviewer positively commented that the project team had met with a variety of downstream stakeholders, and had developed the project according to the feedback received, another reviewer was critical of the fact that no up-stream collaboration had occurred to de-risk the research effort.</p>"
Emerging Technologies,R&D - Building Envelope,Fraunhofer Center for Sustainable Energy Systems,Development of Low-Cost Isocyanurate-Based Super Insulation,https://energy.gov/eere/buildings/downloads/development-isocyanurate-based-super-insulation-atmospheric-pressure-siap,"<p><b>Weighted Average:</b> 3.41<span style='padding-left:1em'></span><b># of Reviewers:</b> 4</p><p><b>Approach:</b> 3.50<span style='padding-left:1em'></span><b>Impact:</b> 3.50<span style='padding-left:1em'></span><b>Progress:</b> 3.50</p><p><b> Collaboration & Coordination:</b> 3.25<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.25</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers found the project’s approach to developing open-cell nanofoam insulation to be appropriate, well formulated, and well-positioned to overcome manufacturing barriers. Most reviewers commented that the team had set themselves up to address technical challenges and mitigate project risks, but one cautioned that the project’s strategy for overcoming its cost barrier relied on a project component—its freeze drying method—which had not yet been demonstrated. On the technical side, reviewers highlighted several project strengths, including the thermal conductivity values being achieved, as well as the technology’s elimination of problematic elements of foam insulation and blowing agents. Reviewers did warn about potential challenges to transitioning the project’s freeze-drying equipment to scale, and they also remarked on the lack of early-stage durability testing and repeatedly noted that the technology’s health and environmental impacts were not clear. Overall, however, reviewers felt that if the project goals are met, the project would likely contribute to BTO’s program goals, as there was high commercial interest in this field and the end product would be low-cost and highly durable.</p>
<p>Generally, reviewers were pleased with the progress the project team had made, particularly highlighting the material development and characterization and the identification of commercialization partners. Reviewers also found the project team to be engaging well with industry partners and scientists, though one reviewer recommended finalizing key partnerships as soon as possible. Moving forward, reviewers found the remaining work to be well planned and achievable, though they did recommend acquiring a freeze-drying partner immediately, and to be flexible with the process to allow for scale-up.</p>"
Emerging Technologies,R&D - Building Envelope,Oak Ridge National Laboratory,R25 Polyisocyanurate Composite Insulation Material,http://energy.gov/eere/buildings/downloads/r25-polyisocyanurate-composite-insulation-material,"<p><b>Weighted Average:</b> 3.40<span style='padding-left:1em'></span><b># of Reviewers:</b> 4</p><p><b>Approach:</b> 3.00<span style='padding-left:1em'></span><b>Impact:</b> 3.50<span style='padding-left:1em'></span><b>Progress:</b> 3.75</p><p><b> Collaboration & Coordination:</b> 3.75<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.25</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>The reviewers found the project’s approach to the development of thinner, higher-performing insulation materials to be strong, and likely to overcome barriers and technical challenges. One reviewer complemented the vacuum insulated panels (VIPs) as having good targets for thermal performance and cost, but another reviewer cautioned that the performance of the future-looking core-based insulation dropped off significantly with any pressure loss. One reviewer identified this project as a “high risk, high reward” project, and others commented that, if this project were to meet its potential, it would significant contribute to the state of the art. One reviewer warned, however, that market acceptance would be a problem for the technology, which they encouraged the project team to more fully address.</p>
<p>Reviewers found the project to be on target to reach its goals, despite its early stage, and described the project’s future plans as logical and well aligned to reaching the project team’s R80/inch insulation performance target. Reviewers generally felt that the project team’s collaboration with industry, especially NanoPore and Firestone, to be strong, though one reviewer recommended engaging with additional market stakeholders to ensure market adoption.</p>
<p>Reviewers applauded the project’s experienced team and their sound technical approach to the VIP technology, particularly the continued development of modified atmosphere insulation (MAI). However, reviewers found weaknesses in the insulations installation challenges and longevity potential. Another reviewers flagged the sensitivity to pressure for new cores as a potential issue in the future, and recommended an increased focus on barrier development. Other reviewer recommendations included developing greater market connections, direct engagement with installers, and more varied demonstrations to illustrate the technology’s impact.</p>"
Emerging Technologies,R&D - Building Envelope,Lawrence Berkeley National Laboratory,Robust Super Insulation at a Competitive Price ,http://www.energy.gov/eere/buildings/downloads/robust-super-insulation-competitive-price,"<p><b>Weighted Average:</b> 2.93<span style='padding-left:1em'></span><b># of Reviewers:</b> 4</p><p><b>Approach:</b> 3.00<span style='padding-left:1em'></span><b>Impact:</b> 3.25<span style='padding-left:1em'></span><b>Progress:</b> 3.00</p><p><b> Collaboration & Coordination:</b> 2.75<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 2.50</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Reviewers found this project’s approach to be novel yet ambitious for developing nanoscale insulation with a high R/inch value. Reviewers noted that if the project were successful, it would have a significant impact by providing low-cost durable insulation. However, they also noted significant challenges with the material development, and doubted the feasibility of achieving an R-12 materials for actual applications.</p>
<p>Reviewers were somewhat split on the project’s progress, with several observing the project to be on target for achieving its technical goals—though with some factors like cost yet to be addressed—but one expressing that the project’s technical achievements were modest for a project at its halfway point. Reviewers found the remaining work to be logically planned out, though they noted that there was substantial work left to do. One reviewer reiterated their concern that the R-12 goal was not actually achievable, while another was more concerned about the insulations’ mechanical strength than its R-value. To address some of these issues, reviewers recommend adding more Go/No Go checkpoints to the project plan, and encouraged the project team to more clearly identify and mitigate project risks.</p>
<p>Although reviewers observed that the project team had strong technical qualifications, they found that the project lacked adequate collaboration and expressed concern that industry or manufacturing partners might not want to take on the risk of such an early stage technology.</p>"
Emerging Technologies,R&D - Building Envelope,Oak Ridge National Laboratory,"CERC: Integrated Design, Construction, and Industrialized Buildings",https://energy.gov/eere/buildings/downloads/integrated-design-construction-and-industrialized-buildings,"<p><b>Weighted Average:</b> 3.49<span style='padding-left:1em'></span><b># of Reviewers:</b> 4</p><p><b>Approach:</b> 3.50<span style='padding-left:1em'></span><b>Impact:</b> 3.00<span style='padding-left:1em'></span><b>Progress:</b> 4.00</p><p><b> Collaboration & Coordination:</b> 3.75<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.25</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Overall, reviewers were pleased with this project’s approach to innovating and validating next-generation building envelope technologies, with three separate focus areas. Three reviewers specifically and positively called out the project’s efforts to develop new precast insulated concrete walls, with one applauding the project team’s focus on air sealing and thermal bridging in addition to the precast design and weight issues. One reviewer, however, questioned the innovation and value of the project’s data collection efforts around commercial building envelope retrofits.</p>
<p>If implemented in the marketplace, reviewers expected this project to have significant impact on energy savings in both China and the U.S. However, one reviewer expressed that the lack of data and information about the work being conducted in China made it difficult to assess the project’s full potential impact; several reviewers pointed to the project’s lack of an intellectual property (IP) exchange system as a potential culprit for this deficit, encouraging that such an IP exchange system be established as soon as possible. Unanimously, reviewers agreed the project was making impressive progress, surpassing goals to date with quick research and development followed by large-scale trials. Further, reviewers remarked that the remaining project work was focused, on track, and had clear pathways towards completion. One reviewer, however, questioned the significance of China’s contribution to the project. Generally, reviewers were pleased with the level of collaboration with industry in both the U.S. and China, though one reviewer recommended establishing stronger connections with installers and private companies.</p>"
Emerging Technologies,R&D - Sensors & Controls,Lawrence Berkeley National Laboratory,Automated Fault Detection and Diagnostics Data Curation and Benchmarking ,https://energy.gov/eere/buildings/downloads/automated-fault-detection-and-diagnostics-data-curation-and-benchmarking,"<p><b>Weighted Average:</b> 3.14<span style='padding-left:1em'></span><b># of Reviewers:</b> 4</p><p><b>Approach:</b> 3.25<span style='padding-left:1em'></span><b>Impact:</b> 2.75<span style='padding-left:1em'></span><b>Progress:</b> 3.25</p><p><b> Collaboration & Coordination:</b> 3.00<span style='padding-left:1em'></span><b>Remaining Project Work:</b> 3.50</p><br />
<p><b>BRIEF SUMMARY OF REVIEWER COMMENTS</b></p>
<p>Most reviewers agreed that this project’s approach of developing public testing procedures and data sets for evaluating the performance of automated fault detection and diagnostic (AFDD) solutions from both industry and the research community will likely contribute to overcoming relevant adoption barriers and technical challenges for AFDD applications in the buildings sector. One reviewer, however, that this type of benchmarking does not exist after decades of research on FDD. Several reviewers also expressed concerns with the broad nature of the project’s scope. One reviewer recommended that the project team should focus on either creating a test facility for benchmarking commercial AFDD solutions or developing a dataset for AFDD research testing, but not both. Another reviewer was concerned with the ability to provide a uniform comparison amongst products that remain relevant due to continual developments and advancements in products without funding the project in perpetuity.</p>
<p>Reviewers generally agreed that the team has made great progress, and expect that future work will likely meet project-specific goals. One reviewer, however, expanding the focus beyond chilled water variable air volume systems and a small set of faults. Another reviewer noted that the anticipated project impact is not quantitative in nature and the presentation did not address trade-offs or sub-markets. Multiple reviewers commented positively that this project is creating public datasets that could enable uniform comparisons of various FDD products, but one reviewer questioned whether the resulting data will be similar to the MIT load disaggregation dataset, while another reviewer cautioned that the project team needs to ensure the dataset remains available to the public after project completion.</p>
<p>Most reviewers positively commented on how the national labs are working together without duplicating efforts.  One reviewer felt that the project needs to have other relevant stakeholders and industry experts more heavily involved in the development of the test procedures and benchmarking beyond the technical advisory group. Another reviewer noted that collaborations should be expanded to include large hardware manufacturers. One reviewer commented that Berkley Lab’s FLEXLAB appeared to be a powerful facility for testing AFDD algorithms, but they also wondered if FLEXLAB was the only test site, and whether it covered sufficient breadth of the AFDD problem. Another reviewer was unclear about whether the project team will be providing the benchmarking or if commercial partners will come to the lab to benchmark on the lab’s testing equipment.</p>"
