Publication Title,Summary,Published By,Publication Year,Technology Area,Publication Type,CMS node
Vehicle Technologies Office Q1 2017 Quarterly Analysis Review,"The Quarterly Analysis Review, known colloquially as the “QAR,” surveys work supported by the VTO Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies.  The QAR comprises a glimpse at the transportation energy ecosystem within which VTO operates. This is the Q1 2017 presentation of the QAR.",Vehicle Technologies Office,2017,Analysis,Presentation,2552394
Vehicle Technologies Office Q2 2017 Quarterly Analysis Review,"The Quarterly Analysis Review, known colloquially as the “QAR,” surveys work supported by the VTO Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies.  The QAR comprises a glimpse at the transportation energy ecosystem within which VTO operates. This is the Q2 2017 presentation of the QAR.",Vehicle Technologies Office,2017,Analysis,Presentation,3038857
Vehicle Technologies Office Q3 2017 Quarterly Analysis Review,"The Quarterly Analysis Review, known colloquially as the “QAR,” surveys work supported by the VTO Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies.  The QAR comprises a glimpse at the transportation energy ecosystem within which VTO operates. This is the Q3 2017 presentation of the QAR.",Vehicle Technologies Office,2017,Analysis,Presentation,3038864
Vehicle Technologies Office Q4 2017 Quarterly Analysis Review,"The Quarterly Analysis Review, known colloquially as the “QAR,” surveys work supported by the VTO Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies.  The QAR comprises a glimpse at the transportation energy ecosystem within which VTO operates. This is the Q4 2017 presentation of the QAR. ",Vehicle Technologies Office,2017,Analysis,Presentation,3124411
Vehicle Technologies Office Winter 2016/2017 Quarterly Analysis Review,"The Quarterly Analysis Review, known colloquially as the “QAR,” surveys work supported by the VTO Analysis Program within the broader context of energy and automotive U.S. and global markets, as well as other analytical studies.  The QAR comprises a glimpse at the transportation energy ecosystem within which VTO operates. This is the Winter 2016/2017 presentation of the QAR.",Vehicle Technologies Office,2017,Analysis,Presentation,2243473
Vehicle Systems 2016 Annual Progress Report,"Vehicle Systems is concerned with advancing light-, medium-, and heavy-duty (HD) vehicle systems to support DOE's goals of developing technologies for the U.S. transportation sector that enhance national energy security,increase U.S. competitiveness in the global economy, and support improvement of U.S. transportation and energy infrastructure.",Vehicle Technologies Office,2017,Energy Efficient Mobility Systems,Report,2918160
Potentials for Platooning in U.S. Highway Freight Transport,"This paper explores the potential fuel savings form platooning for the class 8 vehicle population utilizing 194 vehicles in NREL's FleetDNA database. About 65% of the total miles driven by combination trucks from this data sample could be driven in platoon formation, leading to a 4% reduction in total truck fuel consumption.",National Renewable Energy Laboratory,2017,Energy Efficient Mobility Systems,Conference Paper,4010211
Green Routing Fuel Saving Opportunity Assessment: A Case Study Using Large-Scale Real-World Travel Data,"Introduces an evaluation framework for estimating the benefits of green routing based on large-scale, real-world travel data. Analysis of a large-scale, high-resolution data set from the California Household Travel Survey indicates that 31% of actual routes have fuel savings potential, and among these routes the cumulative fuel savings could reach 12%. The potential fuel savings relative to the full set of actual routes (including those that already follow the greenest route recommendation), the potential savings relative to the overall estimated fuel consumption would be 4.5%.",National Renewable Energy Laboratory,2017,Energy Efficient Mobility Systems,Conference Paper,4010217
Consumer Behavioral Adaption in EV Fast Charging Through Pricing,"Recently, there have been great advances in Direct current fast chargers (DCFC) technology. Manufacturers of public EV fast charging stations are breaking ground on this technology by offering ultra-fast chargers that are capable of adding tens of miles of range in minutes (EVgo 2017, ChargePoint 2017b). With advanced DCFC technology and proliferation of EVs in the light-duty vehicle market, efficient allocation and operation of DCFC infrastructure and developing successful business models for DCFC deployment are amongst the topics of high interest for research in both academia and industry.",Idaho National Laboratory,2017,Energy Efficient Mobility Systems,Journal Article,4010505
Initial assessment and modeling framework development for automated mobility districts,"1) The AMD concept of AVs serving as the basis for a public mobility, on-demand traveler request is relatively new (apart from older ATN studies) and is different and distinct from modeling frameworks for traditional transit modes which are highly reliant on captive ridership. 2) Thus, there are no well-established simulation or widely accepted modeling tools or methodologies for impact analysis. 3) This paper includes an extensive literature review and a foundation for an operational framework for modeling travel in AMDs.  4) A follow-up paper, which contains the final framework and preliminary simulation results is in the works. ",National Renewable Energy Laboratory,2017,Energy Efficient Mobility Systems,Conference Paper,4010520
Data Quality Challenges with Missing Values and Mixed Types in Joint Sequence Analysis,"This work builds the methodological framework that will be used for further analysis on WholeTraveler data, once collected.",Lawrence Berkeley National Laboratory,2017,Energy Efficient Mobility Systems,Conference Paper,4038906
Vehcile Technologies Office Annual Merit Review 2016 Report,"This report contains the results of the 2016 U.S. Department of Energy (DOE) Fuel Cell Technologies Office (FCTO) and Vehicle Technologies Office (VTO) Annual Merit Review and Peer Evaluation Meeting (AMR), held June 6-9, 2016, in Washington, DC. The review encompassed all of the work done by the FCTO and the VTO: 226 activities were reviewed for VTO, by a total of 171 reviewers. A total of 1,044 individual review responses were received for the VTO technical reviews. The objective of the meeting was to review the accomplishments and plans for VTO over the previous 12 months, and provide an opportunity for industry, government, and academia to give inputs to DOE on the Office with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2016,Office-wide,Report,2206981
Advanced Combustion Engines 2015 Annual Progress Report,"The Advanced Combustion Engine research and development (R&D) subprogram within the DOE Vehicle Technologies Office (VTO) provides support and guidance for many cutting-edge automotive technologies under development. Research focuses on addressing critical barriers to commercializing higher efficiency, very low emissions advanced internal combustion engines for passenger and commercial vehicles.",Vehicle Technologies Office,2016,Advanced Combustion Systems and Fuels,Report,1661866
Fuel and Lubricant Technologies 2015 Annual Progress Report,This report describes the progress made on the research and development projects funded by the Fuel and Lubricant subprogram in the Vehicle Technologies Office in 2015.,Vehicle Technologies Office,2016,Advanced Combustion Systems and Fuels,Report,2001206
Lightweight Materials 2015 Annual Progress Report,The Lightweight Materials research and development (R&D) area within the DOE Vehicle Technologies Office (VTO) provides support and guidance for many cutting-edge automotive technologies under development. Research focuses on addressing critical barriers to commercializing lightweight materials for passenger and commercial vehicles. This report describes the progress made on the research and development projects funded by the Lightweight Materials area.,Vehicle Technologies Office,2016,Materials,Report,2040762
Vehicle Systems 2015 Annual Progress Report,"The Vehicle Systems research and development (R&D) subprogram within the DOE Vehicle Technologies Office (VTO) provides support and guidance for many cutting-edge automotive technologies under development. Research focuses on addressing critical barriers to advancing light-, medium-, and heavy-duty vehicle systems to help maximize the number of electric miles driven and increase the energy efficiency of transportation vehicles.",Vehicle Technologies Office,2016,Energy Efficient Mobility Systems,Report,1677131
Propulsion Materials 2015 Annual Progress Report,"The Propulsion Materials Program actively supports the energy security and reduction of greenhouse emissions goals of VTO by investigating and identifying the materials properties that are most essential for continued development of cost-effective, highly efficient, and environmentally friendly next-generation heavy and light-duty powertrains. The technical approaches available to enhance propulsion systems focus on improvements in both vehicle efficiency and fuel substitution, both of which must overcome the performance limitations of the materials currently in use. Propulsion Materials Program activities work with national laboratories, industry experts, and VTO powertrain systems (e.g., Advanced Combustion Engines [ACE], Advanced Power Electronics and Electrical Machines [APEEM], and fuels) teams to develop strategies that overcome materials limitations in future powertrain performance. The technical maturity of the portfolio of funded projects ranges from basic science to subsystem prototype validation. Projects within a Propulsion Materials Program activity address materials concerns that directly impact critical technology barriers within each of the above programs, including barriers that impact fuel efficiency, thermal management, emissions reduction, improved reliability, and reduced manufacturing costs. The program engages only the barriers that result from material property limitations and represent fundamental, high-risk materials issues.",Vehicle Technologies Office,2016,Materials,Report,2191934
Energy Storage 2015 Annual Progress Report,"The Energy Storage research and development (R&D) subprogram within the DOE Vehicle Technologies Office (VTO) provides support and guidance for projects focusing on batteries for plug-in electric vehicles (PEVs) in support of the EV Everywhere Grand Challenge. PEVs could have a significant impact on the nation's goal of reducing dependence on imported oil and gaseous pollutant emissions. The Energy Storage program targets overcoming technical barriers to enable market success, including: (1) significantly reducing battery cost; (2) increasing battery performance (power, energy, durability); (3) reducing battery weight and volume; and (4) increasing battery tolerance to abusive conditions such as short circuit, overcharge, and crush. The National Renewable Energy Laboratory (NREL) supports the VTO's Energy Storage program by evaluating the thermal performance of cells and packs, developing electrochemical-thermal models to accelerate the design cycle for developing batteries, investigating the behavior of lithium-ion batteries under abuse conditions such as crush, enhancing the durability of electrodes by coatings such as atomic layer deposition, synthesis of materials for higher energy density batteries, and conducting techno-economic analysis of batteries in various electric-drive vehicles. This report describes the progress made by NREL on the research and development projects funded by the DOE VTO Energy Storage subprogram in FY15",Vehicle Technologies Office,2016,Batteries and Electrification,Report,1743336
"Assessment of Vehicle Sizing, Energy Consumption and Cost through Large Scale Simulation of Advanced Vehicle Technologies","The U.S. Department of Energy (DOE) Vehicle Technologies Office (VTO) has been developing more energy-efficient and environmentally friendly highway transportation technologies that will enable America to use less petroleum. The long-term aim is to develop ""leapfrog"" technologies that will provide Americans with greater freedom of mobility and energy security, while lowering costs and reducing impacts on the environment. This report reviews the results of the DOE VTO. It gives an assessment of the fuel and light-duty vehicle technologies that are most likely to be established, developed, and eventually commercialized during the next 30 years (up to 2045). Because of the rapid evolution of component technologies, this study is performed every two years to continuously update the results based on the latest state-of-the-art technologies.",Argonne National Laboratory,2016,Analysis,Report,2571025
Cradle-to-Grave Lifecycle Analysis of U.S. Light-Duty Vehicle-Fuel Pathways: A Greenhouse Gas Emissions and Economic Assessment of Current (2015) and Future (2025-2030) Technologies,"This study provides a comprehensive life-cycle analysis (LCA), or cradle-to-grave (C2G) analysis, of the cost and greenhouse gas (GHG) emissions of a variety of vehicle-fuel pathways, as well as the levelized cost of driving (LCD) and cost of avoided GHG emissions. This study also estimates the technology readiness levels (TRLs) of key fuel and vehicle technologies along the pathways. The C2G analysis spans a full portfolio of midsize light-duty vehicles (LDVs), including conventional internal combustion engine vehicles (ICEVs), flexible fuel vehicles (FFVs), hybrid electric vehicles (HEVs), plug-in hybrid electric vehicles (PHEVs), battery electric vehicles (BEVs), and fuel cell electric vehicles (FCEVs). In evaluating the vehicle-fuel combinations, this study considers both low-volume and high-volume “CURRENT TECHNOLOGY” cases (nominally 2015) and a high-volume “FUTURE TECHNOLOGY” lower-carbon case (nominally 2025–2030). For the CURRENT TECHNOLOGY case, low-volume vehicle and fuel production pathways are examined to determine costs in the near term.","Argonne National Laboratory, National Renewable Energy Laboratory, Vehicle Technologies Office",2016,Analysis,Report,2571029
Electric Drive Technologies 2015 Annual Progress Report,"The Electric Drive Technologies research and development (R&D) subprogram within the DOE Vehicle Technologies Office (VTO) provides support and guidance for many cutting-edge automotive technologies under development. Research is focused on developing power electronics (PE), electric motor, and traction drive system (TDS) technologies that will reduce system cost and improve their efficiency in transforming battery energy to useful work. The R&D is also aimed at better understanding and improving how various components of tomorrow's automobiles will function as a unified system to improve fuel efficiency.",Vehicle Technologies Office,2016,Batteries and Electrification,Report,1644556
Estimated Bounds and Important Factors for Fuel Use and Consumer Costs of Connected and Automated Vehicles,"This report details a study of the potential effects of connected and automated vehicle (CAV) technologies on vehicle miles traveled (VMT), vehicle fuel efficiency, and consumer costs. Related analyses focused on a range of light-duty CAV technologies in conventional powertrain vehicles -- from partial automation to full automation, with and without ridesharing -- compared to today's base-case scenario. Analysis results revealed widely disparate upper- and lower-bound estimates for fuel use and VMT, ranging from a tripling of fuel use to decreasing light-duty fuel use to below 40% of today's level. This wide range reflects uncertainties in the ways that CAV technologies can influence vehicle efficiency and use through changes in vehicle designs, driving habits, and travel behavior. The report further identifies the most significant potential impacting factors, the largest areas of uncertainty, and where further research is particularly needed.",National Renewable Energy Laboratory,2016,Energy Efficient Mobility Systems,Report,2552779
Fact sheet on Adoption of New Fuel-Efficient Technologies from SuperTruck,"The Vehicle Technologies Office has released ""Adoption of New Fuel-Efficient Technologies from SuperTruck,"" a report on the industry's adoption rates of new fuel efficient technologies from the SuperTruck program into its manufacturing lines. This is a fact sheet summarizing the results of the report.

A number of SuperTruck technologies are already making market inroads, particularly in the areas of aerodynamics and engine/drivetrain integration. These appeal to current fleet buyers because they are cost effective and are proving to be reliable in service.  Other SuperTruck technologies offer the promise of additional fuel savings within the next five or ten years when they are expected to be commercially available, particularly in the areas of more advanced aerodynamics packages and further increases in engine thermal efficiency.",Vehicle Technologies Office,2016,Advanced Combustion Systems and Fuels,Fact Sheet,1874586
Fuel Economy Guide: Model year 2017,"The Fuel Economy Guide is published by the U.S. Department of Energy as an aid to consumers considering the purchase of a new vehicle. The Guide lists estimates of miles per gallon (mpg) for each vehicle available for the new model year. These estimates are provided by the U.S. Environmental Protection Agency in compliance with Federal Law. By using this Guide, consumers can estimate the average yearly fuel cost for any vehicle. The Guide is intended to help consumers compare the fuel economy of similarly sized cars, light duty trucks and special purpose vehicles.",Vehicle Technologies Office,2016,Technology Integration,Report,3434565
"Guide to Federal Funding, Financing, and Technical Assistance for Plug-in Electric Vehicles and Charging Stations","This guidance document was collaboratively developed by the U.S. Department of Energy and Department Transportation to highlight examples of federal programs that support funding and financing for plug-in electric
vehicles (PEVs) and charging infrastructure. For further information the Department of Energy's Alternative Fuels Data Center provides a prehensive database of federal and state programs that support plug-in electric vehicles and infrastructure.",Vehicle Technologies Office,2016,Technology Integration,Report,1922316
National Economic Value Assessment of Plug-in Electric Vehicles: Volume I,"The adoption of plug-in electric vehicles (PEVs) can reduce household fuel expenditures by substituting electricity for gasoline while reducing greenhouse gas emissions and petroleum imports. A scenario approach is employed to provide insights into the long-term economic value of increased PEV market growth across the United States. The analytic methods estimate fundamental costs and benefits associated with an economic allocation of PEVs across households based upon household driving patterns, projected vehicle cost and performance attributes, and simulations of a future electricity grid. To explore the full technological potential of PEVs and resulting demands on the electricity grid, very high PEV market growth projections from previous studies are relied upon to develop multiple future scenarios.",National Renewable Energy Laboratory,2016,Analysis,Report,2571017
U.S. DRIVE 2015 Technical Accomplishments Report,This report is a compilation of one-page summaries of technical accomplishments that U.S. DRIVE partners consider to be major steps forward in the development of technologies across the Partnership portfolio. Contributors include VTO and other U.S. DRIVE partners.,U.S. DRIVE Partnership,2016,Office-wide,Report,1678841
Report on Adoption of New Fuel-Efficient Technologies from SuperTruck,"As requested by the Congress in the Explanatory Statemetn accompanying the Consolidated and Further Continuing Appropriations Act of 2015, the U.S. Department of Energy (DOE) prepared this report on the adoption of new fuels efficiency technologies for Class 8 heavy-duty long-haul trucks as developed under the DOE SuperTruck Initiative.
The information presented in this report is derived from a variety of sources but is based primariliy on discussions with the four industry-led teams participating in the DOE SuprTruck initiative about their general findings and future plans for technologies within the initiative. This information was supplemented with perspectives from technical experts within the DOE Vehicle Technologies Office adn public information.",Vehicle Technologies Office,2016,Advanced Combustion Systems and Fuels,Report,1859591
US DRIVE Driving Research and Innovation for Vehicle Efficiency and Energy Sustainability Partnership Plan,"This document describes the vision, mission, scope, and governing policies of the U.S. DRIVE Partnership
(“Partnership”). ",U.S. DRIVE Partnership,2016,Office-wide,Report,805276
Vehicle Technologies Office Fall 2016 Quarterly Analysis Review,"The Quarterly Analysis Review, known colloquially as the “QAR,” surveys work supported by the VTO Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies.  The QAR comprises a glimpse at the transportation energy ecosystem within which VTO operates. This is the Fall 2016 presentation of the QAR. ",Vehicle Technologies Office,2016,Analysis,Presentation,2243509
Vehicle Technologies Office Spring 2016 Quarterly Analysis Review,"The Quarterly Analysis Review, known colloquially as the “QAR,” surveys work supported by the VTO Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies.  The QAR comprises a glimpse at the transportation energy ecosystem within which VTO operates. This is the Spring 2016 presentation of the QAR.",Vehicle Technologies Office,2016,Analysis,Presentation,1645036
Vehicle Technologies Office Summer 2016 Quarterly Analysis Review,"The Quarterly Analysis Review, known colloquially as the “QAR,” surveys work supported by the VTO Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies.  The QAR comprises a glimpse at the transportation energy ecosystem within which VTO operates. This is the Summer 2016 presentation of the QAR. ",Vehicle Technologies Office,2016,Analysis,Presentation,1860426
Vehicle Technologies Office Winter 2015/2016 Quarterly Analysis Review,"The Quarterly Analysis Review, known colloquially as the “QAR,” surveys work supported by the VTO Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies.  The QAR comprises a glimpse at the transportation energy ecosystem within which VTO operates. This is the Winter 2015/2016 presentation of the QAR. ",Vehicle Technologies Office,2016,Analysis,Presentation,1524981
A survey on the coordination of connected and automated vehicles at intersections and merging at highway on-ramps,"This paper presents an optimization framework and an analytical, closed-form solution that allows online coordination of vehicles at the merging zone. The proposed solution shows that optimal coordination of vehicles can reduce fuel consumption and travel time significantly",Oak Ridge National Laboratory,2016,Energy Efficient Mobility Systems,Journal Article,4010208
Advanced Combustion Engines 2014 Annual Progress Report,"The Advanced Combustion Engine research and development (R&D) subprogram within the DOE Vehicle Technologies Office (VTO) provides support and guidance for many cutting-edge automotive technologies under development. Research focuses on addressing critical barriers to commercializing higher efficiency, very low emissions advanced internal combustion engines for passenger and commercial vehicles.",Vehicle Technologies Office,2015,Advanced Combustion Systems and Fuels,Report,1028471
Revolution Now: The Future Arrives for Five Clean Energy Technologies - 2015 Update,"In 2013, the U.S. Department of Energy (DOE) released the Revolution Now report, highlighting four transformational technologies: land-based wind power, silicon photovoltaic (PV) solar modules, light-emitting diodes (LEDs), and electric vehicles (EVs). That study and its 2014 update showed how dramatic reductions in cost are driving a surge in consumer, industrial, and commercial adoption for these clean energy technologies—as well as yearly progress. This report is the 2015 update.",Energy Efficiency and Renewable Energy,2015,Technology Integration,Report,1382076
2014 US DRIVE Accomplishments Report,This report is a compilation of one-page summaries of technical accomplishments that U.S. DRIVE partners consider to be major steps forward in the development of technologies across the Partnership portfolio. Contributors include VTO and other U.S. DRIVE partners.,U.S. DRIVE Partnership,2015,Office-wide,Report,1041721
2015 Annual Merit Review Report,"The 2015 U.S. Department of Energy (DOE) Fuel Cell Technologies Office (FCTO) and Vehicle Technologies Office (VTO) Annual Merit Review and Peer Evaluation Meeting (AMR) held June 8-12, 2015, in Washington, DC. The review encompassed all of the work done by the FCTO and the VTO: 258 activities were reviewed for VTO, by a total of 170 reviewers. A total of 1,095 individual review responses were received for the VTO technical reviews. The objective of the meeting was to review the accomplishments and plans for VTO over the previous 12 months, and provide an opportunity for industry, government, and academia to give inputs to DOE on the Office with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2015,Office-wide,Report,1462376
Electric Drive Technologies 2014 Annual Progress Report,"The Electric Drive Technologies research and development (R&D) subprogram within the DOE Vehicle Technologies Office (VTO) provides support and guidance for many cutting-edge automotive technologies under development. Research is focused on developing power electronics (PE), electric motor, and traction drive system (TDS) technologies that will reduce system cost and improve their efficiency in transforming battery energy to useful work. The R&D is also aimed at better understanding and improving how various components of tomorrow's automobiles will function as a unified system to improve fuel efficiency.",Vehicle Technologies Office,2015,Batteries and Electrification,Report,1019596
Energy Storage Research and Development  2014 Annual Report,"The Energy Storage research and development (R&D) subprogram within the DOE Vehicle Technologies Office (VTO) provides support and guidance for projects focusing on batteries for plug-in electric vehicles. Program targets focus on overcoming technical barriers to enable market success including: (1) significantly reducing battery cost, (2) increasing battery performance (power, energy, durability), (3) reducing battery weight & volume, and (4) increasing battery tolerance to abusive conditions such as short circuit, overcharge, and crush. This report describes the progress made on the research and development projects funded by the Energy Storage subprogram in 2014. ",Vehicle Technologies Office,2015,Batteries and Electrification,Report,1039241
Fuel and Lubricant Technologies 2014 Annual Progress Report,"Annual progress report for Fuel & Lubricant Technologies. The Fuel & Lubricant Technologies Program supports fuels and lubricants research and development (R&D) to provide vehicle manufacturers and users with cost-competitive options that enable high fuel economy with low emissions, and contribute to petroleum displacement.",Vehicle Technologies Office,2015,Advanced Combustion Systems and Fuels,Report,1643101
Lightweight Materials R&D 2014 Annual Progress Report,The Lightweight Materials research and development (R&D) area within the DOE Vehicle Technologies Office (VTO) provides support and guidance for many cutting-edge automotive technologies under development. Research focuses on addressing critical barriers to commercializing lightweight materials for passenger and commercial vehicles.,Vehicle Technologies Office,2015,Materials,Report,1105543
Propulsion Materials 2014 Annual Progress Report,"The Propulsion Materials Program actively supports the energy security and reduction of greenhouse emissions goals of VTO by investigating and identifying the materials properties that are most essential for continued development of cost-effective, highly efficient, and environmentally friendly next-generation heavy and light-duty powertrains. The technical approaches available to enhance propulsion systems focus on improvements in both vehicle efficiency and fuel substitution, both of which must overcome the performance limitations of the materials currently in use. Propulsion Materials Program activities work with national laboratories, industry experts, and VTO powertrain systems (e.g., Advanced Combustion Engines [ACE], Advanced Power Electronics and Electrical Machines [APEEM], and fuels) teams to develop strategies that overcome materials limitations in future powertrain performance. The technical maturity of the portfolio of funded projects ranges from basic science to subsystem prototype validation. Projects within a Propulsion Materials Program activity address materials concerns that directly impact critical technology barriers within each of the above programs, including barriers that impact fuel efficiency, thermal management, emissions reduction, improved reliability, and reduced manufacturing costs. The program engages only the barriers that result from material property limitations and represent fundamental, high-risk materials issues.",Vehicle Technologies Office,2015,Materials,Report,1144046
Quarterly Analysis Review February 2015,The Quarterly Analysis Review (QAR) surveys both work supported by the Vehicle Technologies Office Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies. The QAR comprises an hour-long glimpse at the transportation energy ecosystem within which VTO operates.,Vehicle Technologies Office,2015,Analysis,Presentation,1026736
Vehicle and Systems Simulation and Testing 2014 Annual Progress Report,"The Vehicle and Systems Simulation and Testing research and development (R&D) subprogram within the DOE Vehicle Technologies Office (VTO) provides support and guidance for many cutting-edge automotive technologies under development. Research focuses on addressing critical barriers to advancing light-, medium-, and heavy-duty vehicle systems to help maximize the number of electric miles driven and increase the energy efficiency of transportation vehicles.",Vehicle Technologies Office,2015,Energy Efficient Mobility Systems,Report,1160026
Vehicle Technologies Office Fall 2015 Quarterly Analysis Review,"The Quarterly Analysis Review, known colloquially as the “QAR,” surveys work supported by the VTO Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies.  The QAR comprises a glimpse at the transportation energy ecosystem within which VTO operates. This is the Fall 2015 presentation of the QAR.",Vehicle Technologies Office,2015,Analysis,Presentation,1298776
Vehicle Technologies Office Quarterly Analysis Review June 2015,The Quarterly Analysis Review (QAR) surveys both work supported by the Vehicle Technologies Office Analysis Program within the broader context of energy and automotive U.S. and global markets as well as other analytical studies. The QAR comprises an hour-long glimpse at the transportation energy ecosystem within which VTO operates.,Vehicle Technologies Office,2015,Analysis,Presentation,1120963
U.S. DRIVE 2013 Technical Accomplishments Report,This report is a compilation of one-page summaries of technical accomplishments that U.S. DRIVE partners consider to be major steps forward in the development of technologies across the Partnership portfolio. Contributors include VTO and other U.S. DRIVE partners.,U.S. DRIVE Partnership,2014,Office-wide,Report,902076
DOE Vehicle Technologies Office 2014 Annual Merit Review,"This report contains the results of the 2014 U.S. Department of Energy (DOE) Fuel Cell Technologies Office (FCTO) and Vehicle Technologies Office (VTO) Annual Merit Review and Peer Evaluation Meeting (AMR) held June 16-20, 2014, in Washington, DC. The review encompassed all of the work done by the FCTO and the VTO: a total of 295 individual activities were reviewed for VTO, by a total of 179 reviewers. A total of 1,354 individual review responses were received for the VTO technical reviews. The objective of the meeting was to review the accomplishments and plans for VTO over the previous 12 months, and provide an opportunity for industry, government, and academia to give inputs to DOE on the Office with a structured and formal methodology. The meeting also provided attendees with a forum for interaction and technology information transfer.",Vehicle Technologies Office,2014,Office-wide,Report,992891
Advanced Combustion R&D 2013 Annual Progress Report,"Annual progress report on the work of the the Advanced Combustion Engine Program. The Advanced Combustion Engine Program supports the Vehicle Technologies Office mission by addressing critical technical barriers to commercializing higher efficiency, very low emissions, advanced combustion engines for passenger and commercial vehicles that meet future federal emissions regulations.",Vehicle Technologies Office,2014,Advanced Combustion Systems and Fuels,Report,902116
Advanced Power Electronics and Electric Motors R&D 2013 Annual Progress Report,"This report describes the research into advanced liquid cooling, integrated power module cooling, high temperature air cooled power electronics, two-phase cooling for power electronics, and electric motor thermal management by NREL's Power Electronics group in FY13.",Vehicle Technologies Office,2014,Batteries and Electrification,Report,904591
Energy Storage Research and Devlopment 2013 Progress Report,"The FY 2013 Progress Report for Energy Storage R&D focuses on advancing the development of batteries to enable a large market penetration of hybrid and electric vehicles. Program targets focus on overcoming technical barriers to enable market success including: (1) significantly reducing battery cost, (2) increasing battery performance (power, energy, durability), (3) reducing battery weight & volume, and (4) increasing battery tolerance to abusive conditions such as short circuit, overcharge, and crush.",Vehicle Technologies Office,2014,Batteries and Electrification,Report,912161
Fuel and Lubricant Technologies R&D 2013  Annual Progress Report,"Annual progress report for Fuel & Lubricant Technologies. The Fuel & Lubricant Technologies Program supports fuels and lubricants research and development (R&D) to provide vehicle manufacturers and users with cost-competitive options that enable high fuel economy with low emissions, and contribute to petroleum displacement.",Vehicle Technologies Office,2014,Advanced Combustion Systems and Fuels,Report,926136
Lightweight Materials R&D 2013 Annual Progress Report,"As part of the U.S. Department of Energy's (DOE's) Vehicle Technologies Program (VTO), the Lightweight Materials (LM) activity focuses on the development and validation of advanced materials and manufacturing technologies to significantly reduce light and heavy duty vehicle weight without compromising other attributes such as safety, performance, recyclability, and cost.",Vehicle Technologies Office,2014,Materials,Report,904581
Propulsion Materials R&D 2013 Annual Progress Report,This report describes the progress made during 2013 on the research and development projects funded by the Propulsion Materials subprogram in the Vehicle Technologies Office.,Vehicle Technologies Office,2014,Materials,Report,923226
Transitioning the Transportation Sector - Exploring the Intersection of H2 Fuel Cell and Natural Gas Vehicles,"This report, titled ""Transitioning the Transportation Sector: Exploring the Intersection of Hydrogen Fuel Cell and Natural Gas Vehicles” is based on a workshop that was held on September 2014 that discussed common opportunities and challenges in expanding the use of hydrogen and natural gas as transportation fuels.  Sandia National Laboratory published the report and organized the workshop with the American Gas Association and Toyota. The workshop included participants from the auto industry, freight delivery fleets, gas suppliers, gas storage developers, utilities, academia, industry associations, national laboratories, and federal and state governments. Participants identified several areas where companies can better capitalize on synergies between the two fuels.",Sandia National Laboratory,2014,Advanced Combustion Systems and Fuels,Report,1019666
 Vehicle and Systems Simulation and Testing R&D 2013  Annual Progress Report,"FY 2013 annual report focuses on the following areas: vehicle modeling and simulation, component and systems evaluations, laboratory and field evaluations, codes and standards, industry projects, and vehicle systems optimization.",Vehicle Technologies Office,2014,Energy Efficient Mobility Systems,Report,906966
WORKSHOP REPORT: Trucks and Heavy-Duty Vehicles Technical Requirements and Gaps for Lightweight and Propulsion Materials,"The Vehicle Technologies Office (VTO) hosted a Lightweight and Propulsion Materials Workshop in March 2011 in Dearborn, Michigan. The Materials area of the Vehicle Technologies Office focuses on developing lightweight materials for structures and propulsion materials for more efficient powertrain systems. This meeting focused on gaining industry's perspective on the out-year material requirements of trucks and heavy duty vehicles (HDVs) as well as current technology gaps that limit adoption of designs
utilizing these lighter weight materials. The industry experts who participated in this workshop included original equipment manufacturers (OEMs) tier-one suppliers and materials suppliers to the light truck and
HDV value chain. The output from this workshop will serve as the foundation for the VTO Materials Roadmap for trucks and HDVs that also supports the objectives of the U.S. Department of Energy's (DOE's) Twenty-First Century Truck (21CT) Partnership. The driver for obtaining this updated input is to support the Administration's goals for reducing greenhouse gas emissions and U.S. dependence on petroleum. In support of these goals, the mission of the VTO is to develop more energy-efficient and environmentally friendly transportation technologies while meeting or exceeding drivers' performance expectations and environmental requirements.",Vehicle Technologies Office,2013,Materials,Report,847121
