Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
Northern and Central California Sunshot Alliance,PG&E,,Soft Costs,node/791371,Prize Competition,SunShot Prize,SunShot Prize,Active,,,"$100,000 ",,San Francisco,CA,94110,node/1229676,37.748582,-122.418411,Austin Sutton ,"This group, consisting of PG&E, SolarCity, Accela, and Qado, intends to design and implement a next day, or even same day, end-to-end process &#150; from online solar building permit application to Permission to Operate (PTO) letter from the power utility. Although this goal is significantly faster than what may be required to win this competition, the group believes it is achievable given the demonstrated track record of success by individual members. The team of industry leaders will work with local jurisdictions to further revolutionize the end-to-end process and cycle times for rooftop solar installations, jointly designing the best processes that consider the needs and capabilities of all parties."
Intelligent Solar Energy Devices Cybersecurity System,Physical Optics Corporation,SC0018827,Technology to Market,node/928446,Funding Opportunity,Small Business Innovation Research,SBIR,Active,7/2/2018,4/1/2019,"$150,000 ",,Torrance,CA,90501,node/790986,33.82792,-118.31407,Alexander Milovanov,"This project will develop a risk-based, intelligent intrusion detection solution capable of identifying and mitigating known and unknown cyberattacks on the smart grid for distributed solar resources and industrial control systems. It will help secure solar energy plants and future smart grid infrastructure to ensure access-control system integrity and non-repudiation."
One Step Super Emitters for High Efficiency Solar Cells,Picasolar (Formerly Si Solar Solutions) ,EE0006461,Technology to Market,node/928446,Funding Opportunity,Incubator 8,Incubator 8,Inactive,9/27/2013,9/26/2014,"$500,000 ","$125,000 ",Fayetteville,AR,72701-7175,node/791011,36.06258,-94.157426,Douglas Hutchings,"Picasolar, formerly known as Silicon Solar Solutions, developed a post-manufacturing hydrogen treatment to optimize the emitter of n-type solar cells resulting in improved conversion efficiency and reduced silver gridlines. The technology has shown 15% relative efficiency improvements while using one-third less silver grid lines in the lab. The goal of this project was to demonstrate the technology on commercial solar cells."
One Step Super Emitters for High Efficiency Solar Cells,Picasolar (Formerly Si Solar Solutions) ,EE0006691,Technology to Market,node/928446,Funding Opportunity,Incubator 9,Incubator 9,Inactive,10/1/2014,12/31/2015,"$800,000 ","$200,000 ",Fayetteville,AR,72701-7175,node/791016,35.998093,-94.089991,Doug Hutchings,"Picasolar is developing a single step hydrogen treatment to optimize the emitter of n-type solar cells, resulting in improved conversion efficiency and reduced silver gridlines. The company has proven this technology on small area devices. During this award Picasolar will scale up its tool and process to handle commercial-sized solar cells."
One Step Super Emitters for High Efficiency Solar Cells,Picasolar (Formerly Si Solar Solutions) ,EE0007191,Technology to Market,node/928446,Funding Opportunity,"SunShot Technology to Market: Incubator 10, SolarMat 3, SunPath 2",SolarMat 3,Inactive,7/5/2016,7/14/2018,"$2,000,000 ","$2,000,000 ",Fayetteville,AR,72701-7175,node/2039542,35.998093,-94.089991,Doug Hutchings,"Imperfections in a solar emitter, a critical layer that collects the current-producing charge carriers in a solar cell, causes significant efficiency loss in most of the commercial solar cells. Picasolar's Hydrogen Super Emitter (HSE) perfects emitters after cells are already made, helping to use less silver, avoid multiple processing steps and disruptions, and improve efficiency gains. The HSE is a one-step, low-temperature process that electrically deactivates 99.5% of the dopants at the surface of the solar cell. This significantly lowers surface recombination, or the charge carrier losses experienced in the surface layer of a solar cell, thus helping to make the solar cells more efficient. In addition, Picasolar will create a tool that uses this new process and will integrate it into a high volume manufacturing line."
High-Performance Bidirectional Inverter for Solar Plus Storage,"Pika Energy, Inc.",EE0007593,Technology to Market,node/928446,Funding Opportunity,"Technology to Market 2: Incubator 11, SolarMat 4",Incubator 11,Inactive,10/1/2016,10/31/2017,"$875,000 ","$245,582 ",Westbrook,ME,04092-2026,node/2039934,43.677025,-70.371162,Joshua Kaufman,"This project adds new hardware and software features to an existing inverter that will enable demand response, aggregation, and other grid services aimed at evolving the U.S. electricity grid. This will allow utilities to remotely dispatch distributed energy systems in periods of peaking demand. The prototype under development will demonstrate the full grid-benefitting capabilities of Pika Energy's DC nanogrid approach. The new features will attract additional commercial partners, accelerate commercialization, and drive the continued growth of photovoltaic (PV) adoption."
"Low Cost, Epitaxial Growth of II-VI Materials for Multijunction Photovoltaic Cells",PLANT PV,EE0005332,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 2,NextGen 2,Inactive,9/1/2011,8/31/2013,"$750,000 ","$95,000 ",Mountain View,CA,94040-1671,node/790976,37.386812,-122.075155,Brian Hardin,"This project is inactive. PLANT PV is studying the feasibility of using cadmium selenide (CdSe) as the wide band-gap top cell and Si as the bottom cell in a monolithically integrated tandem architecture. The greatest challenge in developing efficient tandem solar cells is achieving a high open circuit voltage (Voc) with the top cell. To achieve tandem power conversion efficiencies greater than 25%, the CdSe top cell must have a Voc greater than 1.1 V. Through this project, PLANT PV seeks to determine whether it is possible to epitaxially grow CdSe films with sufficient minority carrier lifetimes and with p-type doping levels necessary to produce an open-circuit voltage greater than 1.1 V using close-space sublimation."
Three-Dimensional Minority Carrier Lifetime Mapping of Thin Film Semiconductors for Solar Cell Applications,PLANT PV,EE0005953,Photovoltaics,node/790881,Funding Opportunity,Bridging Research Interactions through Collaborative Development Grants in Energy,BRIDGE,Inactive,11/15/2012,11/14/2015,"$450,000 ","$86,250 ",Mountain View,CA,94040-1671,node/790956,37.378535,-122.086585,Brian Hardin,"The goal of this project is to address the difficulty of accurately measuring bulk minority carrier lifetimes in novel semiconductor materials for thin film photovoltaic cells. Plant PV is developing a two-photon lifetime tomography technique to separate bulk minority carrier lifetime from surface recombination effects. This technique will enable rapid screening of photovoltaic materials by avoiding the need to construct full devices. This project will also develop three-dimensional minority carrier lifetime and charge collection efficiency maps that will be useful in identifying efficiency bottlenecks for new and conventional (e.g., CdTe, CIGS) thin film PV materials."
Economic On-Grid Solar Energy via Organic Thin Film Technology,Plextronics,NREL/SR-520-47289,Technology to Market,node/928446,Funding Opportunity,Incubator 1,Incubator 1,Inactive,,,"$3,000,000 ",,Pittsburgh,PA,15238,node/791011,40.523045,-79.863283,"D. Laird, J. Bernkopf","PlexTronics pursued enabling the low-cost, high-volume manufacture of organic photovoltaic (OPV) devices for use as alternative energy sources by developing cells and modules with efficiencies greater than 5.8% and 3.5%, respectively, and lifetimes over 5000 hours. "
Enhanced Convection for Higher Module and System Efficiency,Portland State University,EE0008168,Photovoltaics,node/790881,Funding Opportunity,"Photovoltaic Research and Development 2 

",PVRD2,Active,10/1/2017,3/1/2022,"$1,040,000 ","$115,698 ",Portland,OR,97207-0751,node/3310644,45.521192,-122.680607,Raul Cal,This project is developing new solar photovoltaic modules and solar system-scale designs that promote an increase of the convective heat transfer coefficient of at least 40 percent. This reduces the operating temperature of the solar photovoltaic panels and leads to a boost on the annual energy yield and a potentially significant increase in the reliability of modules over time. Extensive modeling and early stage experimentation is being conducted to determine the dynamics of air flow needed to produce vortex generation and flow channeling effects that would lead to lower temperature of the array.
High-Toughness Cermets for Molten Salt Pumps,Powdermet,EE0008383,Concentrating Solar Power,node/790241,Funding Opportunity,Generation 3 Concentrating Solar Power,Gen3 CSP,Active,9/1/2018,8/31/2020,"$1,326,384 ","$331,727 ",Euclid,OH,44117,node/3486419,41.571,-81.52981,Joseph Hensel,"This team will develop high-toughness, ceramic-metal composite materials (cermets), which offer minimal friction in fluids with poor lubrication and are resistant to erosion and wear-and-tear. The project will build a liquid pump and a component test facility that analyzes these materials in a molten chloride salt environment, examines design allowances, and determines the cost-effectiveness of the cermets. This work could enable fabrication of low-maintenance, durable pumps for concentrating solar power systems."
High Toughness Cermets for Molten Salt Pumps,Powdermet,SC0017677,Technology to Market,node/928446,Funding Opportunity,Small Business Innovation Research,SBIR,Inactive,6/12/2017,6/11/2018,"$149,807 ",,Euclid,OH,44117,node/790986,41.571,-81.52981,Haixiong Tang,"Concentrated solar power electricity generation is able to achieve cost competitiveness when operating at temperatures higher than 700&deg;C. However, this requires new materials to handle the high temperature and corrosive properties of the heat transfer fluid and thermal energy storage media. This project is developing metal matrix ceramic nanocomposites that allow for longer system life and lower cost pump components."
Single Model Characterization,Power Factors,EE0008158,Photovoltaics,node/790881,Funding Opportunity,"Photovoltaic Research and Development 2 

",PVRD2,Active,10/1/2017,3/31/2020,"$500,000 ","$125,000 ",Larkspur,CA,94939-1830,node/2619924,37.938818,-122.534446,Steve Voss ,"This project is developing a methodology capable of quantifying and categorizing all losses from nominal energy to energy delivered by photovoltaic systems. This represents a significant streamlining of how photovoltaic experts compare large modeled and measured datasets, and would improve agreement between energy yield models and energy production datasets, which are vital to improving the reliability and bankability of photovoltaic systems. This project enhances the quality and handling of performance data and future modeling efforts."
Ultra-Compact High Efficiency Multi-Level GaN-Based Photovoltaic Inverter,Power Integration Laboratory,EE0008138,Technology to Market,node/928446,Funding Opportunity,Technology to Market Technology to Market 3,T2M3,Active,10/1/2017,9/30/2019,"$922,693 ","$233,626 ",Urbana,IL,61801-4111,node/3029193,40.105923,-88.212031,Robert Pilawa,"The project objective is to research methods to develop a hardware prototype of a scalable multi-level, interleaved 60-100 kilowatt photovoltaic inverter, comprising several sub-modules that enable various power levels to be implemented using a common framework with advanced grid support features."
Partnershipts for Intelligent Investment,Powerhouse,EE0008238,Technology to Market,node/928446,Funding Opportunity,Innovative Pathways,Innovative Pathways,Active,11/1/2017,12/31/2019,"$663,817 ","$165,954 ",Oakland,CA,94612,node/2680078,37.80551,-122.26894,Emily Kirsch,"This project is developing a repeatable workshop-based method to forge partnerships between early-stage innovators and end users, minimizing the burden of identifying product-market fit for all parties."
"Powerscout.com, The First Big Data Enabled Ecommerce Platform for Clean Energy",Powerscout,EE0007182,Technology to Market,node/928446,Funding Opportunity,"SunShot Technology to Market: Incubator 10, SolarMat 3, SunPath 2",Incubator 10,Inactive,1/20/2015,4/19/2017,"$1,500,000 ","$1,500,000 ",Pleasanton,CA,94566,node/1382261,37.6621,-121.8717,Kumar Dhuvur,"PowerScout is a cloud-based big data analytics platform for the solar industry designed to disrupt the current paradigm of customer acquisition, thereby catalyzing the exponential growth of distributed solar energy resources. PowerScout's objective is to deliver a decrease in customer acquisition costs in order to decrease the levelized cost of energy. PowerScout has brought together a team of the best solar credit analysts and sales and marketing minds and empowered them with the ability to drive better sales, marketing, and underwriting decisions with large scale data-analysis and machine learning. Consequently, the software platform enables more efficient sales and marketing and more accurate customer underwriting. This in turn extends solar financing options to more customers and removes the cost and time barriers presented by the status quo of a multi-week sales process by empowering residential consumers to acquire fully customized solar power generation systems online in five minutes."
"Big Data Analytics and eCommerce for Community Solar 
",PowerScout,EE0007588,Technology to Market,node/928446,Funding Opportunity,"Technology to Market 2: Incubator 11, SolarMat 4",Incubator 11,Active,8/1/2016,12/30/2018,"$1,000,000 ","$1,000,000 ",San Francisco,CA,94105-3110,node/2039938,37.77493,-122.419416,Kumar Dhuvur,"This project develops a direct-to-consumer eCommerce platform called the PowerScout Community Solar Marketplace that aggregates tens of thousands of residential customers and connects them with high quality community solar projects, accelerating the maturation of a very fragmented market. The platform under development will reduce the barriers to deploying community solar to households ineligible for rooftop solar, representing the largest untapped market in distributed energy. It will also significantly reduce customer acquisition costs while expanding availability and community solar product options for consumers."
Next-Generation Low-Cost Reflector,PPG Industries,EE0003586,Concentrating Solar Power,node/790241,Funding Opportunity,Baseload Concentrating Solar Power,CSP Baseload,Inactive,9/1/2010,8/31/2015,"$3,027,566 ","$1,677,892 ",Allison Park,PA,15101-0001,node/790556,40.559483,-79.959213,James McCamy,"PPG, under the Baseload CSP FOA, is producing a durable first-surface mirror with improved optical performance and geometry design to reduce the unit cost of the reflector subcomponent in a concentrating solar power (CSP) application. PPG Industries is creating an ultra-large, front-surface glass mirror with an inorganic protective hardcoat. This approach is working toward reduced operation and maintenance costs and a lower overall unit cost of the reflector assembly. Moving to a larger-sized glass reflector also reduces manufacturing costs because fewer mirrors are needed. The project aims to achieve an estimated levelized cost of electricity (LCOE) of less than $0.08/kWh."
"Rapid, Compact C-Si Module Manufacturing",PPG Industries,EE0006355,Technology to Market,node/928446,Funding Opportunity,Solar Manufacturing Technology,SolarMat,Inactive,9/30/2013,10/31/2015,"$2,148,729 ","$2,148,733 ",Allison Park,PA,15101-0001,node/791061,40.571191,-79.952845,Irina Schwendeman,"The goal of this project is to develop the materials, coating designs, and manufacturing processes necessary to commercialize a new glass article for the cadmium telluride (CdTe) module manufacturing industry. This new glass article combines an improved transparent conductive oxide plus buffer layer, a high transmission glass substrate, and a low-soiling anti-reflective (LSAR) coating into one product offering. The combination of these various technologies into a single product results in performance gains and improvements in module cost. The cost reductions stem from the choice of deposition technology, scaling to high volume manufacturing, and systems integration of multiple coating operations."
High Performance Reflector Panels for CSP Assemblies,PPG Industries,GO18033/FC36-08GO18033,Concentrating Solar Power,node/790241,Funding Opportunity,Concentrating Solar Power (CSP) Research and Development,CSP R&D,Inactive,3/1/2008,9/30/2012,"$2,185,465 ","$1,453,038 ",Allison Park,PA,15101-0001,node/790361,40.559483,-79.959213,James McCamy,"PPG, under the CSP R&D FOA, is aiming to develop and commercialize large-area second-surface glass mirrors that are superior in value, cost, and performance, to existing mirrors on the market today."
Keystone Solar Future Project,PPL Electric Utilities,EE0008002,Systems Integration,node/791071,Funding Opportunity,Enabling Extreme Real-Time Grid Integration of Solar Energy,ENERGISE,Active,10/1/2017,9/30/2020,"$3,146,232 ","$6,505,446 ",Allentown,PA,18101,node/2917008,40.602718,-75.470885,Megan Toomey,"This project leverages several different grid technologies to deploy a distributed system platform that bridges the gap between existing and future technologies by monitoring, controlling, and optimizing a high penetration of solar generation. The team is also developing a multi-layer device and communications architecture and a 500-customer pilot on at least 10 distribution circuits. An extensive one-year real-world testing will be performed, proving all of the target parameters before deploying it system-wide."
Solar Power Tower Improvements with the Potential to Reduce Costs,Pratt & Whitney Rocketdyne,EE0003594,Concentrating Solar Power,node/790241,Funding Opportunity,Baseload Concentrating Solar Power,CSP Baseload,Inactive,11/15/2012,2/14/2016,"$1,918,057 ",,Canoga Park,CA,06101-1234,node/790731,35.282056,-119.920682,Michael McDowell,"Rocketdyne, under the Baseload CSP FOA, is designing, fabricating, and testing a several components of a molten salt solar power tower that is in line with SunShot Initiative cost targets."
Solar Power Tower Receiver Development,Pratt & Whitney Rocketdyne,GO18030/FC36-08GO18030,Concentrating Solar Power,node/790241,Funding Opportunity,Concentrating Solar Power (CSP) Research and Development,CSP R&D,Inactive,6/1/2008,12/31/2012,"$1,856,307 ","$1,024,844 ",Canoga Park,CA,06101-1234,,35.282056,-119.920682,Michael McDowell,"The objective of this project is to validate the manufacturability of a large-scale molten salt receiver panel and then confirm its operation in prototypic solar flux. This work is an important step in reducing the levelized cost of energy (LCOE) from a central receiver solar power plant.  The key technical risk to building larger power towers is building the larger receiver systems, specifically the issues involved with key receiver panel features such  as the large headers and longer tubes. Therefore, this proposed technology project includes the design, fabrication and testing of an advanced molten salt prototypic sub- scale receiver panel that can be utilized in a large receiver system."
Concentrating Solar Power - Molten Salt Pump,Pratt & Whitney Rocketdyne,GO18031/FC36-08GO18031,Concentrating Solar Power,node/790241,Funding Opportunity,Concentrating Solar Power (CSP) Research and Development,CSP R&D,Inactive,7/1/2008,3/1/2012,"$3,218,899 ","$1,154,904 ",Canoga Park,CA,06101-1234,node/790371,35.282056,-119.920682,Michael McDowell,"Pratt & Whitney Rocketdyne (PWR), under the CSP R&D FOA, is validating the manufacturability of a large-scale molten salt receiver panel and then confirming its operation in prototypic solar flux. This work is an important step in reducing the LCOE from a central receiver solar power plant."
Scale-Up of World Record 16.5% CdTe Cell Design for a 50 MWp Production Facility,PrimeStar Solar,NREL/SR-5200-51518,Technology to Market,node/928446,Funding Opportunity,Incubator 1,Incubator 1,Inactive,,,"$2,678,400 ",,Arvada,CO,80004,node/791011,39.816302,-105.120048,Fred Seymour,"PrimeStar focused on developing commercial modules using the CdTe cell, for which NREL achieved the16.5% world record in the laboratory. Using this cell, PrimeStar was going to produce, on a pilot line, 60x120cm2 modules with competitive efficiencies. PrimeStar Solar has fabricated a 12.8% thin-film CdTe module, verified by NREL, in their 30 MW Colorado manufacturing line. They are increasing manufacturing capacity to 400 MW in Colorado and Michigan and have created hundreds of high-tech jobs. "
2 MW Photovoltaic Inverter Direct To Medium Voltage (13.8kV) Without Grid Side Transformer,Princeton Power Systems,EE0006018,Technology to Market,node/928446,Funding Opportunity,Incubator 7,Incubator 7,Inactive,10/1/2012,9/30/2013,"$1,000,000 ","$275,660 ",Lawrenceville,NJ,85406-642,node/791011,40.255126,-74.741923,Frank Hoffman,"Princeton Power Systems is developing an inverter that regulates DC power from PV strings to 13.8kV AC without a grid side transformer. The inverter includes control algorithms to provide consistent power flow from the solar installation as well as grid support functions and advanced communications. This product represents a major step toward achieving the DOE goal of $0.10/W for power electronics costs with innovative transformer, switching bridge, and software control technologies."
Hole-Blocking Layers for Silicon/Organic Heterojunctions: A New Class of High-Efficiency Low-Cost PV,Princeton University,EE0005315,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 2,NextGen 2,Inactive,9/1/2011,8/31/2015,"$1,476,609 ",,Princeton,NJ,8544,node/790976,40.34427,-74.65502,James Sturm,"The goal of this project is to develop silicon/organic and silicon/metal oxide heterojunctions as a new class of high-efficiency, low-cost photovoltaic technology. Instead of a conventional p-n junction, a silicon/organic heterojunction is used to separate carriers, and a silicon/metal oxide interface provides a hole-blocking layer. These devices are fabricated by spin-coating or spraying a thin layer of an organic semiconductor on silicon. This low-cost, room-temperature process eliminates the need for the high-temperature diffusion steps typically used to fabricate p-n junctions."
Middleware Oriented Community Solar Platform,ProjectEconomics,SC0015868,Technology to Market,node/928446,Funding Opportunity,Small Business Innovation Research,SBIR,Active,6/13/2016,12/12/2016,"$1,150,000 ",,Brooklyn,NY,11215,node/790986,40.6674,-73.982689,Eric Dahnke,This project will develop a community solar software platform that will make it possible for more Americans who don't have a suitable roof to join the solar revolution.
Streamlined and Standardized Permitting and Interconnection Processes For Rooftop PV in Puerto Rico,"Puerto Rico Energy Affairs Administration (PREAA), Commonwealth of Puerto Rico",EE0005700,Soft Costs,node/791371,Funding Opportunity,Rooftop Solar Challenge,,Inactive,2/15/2012,2/14/2013,"$451,720 ","$85,392 ",San Juan,PR,940,node/791726,18.466229,-66.105735,Efrain O'Neill-Carrillo,"PREAA will create an integrated, web-based information system for permitting and interconnection to increase control and transparency. The team will also propose a Solar Rights Act to avoid ambiguous statutory language that currently discourages solar development or results in litigation. "
Developing of Low-Cost Technology for the Next Generation of High Efficiency Solar Cells Composed of Earth Abundant Elements,Purdue University,EE0005328,Photovoltaics,node/790881,Funding Opportunity,Next Generation Photovoltaic Technologies 2,NextGen 2,Inactive,9/1/2011,6/30/2014,"$750,000 ",,West Lafayette,IN,30332-0420,node/790976,40.403336,-86.899953,Rakesh Agrawal,"This project combines earth-abundant copper zinc tin sulfide (CZTS) semiconductor technology with the low-cost and scalable nanocrystal ink technique. This approach has several inherent benefits that contribute to lower module cost, including the ability to uniformly coat large area substrates, automate manufacturing, and reduce labor with faster throughput. The resulting thin-film solar cells are expected to offer high optical absorption coefficients with significantly reduced material and processing costs."
"Robust, Cost-Effective Heat Exchangers for 800C Operation with Supercritical CO<sub>2</sub>",Purdue University,EE0007117,Concentrating Solar Power,node/790241,Funding Opportunity,Concentrating Solar Power: Advanced Projects Offering Low LCOE Opportunities,CSP APOLLO,Active,10/1/2015,12/31/2018,"$3,845,079 ","$965,550 ",West Lafayette,IN,30332-0420,node/1332656,33.770001,-84.381146,Kenneth Sandhge,"This project will create millichanneled heat exchangers comprised of mechanically-, thermally-, and chemically-robust, high-temperature composite materials and demonstrate the capability of such heat exchangers for operation in high-temperature heat transfer fluids and supercritical carbon dioxide (sCO<sub>2</sub>) at a temperature of up to 800&deg;C. The proposed composites comprised of materials with similar thermal expansion coefficients and have been demonstrated to be highly-resistant to thermal shock and to exhibit the necessary to operate in a sCO<sub>2</sub> environment at 800&deg;C."
Robust High-Temperature Heat Exchangers,Purdue University,EE0008369,Concentrating Solar Power,node/790241,Funding Opportunity,Generation 3 Concentrating Solar Power,Gen3 CSP,Active,10/1/2018,9/30/2020,"$1,960,745 ","$499,945 ",West Lafayette,IN,47907,node/3486419,40.4241,-86.91678,Kenneth Sandhage,"This team will develop a high-performance heat exchanger based on a new ceramic-metal composite material (cermet) for transfer of high-temperature (greater than 750 ??C) molten chlorides, with supercritical carbon dioxide as the working fluid for energy conversion in the power block of a concentrating solar thermal power system. The higher failure strengths and thermal conductivities at 800 ??C of these cermets instead of metal alloys will allow the team to design smaller, lower-cost heat exchangers than would otherwise be possible. By tailoring the cermet surface and fluid chemistry, the cermets also have the ability to withstand thermal cycling and thermal shock, as well as resist corrosion from molten salts and fluids based on supercritical carbon dioxide."
Advanced Robotic Controller,Qbotix,EE0006042,Technology to Market,node/928446,Funding Opportunity,Incubator 7,Incubator 7,Inactive,10/1/2012,11/30/2013,"$972,874 ","$395,841 ",Menlo Park,CA,94025-1409,node/791011,37.448491,-122.180281,Lalo Ruiz,"QBotix is pioneering the use of robotics in the operation of solar power plants to reduce LCOE by 20%. The system enables 50% cost reduction in dual-axis tracking, high system reliability, and detailed power plant level data, and is compatible with all PV panels."
P2P Transactions with Demand Flexibility for Increasing Solar Utilization,Qcoefficient,SC0018855,Technology to Market,node/928446,Funding Opportunity,Small Business Innovation Research and Small Business Technology Transfer,STTR,Active,7/2/2018,5/1/2019,"$149,523 ",,Chicago,IL,60604,node/790986,41.87815,-87.62955,Vincent Cushing,Peer-to-Peer Transactions with Demand Flexibility for Increasing Solar Utilization
Integration of Solar Energy into Power Grid Operation via Wide-Area Data Management Systems and a Hierarchal Control Architecture ,Quanta Technology,EE0008009,Systems Integration,node/791071,Funding Opportunity,Enabling Extreme Real-Time Grid Integration of Solar Energy,ENERGISE,Inactive,10/1/2017,9/30/2019,"$2,000,000 ","$1,500,000 ",Raleigh,NC,27607-3960,node/2260141,35.801914,-78.687536,Ralph Masiello,"This project develops a new power grid operation architecture that combines distributed control with centralized dispatch to provide power system frequency and voltage support. This includes the design and development of a new generation of photovoltaic inverters that operates and behaves like a synchronous generator. The solution integrates any available data with a new wide-area photovoltaic monitoring and control platform to increase the visibility and controllability of distributed solar generation resources. It provides an accurate estimation of the current power system status for making control decisions in real-time operations, integrating transmission and distribution control strategies."
RPM Asset Management Platform (AMP),Ra Power Management,EE0007202,Technology to Market,node/928446,Funding Opportunity,"SunShot Technology to Market: Incubator 10, SolarMat 3, SunPath 2",Incubator 10,Inactive,10/1/2015,9/30/2016,"$500,000 ","$125,000 ",Oakland,CA,94611-1354,node/1382266,37.833628,-122.202983,Aaron Iverson,"RPM is developing a cloud based software platform that manages the financial and operational functions of third-party financed solar projects throughout their lifecycles. RPM's software streamlines and automates the sales, financing, and management of a portfolio of solar assets. The software will help solar developers automate the most difficult aspects of asset management, leading to increased transparency, efficiency, and reduction in human error. More importantly, the platform will help developers save money by improving their operating margins. A well designed, scalable, and fully integrated solar management platform is needed in order for third-party financed solar to be widely adopted. With the addition of solar lease securitization, the need is even greater for timely, accurate financial information for investors, auditors, and regulators. The RPM platform offers an all-in-one solution by providing pricing and customer bids plus operational and financial asset management. The RPM platform will drive down the cost of financing and managing solar assets, resulting in a lowered cost of capital and lower energy costs for the end customer."
Production-Ready Dish-CPV Generator,Rehnu,EE0005982,Technology to Market,node/928446,Funding Opportunity,Incubator 7,Incubator 7,Inactive,10/1/2012,5/31/2014,"$1,000,000 ","$1,489,909 ",Tucson,AZ,85719-4515,node/791011,32.254652,-110.944703,Roger Angel,"REhnu transitioned a new concentrating photovoltaics (CPV) technology, already proven in a University of Arizona prototype, to a low-cost form ready for commercial production. The technology uses large glass dish reflectors, each with a compact array of CPV cells at its focus. This makes it economical to build systems with an extended 40-year lifetime and maintain high power output by swapping in new cells as multijunction technology improves."
Macro-Micro PV inverter Commercialization,Renewable Power Conversion,EE0006406,Technology to Market,node/928446,Funding Opportunity,Incubator 8,Incubator 8,Inactive,9/27/2013,3/26/2015,"$1,003,605 ","$1,004,852 ",San Luis Obispo,CA,93401,node/791011,35.245499,-120.596976,Rick West,The goal of this project is to proceed with the full commercialization of an advanced PV inverter prototype developed under a 2011 Tier 1 SunShot Incubator 5 award. This effort will establish new industry benchmarks with respect to inverter lifetime and conversion efficiency.
Development of In-Situ Corrosion Kinetics and Salt Property Measurements,Rensselaer Polytechnic,EE0008380,Concentrating Solar Power,node/790241,Funding Opportunity,Generation 3 Concentrating Solar Power,Gen3 CSP,Active,9/1/2018,8/31/2022,"$1,799,892 ","$200,107 ",Troy,NY,12180,node/3486419,42.73209,-73.66133,Li Liu,"This project will develop in-situ experimental techniques and methodologies to gain a fundamental understanding of the mechanisms of molten-salt surface corrosion kinetics and molten-salt properties. Four complementary approaches will be developed to achieve these objectives: in-situ transmission electron microscopy; neutron reflectometry of molten salt and alloy cells; macroscopic electrochemical studies; and vibrational spectroscopy analysis and modeling. By addressing the knowledge gaps in high-temperature molten-salt properties and corrosion mechanisms, this research can guide the selection of salts and containment materials."
U.S. Photovoltaic Manufacturing Consortium (USPVMC) - Enabling America's Solar Revolution,Research Foundation of the State University of New York,EE0004947,Photovoltaics,node/790881,Funding Opportunity,Photovoltaic Manufacturing Initative,PVMI,Inactive,9/1/2011,4/30/2017,"$62,500,000 ","$180,407,086 ",Hillsboro,OR,97124,node/791041,42.65,-73.76,Pradeep Haldar,"The goal of this project is to create a fee-for-service, PV Manufacturing Development Facility (MDF) accessible to PV companies. The MDF, created by SUNY College of Nanoscale Science and Engineering (CNSE), will be able to accommodate a range of services and equipment, including access to advanced tools, manufacturing expertise, secure fabrication space for users' proprietary tools, and pilot production services &mdash; all in a secure intellectual-property environment. The MDF is focusing on the commercialization of silicon PV manufacturing processes and technologies. It aims to reduce the costs and development time for participating PV industry leaders to deliver innovative, emerging technologies from the laboratory to commercial manufacturing lines. These capabilities enable start-ups, materials suppliers, and other PV innovators to eliminate a major portion of their up-front capital costs and initial operating costs during product development and pilot production."
Innovative Solar Business Models,Rocky Mountain Institute,EE0005353,Soft Costs,node/791082,Funding Opportunity,Solar Projects to Reduce Market Barriers and Non-Hardware Balance of System Costs,Soft Bos,Inactive,9/1/2011,8/31/2014,"$683,692 ",,Boulder,CO,80302-5703,node/791731,37.367705,-105.662992,Emily Loose,"Accelerate large-scale adoption of solar PV through the creation and adoption of innovative approaches to utility regulation, rate design, and business models that enable high penetration of solar PV onto the utility grid."
Consumnes Power Plant (CPP) Solar Augmentation Project,Sacramento Municipal Utility District,EE0006304,Concentrating Solar Power,node/790241,Funding Opportunity,CSP Heat Integration for Baseload Renewable Energy Deployment,CSP HIBRED,Inactive,9/30/2013,9/30/2017,"$10,000,000 ","$38,046,927 ",Sacramento,CA,95817,node/790736,38.550043,-121.459901,Elaine Sison-Lebrilla,"The Sacramento Municipal Utility District (SMUD), under the Concentrating Solar Power (CSP) Heat Integration for Baseload Renewable Energy Development (HIBRED) program, is demonstrating a hybrid CSP solar energy system that takes advantage of an existing electrical generator for its power block and transmission interconnection."
Reducing Hard Costs Through Software Innovation,SafeConnect Solar,EE0006689,Technology to Market,node/928446,Funding Opportunity,Incubator 9,Incubator 9,Inactive,10/1/2014,10/31/2015,"$499,220 ","$125,133 ",Honolulu,HI,96814-3804,node/791016,21.296698,-157.848036,Zachary McNish ,"The goal of this project is to develop a device that connects solar homes to the grid and can be quickly and easily installed by any licensed electrician. Such a product with reduce the time and complexity of the current process while also automatically checking that the system was installed correctly. Solutions like these are important to achieving the goal of making solar installations ""plug-and-play."" "
