Program,Activity,Presenting_Organization,Project_Title,Year,URL,Text
Emerging Technologies,"R&D - HVAC, Water Heating, and Appliances",Oak Ridge National Laboratory,Magnetocaloric Refrigerator,2016,http://energy.gov/eere/buildings/downloads/magnetocaloric-refrigeration,"<p>Weighted Average: 2.75   # of Reviewers: 5</p>   
<p>Relevance: 3.00    Approach: 2.70   Accomplishments: 2.50  Project Collaboration: 3.30  Future Work: 2.80</p>
<p>Brief Summary of Reviewer Comments</p> 
<p>Reviewers disagreed on the relevance of the project to BTO’s goals. One reviewer expressed that the development of magnetocaloric refrigeration technology was very relevant to BTO’s program goals. However, a different reviewer felt that the project was not yet sufficiently developed to determine if the technology could be successful overall, while another commented that current ENERGY STAR refrigerator energy use was so low that this project’s technology would have to have minimal incremental cost relative to traditional compressor systems to achieve market penetration. Another reviewer noted that the project report had focused on the manufacture of magnetocaloric heat exchangers, whereas it presented little evidence that an energy efficiency improvement can be reached.</p>
<p>Though one reviewer identified this technology as one of the most promising and innovative being investigated, others felt that a path to commercialization was not being sufficiently pursued. One reviewer commented that they had been presented with information only on manufacturing work, rather than performance data, so any market barriers related to efficiency were not addressed. Another described that because the project had focused primarily on getting the cooling output targeted, there were a whole lineup of potentially new barriers that might need to be addressed. Finally, one reviewer noted that while a compressor had been eliminated, there would still be a power supply, valves, and pumps that might have reliability issues.</p>
<p>Regarding the project’s accomplishments, one reviewer described the magnetocaloric science as being well demonstrated and advanced, but warned that it was too early to know whether the science and technology could be implemented in a marketable and reliable product. Other reviewers echoed this warning, noting that there was still work to do to show that interim market goals could be achieved with such a different approach, and that there were a number of other issues and obstacles that had to be resolved, some of which likely had not yet been identified.</p>
<p>Numerous reviewers agreed on the importance of the project team’s collaboration with GE, describing this partnership as wise, significant, and highly appropriate. However, one reviewer expressed misgiving regarding the broader collaboration environment, describing that it was not clear where there was an effective dialog with the industry that would have to adopt this technology. This reviewer recommended taking a more holistic approach to integration and collaboration could prevent the project from going down a dead end.</p>
<p>In terms of the project’s ongoing work plan, one reviewer commented that the project’s future work on manufacturing was appropriate, whereas another reviewer was worried that implementation of the technology into a product was not part of the current project. One reviewer commented that major steps and milestones were still to be undertaken, while another recommended broadening the project scope so that a more complete evaluation of the technology’s viability could be made. Similarly, another reviewer asked to see a more in depth analysis of the practicality of the overall technology package, so that a preliminary analysis could be made on the likelihood of meeting performance and cost-effectiveness program goals.</p>
<p>Program Response:</p>
<p>No Program Response Provided.</p>"
Emerging Technologies,"R&D - HVAC, Water Heating, and Appliances",Oak Ridge National Laboratory,High Performance Cold-Climate Multi-Stage Heat Pump ,2016,http://energy.gov/eere/buildings/downloads/split-system-cold-climate-heat-pump,"<p>Weighted Average: 3.34   # of Reviewers: 4</p>   
<p>Relevance: 3.25    Approach: 3.38   Accomplishments: 3.25  Project Collaboration: 3.38  Future Work: 3.50</p>
<p>Brief Summary of Reviewer Comments</p> 
<p>Reviewers agreed that this project was relevant to BTO’s mission and goals, both in terms of its advancement of innovative enabling technologies as well as its potential for energy savings. One reviewer noted, however, that despite its potential success in these arenas, the project did not address the more recent goal of moving to low-global warming potential (GWP) working fluids.</p> 
<p>In terms of approach, reviewers described the market barriers being addressed as first cost and operating cost, as well as cold-climate heat pump operations. One reviewer remarked that the project team had identified these critical market barriers, assessed them quantitatively, and had oriented the product research and development appropriately. However, a different reviewer noted that barriers related to delivered-air temperature and thermal comfort were not addressed, while another felt that it would have been helpful if actual dollar amounts had been included for cost, both for the project’s developed technologies as well as for its competition (e.g., variable speed systems). In addition, one reviewer commented that the project laboratory and field testing methodologies should have been elaborated in more detail in order to justify the project’s claimed benefits.</p>
<p>For accomplishments, reviewers noted that prototype testing had confirmed a 40% reduction in daily energy use at the coldest conditions, and that a coefficient of performance (COP) of greater than 2 had been achieved. Reviewers described that all test prototypes demonstrated compliance with established project goals, and felt that additional data from an upcoming Alaska field test would help further verify progress. Although technology advances were largely incremental, reviewers felt that the results were still significant, and might provide the bump in efficiency to make heat pump systems more attractive to the U.S. market. One reviewer noted that there were still some cost-effectiveness challenges, while another commented that the team should try to further isolate the contribution of the heat pump to observed declines in utility bills.</p>
<p>Reviewers described the broader project team – led by Oak Ridge National Laboratory (ORNL) – as being quite impressive and including all necessary expertise and experiences, with one reviewer commenting that the project had identified and was working with key stakeholders. One reviewer thought that the role of these stakeholders should have been more clearly defined so as to better understand project coordination, while another felt that it would have been interesting had the project team engaged with other stakeholders, including system integrators, other heat pump manufacturers, and electric utilities.</p> 
<p>Looking forward, reviewers thought that the project was nearly complete, and that final field testing data should provide a satisfactory conclusion and assessment of the project’s ability to achieve its stated goals. Reviewers also agreed with the project’s follow-on commercialization activities. One reviewer wanted the project team to further clarify the criteria used during the comparison of the proposed system against existing cold-climate heat pump units, while another reviewer recommended engaging certification bodies in the testing process to avoid possible re-designs. Finally, one reviewer noted that it might be valuable to investigate if lessons learned here could be applied to low-GWP refrigerant systems.</p> 
<p>Program Response:</p> 
<p>No Program Response Provided.</p>"
Emerging Technologies,"R&D - HVAC, Water Heating, and Appliances",Oak Ridge National Laboratory,CO2 Heat Pump Water Heater,2016,http://energy.gov/eere/buildings/downloads/co2-heat-pump-water-heater,"<p>Weighted Average: 3.09   # of Reviewers: 4</p>   
<p>Relevance: 3.50    Approach: 3.13   Accomplishments: 3.00  Project Collaboration: 3.13  Future Work: 3.25</p>
<p>Brief Summary of Reviewer Comments</p> 
<p>Reviewers agreed on the relevance of this project to BTO’s program goals, both in terms of advancing an innovative enabling technology as well as the technology’s potential to lower energy consumption while reducing use of high-global warming potential (GWP) fluids in HVAC/water heating systems. Reviewers also generally agreed on the appropriateness of the project team’s approach, with one highlighting that the project team had identified critical market barriers, assessed them quantitatively, and oriented the product research and development accordingly. One reviewer did feel that the project focused on cost – specifically developing carbon dioxide (CO2) heat pumps at a price point that was viable for the U.S. residential market – at the expense of other relevant barriers to the technology. In addition, this reviewer felt that no information was provided regarding experimental or analytical work on balance-of-plant, whereas the reviewer felt that significant cost reductions and energy improvements could be realized in other components (e.g., suction line, heat exchanger, compressor, valves, controls, etc.).</p>
<p>Reviewers identified four main accomplishments to date, including the simulation, selection, fabrication, and evaluation of a design. However, many reviewers noted that while the project appears to have met many targets in terms of cost and performance, the presentation was nearly identical to a presentation given in 2014; reviewers felt that it was not clear what accomplishments or progress has been made over the past two years. Reviewers recommended that, in the future, the project team should make clear the distinction between past and current project activities.</p>
<p>Reviewers lauded the project team’s extensive integration activities, including their publications, presentations, and technical/business communications, and highlighted that the project’s partnership with GE Appliances was particularly attractive for commercialization of the technology. One reviewer felt that GE’s role was unclear, however, while another commented that partnerships with HVAC original equipment manufacturers (OEMs) would have been valuable.</p>
<p>Reviewers highlighted that a majority of project work was complete, and that a clear path for future work had been set, to include the final uniform energy factor (UEF) evaluation and final reporting. Reviewers offered several recommendations as the project moved towards closing, including to (1) consider preparing journal papers based on the results, so that others in the community could learn from the research efforts; (2) engage certification parties into the final UEF testing to avoid possible re-designs during certification; and (3) use the final report to clarify some of the selection criteria for the final system design, as well as to identify the main drivers for the final system realization (efficiency, cost, low GWP, reliability, safety, etc.).</p>
<p>Program Response:</p>
<p>No Program Response Provided.</p>"
Emerging Technologies,"R&D - HVAC, Water Heating, and Appliances",Oak Ridge National Laboratory,Commercial Gas Absorption Heat Pump Water Heater,2016,http://energy.gov/eere/buildings/downloads/commercial-absorption-heat-pump-water-heater,"<p>Weighted Average: 3.11   # of Reviewers: 6</p>   
<p>Relevance: 3.33    Approach: 2.92   Accomplishments: 3.25  Project Collaboration: 3.17  Future Work: 3.00</p>
<p>Brief Summary of Reviewer Comments</p> 
<p>Reviewers generally agreed on the relevance and alignment of this project to BTO’s program goals, highlighting that water heaters make up a significant portion of the energy consumption for some commercial building types. Reviewers were mixed on the project’s approach, however. Some reviewers described the project’s approach as very worthwhile and a well-chosen first effort, while others felt that relevant and important market barriers were not discussed, including first cost, constraints related to building layouts, and maintenance/service issues. Another reviewer felt that it was not reasonable to assume that the project’s efforts would encourage entries into the market, a consequence of the technology’s high cost relative to its modest reductions in energy use. In addition, one reviewer expressed a desire to see the efficiency measurement and rating process reexamined, specifically looking at whether the proposed system’s booster tank would be an integral system component, and therefore would need to have its performance considered as part of the system’s efficiency.</p>
<p>In terms of progress, reviewers agreed that the project had provided a good demonstration of technology, with one reviewer commenting that the project’s alpha test showed good performance approaching target levels, while another commended the project team for testing to outdoor temperatures as low as 8°F. One reviewer cautioned, however, that a big barrier that would need to be overcome to achieve market goals was the fragmentation of the market in terms of equipment sizes required for different applications. Another reviewer pointedly commented that the envisioned product would likely not save substantial energy, and was therefore unlikely to achieve any meaningful market penetration.</p>
<p>Reviewers generally agreed that the project offered a good demonstration of collaboration with partners, including A.O. Smith and SMTI, which together have provided component and system design, fabrication, testing, testing support, market research, and cost share. Despite the collaboration that was present, however, one reviewer felt it was hard to see how the project would result in a successful product given the absence of engagement with the maintenance and repair community.</p>
<p>Reviewers agreed that an appropriate work plan was presented for the project moving forward. However, reviewers did offer numerous recommendations for additions or adjustments that the project team should consider for future work including (1) that future work should field test several monitored units in different applications, to help discover operating conditions that were not anticipated; and (2) that attention should be paid to how the unit defrosts its outdoor coil during cold weather operation, as defrost controls can get complicated. One reviewer also recommended the project should be completed as soon as possible, so that the results can be made public to the gas appliance community for any further action on this community’s part.</p>
<p>Program Response:</p>
<p>No Program Response Provided.</p>"
Emerging Technologies,R&D - Sensors & Controls,Oak Ridge National Laboratory,Low-Cost Wireless Sensors for Building Monitoring Applications,2016,http://energy.gov/eere/buildings/downloads/low-cost-wireless-sensors-building-applications,"<p>Weighted Average: 3.10   # of Reviewers: 4</p>   
<p>Relevance: 3.25    Approach: 3.00   Accomplishments: 3.25  Project Collaboration: 2.88  Future Work: 3.25</p>
<p>Brief Summary of Reviewer Comments</p> 
<p>Reviewers agreed that the development of printable low-cost sensors aligned well with BTO's goals. Reviewers commented that low-cost sensors could help make energy management systems more affordable, and therefore more attractive to install, and that solving wireless integration issues was both relevant and needed. Reviewers also generally agreed on the project’s approach, alternatively describing the approach as solid and effective in reaching its goal. One highlighted that difficulties in printing sensors were well documented, that all barriers were identified, and that the project’s designs appeared to address most of the issues. Another reviewer warned that some of the sensors might require geometry beyond two-dimensional (2D) and noted that better integration of foreign parts or the use of three-dimensional (3D) printing might be helpful. A third reviewer highlighted that key issues like sensor accuracy and drift were not addressed, but acknowledged that these issues might be irrelevant due to sensor price and short service life.</p>
<p>Reviewers felt that the project had achieved good results thus far. They highlighted that the nature of the work and the accomplishments were directed more at solving a fundamental problem, and described that the project team was on a good path in this regard. Another reviewer was impressed with the almost-to-market quality of the project’s sensor prototype. One reviewer was pleased that the functionality and cost of the sensor’s various integrated parts were detailed, but thought that the Peer Review presentation was heavy on antenna-related elements, whereas additional performance data on sensor component would have been valued. Overall, reviewers felt that the project had great promise to release a low-cost sensor to market within the next couple of years. In this vein, one reviewer encouraged the project team to drive toward completion in order to compare the project’s final deliverables with the state-of-art.</p>
<p>In terms of collaboration, reviewers remarked that the project team had worked very closely with partner Molex on the development of the sensor product, and the fact that Molex was able to produce such a high-quality prototype spoke to the quality of this collaboration. One reviewer did note, however, that there did not seem to be significant collaborations beyond Molex, noting that the project might have benefited from also partnering with an end-user who could deploy the sensors. However, this reviewer acknowledged that perhaps the project was primarily focused on producing the sensor, not testing it.</p>
<p>Looking to the future, reviewers noted that the project team’s plans to wrap up the project seemed well within reach. One reviewer noted that it was likely that the inclusion of humidity and temperature sensors would be tricky, but that all signs pointed toward the challenge being solved. However, this reviewer remarked that because there was no plan to actually test sensors in real buildings, nor to perform any lifetime assessments, the project team will not know how long the project’s sensors will last.</p>
<p>Program Response:</p>
<p>No Program Response Provided.</p>"
Emerging Technologies,R&D - Windows & Building Envelope,Lawrence Berkeley National Laboratory,CBERD: Building Envelopes,2016,http://www.energy.gov/eere/buildings/downloads/building-envelopes,"<p>Weighted Average: 3.08   # of Reviewers: 6</p>   
<p>Relevance: 3.00    Approach: 3.25   Accomplishments: 2.92  Project Collaboration: 3.25  Future Work: 2.83</p>
<p>Brief Summary of Reviewer Comments</p>
<p>Reviewers were split on the relevance of this project to BTO’s goals, with half rating it an “outstanding” project and the other half rating it “fair.” Supporting reviewers cited the relevance of advanced building technologies and techniques to BTO’s mission, while dissenting reviewers questioned how helping buildings in the Indian market aligns with BTO’s domestic energy goals. One reviewer praised expected deliverables from this project to help the target audience (building officials, architects, building owners and developers) make informed decisions on energy saving products.</p>
<p>Reviewers questioned the lack of information presented on overcoming cost barriers as well as not properly addressing phase change material (PCM) characteristics: toxicity, melting point, auto ignition temperature, flammability, and volume change during phase change. Reviewers recommended sharing additional details on how PCM characteristics were measured and validated as well as defining a cost per square foot for the proposed materials. Other reviewers were positive about leveraging Indian investment for U.S. market benefit and the computational simulations and experiments conducted by the project team.</p>
<p>Reviewers expressed uncertainty about accomplishments with comments on a lack of clarity with respect to measurement of PCM characteristics, that it was too early to assess any market impacts, the limited usefulness of the results to BTO’s goals, and oversimplification of modeled systems. By contrast, reviewers were generally pleased with project collaboration and integration with a strong and well-balanced team as reflected in field experiments and joint papers.</p> 
<p>Reviewers recommended that the project incorporate additional modeling efforts to ensure the project has significant impact, as well as increased collaboration with Indian partners to ensure all project partners understand the challenges and critical barriers in India. Reviewers also recommended a detailed plan for measuring PCM thermo-physical characteristics and creation of anticipated quantitative and qualitative targets to evaluate project success.</p> 
<p>Program Response:</p>
<p>CBERD projects are intended to promote scientific research collaboration for diplomatic and technical objectives that provide mutual benefit to the U.S. and India. To that end, while the portfolio on the whole seeks to balance those benefits, some tasks and sub-tasks might be more weighted towards benefits for the U.S. or India. As an example, the PCM project will likely have greater application in India, where natural ventilation and mixed-mode building operations (i.e., using natural ventilation in conjunction with mechanical HVAC systems) are far more common and PCMs can help improve performance in those operating regimes. The treatment of the PCM characteristics noted above is somewhat limited given the budget constraints of the U.S. side of the project, but the challenges of PCMs have been communicated to the Indian research partners.</p> 
<p>While it might not have been conveyed fully, the U.S. and Indian partners have been in close collaboration to ensure that the work conducted is consistent with the nuances and challenges of the Indian market and building-related industries. This sensitivity is aided by the fact that the bulk of the work is being conducted by the Indian research teams.</p>"
Emerging Technologies,R&D - Sensors & Controls,Lawrence Berkeley National Laboratory,CBERD: Integrated Sensors and Controls,2016,http://energy.gov/eere/buildings/downloads/integrated-sensors-and-controls,"<p>Weighted Average: 2.19   # of Reviewers: 4</p>   
<p>Relevance: 2.50    Approach: 2.13   Accomplishments: 2.00  Project Collaboration: 2.75  Future Work: 2.00</p>
<p>Brief Summary of Reviewer Comments:</p> 
<p>Reviewers were split on the relevance of this U.S.-India Joint Center for Building Energy Research and Development (CBERD) project towards BTO’s goals. While reviewers agreed that the work could result in benefits for the Indian market and power grid, they did not see value for the work in the U.S. market unless there was a better interface to control price or power demand. Reviewers generally were positive towards the project’s utilization of the VOLTTRON platform and the approach for the Indian market, but they worried that due to prevailing norms in the U.S. HVAC industry this project’s approach and lack of cost data would never result in widespread, global impact. Reviewers were also concerned that the project would require a significant amount of education and behavioral change to be included in the work to enable cutting individual loads on and off, given that plugging a non-dimmable load into the wrong outlet will burn out the load.</p> 
<p>Reviewers praised the demonstration and product development work for the Indian market, noting that should the technology be developed at the envisioned low price-point, it could be industry changing. Reviewers were generally positive on the Indian partnership involved in the project, with one saying the high degree of U.S. – India collaboration “is the shining part of this effort” and said such internationally collaborative projects in the future could have a major impact.</p>
<p>Many of the project reviewers’ criticisms centered on the impact of the technology in the U.S., with reviewers noting it remained unclear how the project demonstrations could impact the U.S. market. Several reviewers noted there was no real U.S. industry participation and recommended reaching out to more U.S. industries for their perspective on market development. Reviewers were concerned across categories as to the lack of this project’s articulated value to the U.S. and the DOE.</p> 
<p>Reviewers also expressed skepticism on elements of project management, with concerns centering on unrealistic timelines, a lack of planning, and insufficient budget for the scope of work to no behavioral change component in an effort that requires user education. One reviewer remarked that the project appeared to lack a unifying theme, worrying the project team was unwilling to coalesce around a single technology research project and working more on technology integration issues. Finally, one reviewer recommended looking for any technology transfer from India to a U.S. manufacturer.</p> 
<p>Program Response:</p>
<p>No Program Response Provided.</p>"
Residential Buildings Integration,Technology Demonstration & Deployment,Gas Technology Institute,Energy Savings with Acceptable Indoor Air Quality Through Improved Air Flow Control,2016,http://energy.gov/eere/buildings/downloads/energy-savings-acceptable-indoor-air-quality-through-improved-air-flow,"<p>Weighted Average: 2.86   # of Reviewers: 4</p>  
<p>Relevance: 2.25    Approach: 3.13   Accomplishments: 2.63  Project Collaboration: 3.00   Future Work: 2.75</p>
<p>Brief Summary of Project</p> 
<p>Reviewers felt this project was relevant to the BTO portfolio, and an important issue in existing homes. However, two reviewers expressed concerns about the overall impact of the project in the residential market. Reviewers generally agreed that the accuracy of combustion safety testing could be improved, and that this study contributed valuable knowledge that may help the market reduce the potential for false positive combustion safety tests. While one reviewer noted that this project was successfully completed, the others agreed that the number of test homes was insufficient to have a meaningful impact. Reviewers concurred that key stakeholders were generally well represented, and collaboration with industry and relevant partners was apparent and benefitted the project. Reviewers agreed that though the project was complete, the researcher had identified pertinent areas of further study to expand upon this project.</p> 
<p>One reviewer commented that this study was the first of its kind to address reducing false positive combustion safety tests and that it found, through field testing, that many failures are due to system install deficiencies, not exhaust ventilation. The study scratched the surface of the potential for improving false positive combustion safety test results. Another reviewer thought the project’s strength was that these results are being integrated into standards and best practices, while a different reviewer felt that addressing the important issue of energy savings impact was the project’s strongest aspect. Reviewers recommended broadening the field test in general to increase the number of homes tested, but also to include greater house diversity. The narrow sample size was the main concern of the reviewers throughout the review, and thus for any future studies, their primary suggestion focused on increasing and broadening the sample size.</p>
<p>Program Response:</p>
<p>No Program Response Provided.</p>"
Residential Buildings Integration,Technology Demonstration & Deployment,IBACOS (Integrated Building and Construction Solutions),"A ""Plug-n-Play"" Air Delivery System for Low-Load Homes and Evaluation of a Residential Thermal Comfort Rating Method",2016,http://energy.gov/eere/buildings/downloads/plug-n-play-air-delivery-system-low-load-homes-and-evaluation-residential,"<p>Weighted Average: 3.15   # of Reviewers: 4</p>   
<p>Relevance: 3.50    Approach: 3.00   Accomplishments: 3.25  Project Collaboration: 3.00   Future Work: 3.50</p>
<p>Brief Summary of Reviewer Comments</p>
<p>Reviewers agreed that this project is relevant to the Residential Buildings Integration (RBI) Program roadmap, with the potential to change the industry if this work is successful. Reviewers agreed that most barriers and limits to implementation were well addressed and that the overall approach of this project was well thought out and implemented. However, one reviewer pointed out that at this stage of the project, a more advanced understanding of how to overcome plastic ductwork fire code barriers or significant progress towards that end would be expected, as well as an assessment of the energy needed to operate such a system. Another reviewer commented that code barriers are larger than the technical barriers, so solutions that can address the need for smaller diameter ducts systems should focus on materials and performance acceptable in the code.</p> 
<p>Most reviewers agreed that the potential for this project if it is successful will have a large impact on the design and installation of HVAC duct systems in low-load homes and improve overall indoor air quality (IAQ). At this stage in the project, the majority of reviewers felt that project integration and collaboration was appropriate, with the exception of the lack of some builder and manufacturer engagement, even on a test level. Two reviewers felt the proposed future work was well thought out and appropriate, while the other two reviewers thought more needed to be addressed. One thought zone dampers were a huge opportunity to build into future demonstrations. Another asked what other system solutions are possible, such as ducted mini splits. One reviewer commented that this project represents a potential and relatively simple solution to a long-term vexing problem of good HVAC duct design and conditioned air delivery.</p> 
<p>Reviewers wanted to know more quantifiable information, such as the potential per home savings compared to traditional ducting. Another reviewer wondered when this equipment would be broadly available in the market for this type of system.</p> 
<p>Program Response:</p>
<p>No Program Response Provided.</p>"
Residential Buildings Integration,Technology Demonstration & Deployment,National Renewable Energy Laboratory,Advanced Technical Solutions for Zero Energy Ready Homes ,2016,http://www.energy.gov/eere/buildings/downloads/advanced-technical-solutions-zero-energy-ready-homes,"<p>Weighted Average: 3.49   # of Reviewers: 4</p>   
<p>Relevance: 3.50    Approach: 3.63   Accomplishments: 3.63  Project Collaboration: 3.13   Future Work: 3.25</p>
<p>Brief Summary of Reviewer Comments</p> 
<p>Reviewers agreed that this project is relevant to key issues identified in Residential Buildings Integration (RBI) Program  roadmaps and the BTO Multi-Year Program Plan. A reviewer commented that better defining the latent and sensible load control needs of low-load homes is critical to the future of low-load home construction. Relatively little information has been developed over the years and this research program squarely addresses this lack of information. . However, one reviewer questioned whether a new modeling tool will result in a change to building practices since we have known how to build low-load passive homes for 40 years, noting concerns about the high cost of developing modeling tools to confirm what is already known.</p> 
<p>Reviewers agreed that this program addresses gaps in knowledge regarding low-load homes, especially regarding properly sizing equipment and evaluating moisture absorption and buffering. However, one reviewer thought there was much to be done before it can be used by a building designer or HVAC contractor. Reviewers agreed that project integration and collaboration was generally appropriate for this stage, but suggested including more manufacturing partners, as well as working with Oak Ridge National Laboratory (ORNL) and Lawrence Berkeley National Laboratory (LBNL) staff who work in the same or related areas. Reviewers agreed that the heavy reliance on computer modeling needs to be kept in check, by using as much real world experience and data as possible, especially through trades and builders. A reviewer highly recommended evaluation of the thermal buffering capacity of the house and consideration of changes to materials used to increase both moisture and thermal capacity in low-load homes as a way to decrease the number of hours the house operates outside of the comfort range without the need to increase HVAC size and complexity. Another reviewer approved of the focus on the ACCA manual J and S practices, but wanted to see some assessment of the size of the market not using ACCA manuals and how to approach that market.</p>
<p>Program Response:</p>
<p>No Program Response Provided.</p>"
Residential Buildings Integration,Technology Demonstration & Deployment,Lawrence Berkeley National Laboratory,Healthy Efficient Homes Research & Standards,2016,http://www.energy.gov/eere/buildings/downloads/healthy-efficient-homes-research-standards,"<p>Weighted Average: 3.41   # of Reviewers: 4</p>   
<p>Relevance: 3.75    Approach: 3.63   Accomplishments: 3.13  Project Collaboration: 3.63   Future Work: 3.50</p>
<p>Brief Summary of Reviewer Comments</p>
<p>Reviewers agreed that this project is relevant to BTO’s portfolio since healthy efficient homes are an important and often misunderstood aspect of low energy development. They agreed that indoor air quality (IAQ), especially in low-load homes, was an important area that builders needed to consider and homeowners needed to understand. There was general consensus among the reviewers that this project took an appropriate approach in addressing IAQ by conducting the right research and development (R&D), although one reviewer commented that cost impacts were not discussed. One reviewer commented that this project was filling information gaps that have the potential to lead to changes in industry standards, while another claimed the results are still too developmental and do not indicate clear cost/benefit solutions. Reviewers agreed that key stakeholders were actively involved in the project, though one reviewer commented that builders were not adequately represented.</p>
<p>Proposed future work was well thought out, built well on work already completed and addressed many of the concerns mentioned in the review. The reviewers agreed that this project had strong R&D capabilities, well qualified staff and engaged partners to develop market solutions. One reviewer found that the major weakness with the project was the lack of builder partners. Another did not see the level of risks clearly demonstrated. One reviewer acknowledged staff participation in IAQ standards committees to enable them to quickly move the results of the project into a position to impact the market.</p> 
<p>A third reviewer focused more on broader communication, claiming many in the industry simply do not understand what the potential risks are and therefore will likely fight the adoption of new requirements that cost dollars, so this project needs to find a way to better educate all in the chain to home owners, including homeowners.</p> 
<p>Program Response:</p>
<p>No Program Response Provided.</p>"
Residential Buildings Integration,Technology Demonstration & Deployment,Oak Ridge National Laboratory,Building America Envelope and Advanced HVAC Research,2016,http://www.energy.gov/eere/buildings/downloads/building-america-envelope-and-advanced-hvac-research,"<p>Weighted Average: 2.55   # of Reviewers: 4</p>   
<p>Relevance: 2.50    Approach: 2.50   Accomplishments: 2.38  Project Collaboration: 2.88   Future Work: 2.75</p>
<p>Brief Summary of Reviewer Comments</p>
<p>Reviewers felt the relevance of this project was limited due to similar already commercialized products on the market, limited market appeal, and limited applicability. In regards to approach, reviewers agreed that market penetration and homeowner and contractor awareness should be addressed, possibly through demonstrations. One reviewer commented on the lack of information provided on the potential cost to operational savings. Additionally, there were testing concerns since field tests were performed in Alaska, and reviewers felt they should be supplemented with testing in more typical zones for these systems (such as the Midwest). Finally, regarding approach, one reviewer wanted to see more assessment of needed training/technological barriers to full scale implementation.</p> 
<p>One reviewer saw success more likely with the integrated hot water system because it would serve the area of the country that most new homes are built. Another reviewer thought this technology was premature to be included in the RBI portfolio until there was preproduction/production models available to be tested in homes. Reviewers concurred there was a good level of manufacturer involvement, the main stakeholder at this stage in the project. One reviewer was impressed with the potential for these technologies, but commented that non-technical barriers should be addressed in the research program moving forward. Another reviewer concurred with the performers plan not to propose further work on this project upon completion of field testing in 2016.</p> 
<p>Reviewers agreed that integrating HVAC and hot water systems was a creative solution, as long as the equipment were close to each other. One reviewer mentioned this project could be an important tool for utilities to have when seeking additional ways to shave peak demand loads, and that using existing technology means little additional training for a ready workforce. There were overarching reviewer concerns of market adoption due to market gas prices, advances in mini-split system manufacturers and installers, applicability especially in the retrofit market, and the two compressor system versus traditional one compressor systems. One reviewer recommended performing a study to determine the benefits of retrofitting the advanced variable speed air-source integrated heat pump (AS-IPH) product to each type of HVAC system as this may greatly increase its market potential. Another reviewer commented that HVAC systems sometimes run into challenges with working over the long term, and thus testing of environmental stress and operational stress must also be demonstrated to gain builder acceptance. Another noted the dehumidification aspect needs to be clearly understood.</p>
<p>Program Response:</p>
<p>No Program Response Provided.</p>"
Appliance Standards Program,Program Overview,U.S. Department of Energy,Appliance and Equipment Standards Program Overview,2016,http://www.energy.gov/eere/buildings/downloads/appliance-and-equipment-standards-program-overview-2016-bto-peer-review,
Building Energy Codes,Program Overview,U.S. Department of Energy,Building Energy Codes Program Overview,2016,http://www.energy.gov/eere/buildings/downloads/building-energy-codes-program-overview-2016-bto-peer-review,
Commercial Buildings Integration,Program Overview,U.S. Department of Energy,Commercial Buildings Integration Program Overview,2016,http://www.energy.gov/eere/buildings/downloads/commercial-buildings-integration-program-overview-2016-bto-peer-review,
Residential Buildings Integration,Program Overview,U.S. Department of Energy,Residential Buildings Integration Program Overview,2016,http://www.energy.gov/eere/buildings/downloads/residential-buildings-integration-program-overview-2016-bto-peer-review,
Emerging Technologies,Program Overview,U.S. Department of Energy,Emerging Technologies Program Overview,2016,http://www.energy.gov/eere/buildings/downloads/emerging-technologies-program-overview-2016-bto-peer-review,
Commercial Buildings Integration,Energy Efficiency Guides & Program Models,U.S. Department of Energy,Commercial Market Engagement Overview,2016,http://www.energy.gov/eere/buildings/downloads/commercial-market-engagement-overview-2016-bto-peer-review,
Emerging Technologies,Energy Data Analysis & Modeling Tools,U.S. Department of Energy,Building Energy Modeling Subprogram Overview,2016,http://www.energy.gov/eere/buildings/downloads/building-energy-modeling-subprogram-overview-2016-bto-peer-review,
Emerging Technologies,R&D - Windows & Building Envelope,U.S. Department of Energy,Windows and Envelope Subprogram Overview,2016,http://www.energy.gov/eere/buildings/downloads/windows-and-envelope-subprogram-overview-2016-bto-peer-review,
Commercial Buildings Integration,Technology Demonstration & Deployment,U.S. Department of Energy,Commercial Buildings High Impact Technology (HIT) Catalyst Overview,2016,http://www.energy.gov/eere/buildings/downloads/commercial-buildings-high-impact-technology-hit-catalyst-overview-2016-bto,
Building Energy Codes,Program Overview,U.S. Department of Energy,Building Energy Codes: Residential Energy Code Field Study,2016,http://www.energy.gov/eere/buildings/downloads/building-energy-codes-residential-energy-code-field-study-2016-bto-peer,
Emerging Technologies,R&D - Advanced Lighting,U.S. Department of Energy,Solid-State Lighting Subprogram Overview,2016,http://www.energy.gov/eere/buildings/downloads/solid-state-lighting-subprogram-overview-2016-bto-peer-review,
Emerging Technologies,"R&D - HVAC, Water Heating, and Appliances",U.S. Department of Energy,"HVAC, Water Heating, and Appliance Subprogram Overview",2016,http://www.energy.gov/eere/buildings/downloads/hvac-water-heating-and-appliance-subprogram-overview-2016-bto-peer-review,
Emerging Technologies,R&D - Sensors & Controls,U.S. Department of Energy,Sensors and Controls Subprogram Overview,2016,http://www.energy.gov/eere/buildings/downloads/sensors-and-controls-subprogram-overview-2016-bto-peer-review,
Residential Buildings Integration,Technology Demonstration & Deployment,U.S. Department of Energy,Building America Subprogram Overview,2016,http://www.energy.gov/eere/buildings/downloads/building-america-subprogram-overview-2016-bto-peer-review,
