Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
State STEP Partnership and State Solar Energy Training and Network,National Conference of State Legislatures,DE-EE0007326,Soft Costs,node/791371,Funding Opportunity,Solar Training and Education for Professionals,STEP,Inactive,4/1/2016,9/30/2018,"$950,615 ",$0.00,Denver,CO,80230-7143,node/1712881,39.739236,-104.990251,Glen Anderson,"This project uses a three-phase learning approach to develop a solar training program for state regulators, legislators, and energy officers using traditional instruction, interactive games and simulations, and peer exchange. The National Conference of State Legislatures (NCSL) aims to train 45 policy and energy leaders at two in-person trainings, and another 150-200 legislators, legislative staff members, and energy officials via a series of four webinars. In addition, NCSL is creating a toolkit that will be promoted electronically to more than 10,000 legislators, legislative staff, and energy officials. This training program also connects these policymakers with experts from national laboratories, universities, and other providers of technical assistance."
STEP/FEEDER: Strategic Expansion to Achieve GEARED Goals,University of Central Florida,DE-EE0007327,Soft Costs,node/791371,Funding Opportunity,Solar Training and Education for Professionals,STEP,Inactive,4/1/2016,7/31/2019,"$992,721.47","$250,000 ",Orlando,FL,32816-8005,node/1712906,28.541666,-81.375686,Zhihua Qu,"Foundations for Engineering Education in Distributed Energy Resources (FEEDER) was established under the Grid Engineering for Accelerated Renewable Energy Deployment (GEARED) program in 2013 as one of three training consortia. FEEDER is administered by the University of Central Florida and consists of seven universities and eight utilities, as well as ten industry partners and two national labs. FEEDER undertakes research, curriculum development, and education and training activities in power systems engineering aimed at widespread adoption of distributed renewable energy resources and deployment of smart grid technologies."
"Training for State Officials to Make Solar More Inclusive, Affordable, and Consumer Friendly",Clean Energy States Alliance,DE-EE0007321,Soft Costs,node/791371,Funding Opportunity,Solar Training and Education for Professionals,STEP,Inactive,3/1/2016,8/31/2018,"$562,732.28","$63,680.00",Montpelier,VT,05602-2957,node/1712891,44.26064,-72.5778,Warren Leon,"This project develops resources and training for public officials, mostly at the state level, on how to deal with two issues that have important implications for the future cost and continued public acceptance of solar energy. The first issue is ensuring inclusive participation in the solar economy, especially for those with low and moderate incomes and those without solar-friendly roofs. The second issue is helping consumers find and use reputable, competent vendors and contractors."
Training Real Estate Professionals to Find the Value Of Solar,Elevate Energy,DE-EE0007322,Soft Costs,node/791371,Funding Opportunity,Solar Training and Education for Professionals,STEP,Inactive,3/1/2016,2/28/2019,"$425,871.41","$23,433.83",Chicago,IL,60607-3544,node/1712856,41.878114,-87.629798,Pamela Brookstein,"Elevate Energy educates residential real estate agents, appraisers, and appraiser regulatory officials about solar energy systems through web-based, continuing education classes. The lack of current solar information for these professionals is slowing demand for residential solar by decreasing its contribution to resale value and often presenting challenges to home sellers with solar installations. The project also works to add an expanded solar component to the Multiple Listing Service, or MLS, a suite of services used by real estate professionals to establish contractual offers on properties, facilitate cooperation with other brokers, and distribute listing information."
Comprehensive Solutions for integration of Solar Resources into Grid Operations,AWS Truepower,DE-EE0006327,Systems Integration,node/791071,Funding Opportunity,Solar Utility Networks: Replicable Innovations in Solar Energy,SUNRISE,Inactive,9/30/2013,10/31/2015,"$399,379.71","$399,759.00",Albany,NY,12201-0001,node/1068996,42.65,-73.76,Kenneth Pennock,"The goal of this project is to look at the benefits from more cost-effective unit commitment and dispatch, and reduction in balancing reserves due to reducing uncertainty in solar forecasting. This project will improve the Pacific Northwest National Laboratory's ramp and uncertainty prediction tool by incorporating accurate forecasting of solar generation, and then integrate the tool with the Siemens market applications software currently used by the California Independent System Operator (CAISO) to perform unit commitment and dispatch. This project will utilize probabilistic forecast algorithms for solar energy production of large-scale PV plants and rooftop PV installations, to enable CAISO to incorporate solar generation forecasts directly into their tools that perform power system operations, thus reducing the uncertainty and hence the costs of system integration of solar generation into the bulk power system."
Distributed Resource Energy Analysis and Management System Development for Real-Time Grid Operations,Hawaiian Electric Company,DE-EE0006331,Systems Integration,node/791071,Funding Opportunity,Solar Utility Networks: Replicable Innovations in Solar Energy,SUNRISE,Inactive,9/30/2013,6/30/2016,"$497,428.67","$500,538.57",Honolulu,HI,96801-3171,node/1068501,21.31,-157.86,Dora Nakafuji,"The goal of this project is to design new capabilities for certain systems to enable visibility to thousands of uncontrolled, distributed roof-top PV resources and factor advanced 15-minute short term wind and solar forecasting capability for the region into the EMS decision-making process. Hawaii has two different Energy Management Systems (EMS) on the islands of Oahu and Maui, and already has very high solar penetration. This project is innovative in incorporating solar generation forecasts into the operational EMS and working with two major EMS vendors (Siemens & Alstom) to create advanced EMS software. The results of this project will motivate technology development to enable operational change under high renewables penetration, thereby reducing the cost and impact of integrating large amounts of solar."
Integrated Simulation Development and Decision Support Tool Set For Utility Market and Distributed Solar Power Generation,Electricore,DE-EE0006332,Systems Integration,node/791071,Funding Opportunity,Solar Utility Networks: Replicable Innovations in Solar Energy,SUNRISE,Inactive,9/30/2013,9/30/2015,"$218,456.60","$240,193.46",Valencia,CA,91354-0700,node/1074231,34.462717,-118.562289,Tony Daye,"The goal of this project is to develop a simulation and decision support toolset that simulates the utility grid in real time and contains a decision support system for effective integration of centralized and distributed solar power generation. This toolset, designed for real-time operations personnel, will be integrated within existing utility procedures. The Distribution Management System will enable real-time simulation of distributed solar PV generation in the San Diego Gas & Electric territory. The methodology and enabling software will be available to utilities across the U.S. for wide-spread adoption and cost benefits for utilities and their ratepayers. This project will further result in improved day-ahead generation commitments and real time operations, and increased reliability and system balancing from improved visibility, enabling more efficient and innovative management of utility assets."
Intra-Hour Dispatch and Automatic Generator Control Demonstration with Solar Forecasting,"University of California, San Diego",DE-EE0006330,Systems Integration,node/791071,Funding Opportunity,Solar Utility Networks: Replicable Innovations in Solar Energy,SUNRISE,Inactive,9/30/2013,9/30/2015,"$533,516.66","$555,000.00",La Jolla,CA,92037-0001,node/1069006,32.828326,-117.255854,Carlos Coimbra,"The goal of this project is to demonstrate an operational tool for reducing costs associated with real-time dispatch and automatic generation control for different solar penetration scenarios in the Sacramento region. Innovative features of this project include clustering analysis on the expected solar variability per region for the Sacramento Municipal Utility District system, day-ahead and real-time load forecasts for the whole service areas and within clusters, and uncertainty quantification for integrated solar-load for both distributed and central station PV generation. This project is expected to reduce power system operation costs by committing appropriate amounts of energy resources and reserves, as well as to provide operators a prediction of the generation fleet's behavior in real time for realistic PV penetration scenarios."
Model-Based Integrated High Penetration Renewables Planning and Control Analysis,Pepco Holdings,DE-EE0006328,Systems Integration,node/791071,Funding Opportunity,Solar Utility Networks: Replicable Innovations in Solar Energy,SUNRISE,Inactive,9/30/2013,9/30/2015,"$684,738.32","$1,928,766.74",Washington,DC,20068,node/1074231,38.9,-77.04,Steve Steffel,"This project is bringing together analysis and control development from a number of research efforts [1, 2], and applying it to high penetration Photovoltaic (PV) interconnect evaluation, planning analysis and operations management at Pepco Holdings Inc., (PHI). Work is being built off a centralized detailed Transmission and Distribution (T&D) model that users can download as individual or a combination of circuits, which is used to structure model-based analysis and data integration. The model is also being used to structure data interface and validation with Geographic Information System (GIS), Supervisory Control and Data Acquisition (SCADA), Sky data (PV output) and Customer Load Data systems."
Operational Simulation Tools and Long Term Strategic Planning For High Penetrations of PV in the Southeastern U.S.,Electric Power Research Institute,DE-EE0006326,Systems Integration,node/791071,Funding Opportunity,Solar Utility Networks: Replicable Innovations in Solar Energy,SUNRISE,Inactive,9/30/2013,3/31/2016,"$898,347.00","$920,001.00",Palo Alto,CA,94301-1000,node/1068486,37.445797,-122.157575,Aidan Tuohy,"The goal of this project is to develop high-penetration solar future scenarios in the southeastern U.S., distribution grid-feeder clustering and characterization, models for solar generation hosting capacity, and power production simulation. EPRI will work in collaboration with the Tennessee Valley Authority Southern Company, the Sacramento Municipal Utility District, the California Independent System Operator, and other partners. These tools, processes, and studies will be used to assess the full breadth of operational and business impacts posed by high levels of solar generation and to formulate associated strategic plans for the southeastern U.S. that ensure both system reliability and utility financial health. This project will result in an end-to-end strategy and operations project that leverages prior efforts, including DOE-funded projects, and provides a pathway for successfully integrating large amounts of solar generation. This project will further disseminate analytical results, operational tools, and strategic planning processes to allow for replication that advances PV integration beyond simply the traditional ""sunny"" regions."
Solar Utility Network Deployment Acceleration (SUNDA),National Rural Electric Cooperative Association,DE-EE0006333,Systems Integration,node/791071,Funding Opportunity,Solar Utility Networks: Replicable Innovations in Solar Energy,SUNRISE,Inactive,9/30/2013,4/30/2018,"$3,645,657 ","$1,310,652.00",Arlington,VA,22201-1000,node/1074231,38.884513,-77.093858,Craig Miller,"The goal of this project is to work closely with a cohort of 15 rural electric cooperatives in 17 states to integrate more than 23 MW solar assets rapidly and cost-effectively. National Rural Electric Cooperative Association (NRECA) with its partners, the National Rural Utilities Cooperative Finance Corporation, the Federated Rural Electric Insurance Exchange, and Power Secure will make up the team that helps accelerate solar adoption at electric co-ops through standardized designs, streamlined financing, packaged insurance, group equipment purchasing, and extensive training and outreach. The number and diversity of cooperatives that are participating in this program is impressive. Not only are the co-ops geographically diverse, but they also differ in the number of customers they service, workforce and solar expertise. The team has an aggressive target of getting to a solar installed cost of $1.6/W without subsidies by 2017. The project is designed to help lower the cost of solar deployment across rural America. The impact of NRECA's work will be felt beyond the over 900 cooperatives serving our rural communities in bringing de facto standards for integrating solar assets in rural communities."
Utility-Scale Pv Cost Reduction: Panelization For Use With Automated Panel Installation System,Clean Power Research,DE-EE0006329,Systems Integration,node/791071,Funding Opportunity,Solar Utility Networks: Replicable Innovations in Solar Energy,SUNRISE,Inactive,9/30/2013,12/31/2015,"$500,000 ","$553,353 ",Napa,CA,94558-0005,node/1068491,38.317054,-122.301921,Tom Hoff,"The goal of this project is to look at the improvement in accuracy of load forecasting in California that can be realized from forecasts of behind-the-meter distributed (rooftop) solar PV generation. The forecasts developed are provided to the California Independent System Operator for incorporation into the Automatic Load Forecasting System whose load forecasts will quantify the influence of the increasing penetration of customer-sited or behind-the-meter photovoltaic (PV) system power production. Also, this project will evaluate distributed solar generation forecast accuracy and apply further improvements in solar forecasting developed by the University of California at San Diego. Forecasting behind-the-meter distributed PV generation power production within a region will enable grid balancing authorities to dispatch generation resources more effectively, significantly lowering the need for additional spinning generation reserves and mitigating the impact on existing reserve capacity. This project is expected to reduce the costs of integrating higher penetrations of PV into the grid by incorporating distributed PV generation forecast into utility planning and operational tools in California, as a replicable and scalable approach that other areas of the country could follow."
A High Efficiency Low Cost Solar Receiver for US in A Supercritical CO<sub>2</sub> Recompression Cycle,Brayton Energy,DE-EE0005799,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,9/1/2012,12/31/2015,"$1,049,049.00","$1,049,048.00",San Diego,CA,92182,node/790621,42.944808,-70.823887,Shaun Sullivan,"The goal of this project is to build and test a new solar receiver that uses supercritical carbon dioxide (s-CO<sub>2</sub>) as the heat-transfer fluid. The research team is designing the receiver to withstand higher operating temperatures and pressures than state-of-the art technology so that the device can enable higher efficiency systems. The primary objectives of this project include achieving an outlet temperature for the receiver working fluid (s-CO<sub>2</sub>) that is greater than or equal to 750&deg;C, maintaining high receiver efficiency, retaining durability over the lifetime of the CSP plant, and significantly reducing the cost as compared to baseline receivers. To satisfy these objectives, the team is performing a combination of analytical modeling and hardware testing. The use of s-CO<sub>2</sub> in the power cycle is also being explored."
A Small Particle Solar Receiver for High Temperature Brayton Power Cycles,San Diego State University,DE-EE0005800,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,9/1/2012,12/31/2016,"$763,316.84","$213,764.00",San Diego,CA,92182-1930,node/790671,32.810253,-117.132358,Fletcher Miller,"San Diego State University (SDSU), under the 2012 SunShot Concentrating Solar Power (CSP) R&D funding opportunity announcement (FOA), is demonstrating a new receiver design that uses air as the heat-transfer fluid. The university's innovative small-particle heat-exchange receiver (SPHER) uses carbon particles to enhance performance and achieve higher thermal efficiency."
Advanced Low-Cost Receivers for Parabolic Troughs,Norwich Technologies,DE-EE0005803,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,8/1/2012,9/30/2013,"$252,120.40","$295,417.66",White River Junction,VT,05001-7040,node/790651,43.64896,-72.319258,Joel Stettenheim,"Norwich Technologies, under the 2012 SunShot Concentrating Solar Power (CSP) R&D FOA, is developing a novel receiver for parabolic trough CSP systems that will dramatically improve performance while substantially reducing acquisition and operation and maintenance (O&M) costs."
Advanced Manufacture of Reflectors,University of Arizona,DE-EE0005796,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,8/1/2012,4/30/2014,"$1,357,373.00","$339,241.00",Tucson,AZ,85722-3308,node/790701,32.23,-110.96,Roger Angel,"The University of Arizona and its partners, under the 2012 Concentrating Solar Power (CSP) SunShot R&D funding opportunity announcement (FOA), are developing technology to improve the optical accuracy and reflectivity of the self-supporting glass mirrors used in CSP collector systems."
Chemically Reactive Working Fluids,Argonne National Laboratory,Lab25657,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,10/1/2012,9/30/2013,"$750,000.00","$250,000.00",Lemont,IL,60439,node/790611,41.673642,-88.001726,Richard Brotzman,"Argonne National Laboratory (ANL), under the 2012 SunShot Concentrating Solar Power (CSP) R&D funding opportunity announcement (FOA), is working to identify and test new heat-transfer fluids (HTFs) that store energy chemically for more efficient energy transfer in CSP applications."
Concentrated Solar Thermoelectric Power,Massachusetts Institute of Technology,DE-EE0005806,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,9/1/2012,2/28/2015,"$989,281.99","$247,500 ",Cambridge,MA,02139-4307,node/790636,42.380327,-71.13891,Gang Chen,"The Rohsenow-Kendall Heat Transfer Lab at Massachusetts Institute of Technology(MIT), under the 2012 SunShot Concentrating Solar Power (CSP) R&D FOA, is developing concentrated solar thermoelectric generators (CSTEGs) for CSP systems. This innovative distributed solution contains no moving parts and converts heat directly into electricity. Thermal storage can be integrated into the system, creating a reliable and flexible source of electricity."
Development of a High Efficiency Hot Gas Turbo-Expander and Low Cost Heat Exchangers for Optimized Concentrating Solar Power Applications,Southwest Research Institute,DE-EE0005804,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,9/1/2012,12/31/2018,"$6,785,893.00","$2,855,861.00",San Antonio,TX,78201-0001,node/790686,29.46357,-98.522671,Jeff Moore,This project is developing a supercritical carbon dioxide power cycle that combines high efficiencies and low costs for modular concentrating solar power applications. The technology will be evaluated in a test loop to verify its performance over a wide range of partial-load conditions and during transient operations representative of a typical power cycle.
Flexible Assembly Solar Technology,BrightSource Energy,DE-EE0005792,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,8/1/2012,3/31/2015,"$523,395.73","$523,395.94",Oakland,CA,94612-4706,node/790626,37.811316,-122.268224,Elad Toister,"BrightSource Energy, under the 2012 SunShot Concentrating Solar Power (CSP) R&D FOA, is designing and deploying an automated collector-assembly platform. The researchers are also developing a more efficient installation process that has the potential to drastically reduce construction time and cost for utility-scale CSP facilities."
High Flux Microchannel Receiver Development with Adaptive Flow Control,Oregon State University,DE-EE0005801,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,8/1/2012,6/30/2015,"$638,149.00","$161,998.41",Corvallis,OR,97339-1086,node/790656,44.564566,-123.262043,Kevin Drost,"Oregon State University and its partners, under the 2012 SunShot Concentrating Solar Power (CSP) R&D funding opportunity announcement (FOA), are working to develop an advanced heat exchanger for use in CSP receivers. The heat exchanger has the potential to significantly increase heat transfer and reduce the size of the receiver."
Low Cost High Performance Nanostructured Spectrally Selective Coating,"University of California, San Diego",DE-EE0005802,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,8/1/2012,3/31/2015,"$1,000,000 ","$250,000 ",La Jolla,CA,92093-0934,node/790706,32.832811,-117.271272,Sungho Jin,"The University of California San Diego, under the 2012 SunShot Concentrating Solar Power (CSP) R&D funding opportunity announcement (FOA), is developing a new low-cost and scalable process for fabricating spectrally selective coatings (SSCs) to be used in solar absorbers for high-temperature CSP systems."
Next-Generation Solar Collectors for CSP,3M Company,DE-EE0005795,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,9/1/2012,12/31/2013,"$668,166.00","$734,034.83",St. Paul,MN,55144-1000,node/790606,44.950801,-92.996073,Attila Molnar,"3M Company, under the 2012 SunShot Concentrating Solar Power (CSP) R&D FOA, is developing high-reflectivity films and high-rigidity structures that can replace current solar collectors that use heavy glass mirrors. Solar collectors represent the most expensive component of a CSP system."
Nx-TEC: Next-Generation Thermionic Solar Energy Conversion,SLAC National Accelerator Laboratory,Lab25659,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,10/1/2012,12/31/2014,"$808,000 ",$0.00,Stanford,CA,94301-1000,node/790691,37.445797,-122.157575,Nicholas Melosh,"Stanford University and the SLAC National Accelerator Laboratory, under the 2012 SunShot Concentrating Solar Power (CSP) R&D funding opportunity announcement (FOA), is designing and testing an innovative high-temperature power cycle for CSP systems that does not require any mechanical equipment, resulting in reduced maintenance costs. In addition, the system can be integrated with conventional CSP cycles to create ultra-efficient plants."
Optimizing the CSP Tower Air Brayton Cycle System to Meet the SunShot Objectives,Southwest Research Institute,DE-EE0005805,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,9/1/2012,11/30/2015,"$3,019,422.64","$754,855.66",San Antonio,TX,78228-0510,node/790681,29.455339,-98.561114,Klaus Brun,"The Southwest Research Institute and its partners, under the 2012 Concentrating Solar Power (CSP) SunShot R&D funding opportunity announcemen, are developing an external combustor capable of operating at much higher temperatures than the current state-of-the-art technology."
Particle Receiver Integrated with a Fluidized Bed,National Renewable Energy Laboratory,Lab25655,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,10/1/2012,9/30/2015,"$2,791,372.00","$934,583.00",Golden,CO,80401,node/790646,39.755543,-105.2211,Zhiwen Ma,"The National Renewable Energy Laboratory (NREL) and its partners, under the 2012 SunShot Concentrating Solar Power (CSP) R&D funding opportunity announcement (FOA), are developing a novel receiver that uses falling particles instead of liquid for the heat-transfer fluid (HTF). The research team aims to build a receiver that operates at higher temperatures and efficiencies than the current state-of-the-art technology."
Scattering Solar Thermal Concentrators,Pennsylvania State University,DE-EE0005798,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,8/1/2012,12/31/2014,"$163,405.74","$40,855.93",University Park ,PA,16802-7000,node/790666,40.808408,-77.863883,Chris Giebink,"Pennsylvania State University, under the 2012 SunShot Concentrating Solar Power (CSP) R&D FOA, is designing and testing a novel solar collector system that relies on stationary optics, avoiding the need for mirror movement. The system is capable of achieving optical performance equal to state-of-the-art parabolic trough systems, but at a lower cost."
Self-Cleaning CSP Collectors,Boston University,DE-EE0005794,Concentrating Solar Power,node/790241,Funding Opportunity,SunShot Concentrating Solar Power R&D,CSP SunShot R&D,Inactive,8/1/2012,1/31/2015,"$610,340 ","$225,000 ",Boston,MA,02215,node/790616,42.34519,-71.10613,Malay Mazumder,"Boston University and its partners, under the 2012 SunShot Concentrating Solar Power (CSP) R&D FOA, are working to develop a new method to keep solar collectors dirt- and dust-free and thereby maintain high optical efficiency."
2 MW Photovoltaic Inverter Direct To Medium Voltage (13.8kV) Without Grid Side Transformer,Princeton Power Systems,DE-EE0006018,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 7,Inactive,10/1/2012,9/30/2013,"$899,956.00","$375,660.00",Lawrenceville,NJ,85406-642,node/791011,40.255126,-74.741923,Frank Hoffman,"Princeton Power Systems is developing an inverter that regulates DC power from PV strings to 13.8kV AC without a grid side transformer. The inverter includes control algorithms to provide consistent power flow from the solar installation as well as grid support functions and advanced communications. This product represents a major step toward achieving the DOE goal of $0.10/W for power electronics costs with innovative transformer, switching bridge, and software control technologies."
Advanced CdTe Photovoltaic Technology,Abound Solar,NREL/SR-5200-51517,"Concentrating Solar Power, Manufacturing and Competitiveness","node/790241, node/928446 ",Funding Opportunity,SunShot Incubator Program,Incubator 1,Inactive,2007,,"$2,430,000 ",$0.00,Fort Collins,CO,80521,node/791011,40.588966,-105.137591,,"Abound Solar simplified a thermal process to fabricate low-cost, high-efficiency thin-film CdTe power modules. A module efficiency of 10.0% was achieved on a 65 megawatt (MW) manufacturing line. The cycle time from glass-to-finished modules was reduced to about 2 hours, and the film thickness achieved was less than 3.0 microns. Before closing in 2012, the company also developed a new packaging scheme that does not use the more expensive ethylene vinyl acetate (EVA) sheet in the finished PV product."
Advanced Energy Storage With PV To Reduce Customer Electricity Costs,Seeo,DE-EE0005983,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 7,Inactive,10/1/2012,4/10/2014,"$156,382.18","$142,891.20",Hayward,CA,94545-3716,node/791011,37.606362,-122.117826,Mohit Singh,"Seeo, in partnership with SunEdison, is developing an Energy Storage System (ESS) that pairs the breakthrough lifetime of Seeo's solid-state battery with a set of control analytics designed to optimize performance when operated alongside solar. This program combines a field demonstration with an evaluation of how financing mechanisms such as power purchase agreements (PPAs) and leases can be employed to accelerate adoption of distributed PV with advanced energy storage."
Advanced Robotic Controller,Qbotix,DE-EE0006042,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 7,Inactive,10/1/2012,11/30/2013,"$962,413.00","$395,841.00",Menlo Park,CA,94025-1409,node/791011,37.448491,-122.180281,Lalo Ruiz,"QBotix is pioneering the use of robotics in the operation of solar power plants to reduce LCOE by 20%. The system enables 50% cost reduction in dual-axis tracking, high system reliability, and detailed power plant level data, and is compatible with all PV panels."
Advanced Thermal Storage System with Novel Molten Salt,Halotechnics,NREL/SR-5200-58595,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 5,Inactive,2011,,"$1,000,000 ",$0.00,Emeryville,CA,94608,node/791011,38.882334,-77.171091,Matthieu Jonemann,"Halotechnics is developing a thermal energy storage system operating at 700&deg;C using a new high-stability, low-melting-point molten salt as the heat transfer and thermal storage material, and demonstrating unprecedented efficiency for CSP applications."
Aggregated Solar Asset Data For Efficient Securitization,kWh Analytics,DE-EE0006462,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 8,Inactive,10/1/2013,12/31/2014,"$450,000 ","$115,000 ",Oakland,CA,94117,node/791011,37.771719,-122.443893,Richard Matsui,"kWh Analytics is building big data information tools to help investors understand risk in the new solar asset class. Backed by the largest independent database of solar asset performance in the United States, kWh Analytics enables investors to deploy more capital with confidence."
"Anti-Reflective, Anti-Soiling Low Temperature Solar Glass Coating",Enki Technology,DE-EE0006040,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 7,Inactive,10/1/2012,9/30/2014,"$1,500,000 ","$1,811,723 ",San Jose,CA,95131-2013,node/791011,37.390296,-121.896105,Brenor Brophy,Enki Technology worked to improve PV module efficiencies and reduce the levelized cost of energy (LCOE) through development of low-cost anti-reflective and anti-soiling coatings. 
Application To Streamline Solar Soft Cost Processes,Simply Civic,DE-EE0006466,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 8,Inactive,10/1/2013,3/31/2015,"$274,904.33","$400,283 ",Parker,CO,80134-7124,node/791011,39.5186,-104.761363,Dan Hensley,"Simply Civic is streamlining management of permitting, inspection, and interconnection of solar energy systems through an innovative, modular online application available to every one of the 18,000 jurisdictions nationally. The tool will seamlessly enable jurisdictions and installers to track the status of solar projects in real-time while making it faster and simpler to process required paperwork."
Automatic Design Optimization Software,Folsom Labs,DE-EE0006376,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 8,Inactive,1/1/2014,3/31/2015,"$305,262.00","$100,000 ",San Francisco,CA,94103-3888,node/791011,37.789018,-122.391506,Paul Grana,"Folsom Labs makes software that helps PV system engineers quickly and efficiently design high-performance solar arrays by combining advanced performance modeling with cloud-based design tools. Under the SunShot award, Folsom Labs will extend its core HelioScope product to provide automatic evaluation of various system designs and component choices to quickly find the lowest LCOE approach for a given site."
Back-Surface Passivation for High-Efficiency Crystalline Silicon Solar Cells,TetraSun,NREL/ SR-5200-55914,Manufacturing and Competitiveness,node/928446,Lab Award,SunShot Incubator Program,Incubator 3,Inactive,2010,,"$3,000,000 ",$0.00,San Jose,CA,95131,node/791011,37.390296,-121.896105,Oliver Schultz-Wittmann,"TetraSun developed thin high-efficiency crystalline silicon cells using plasma-enhanced chemical vapor deposition (PECVD) layers for back-surface passivation and contact to replace the standard screen-print-and-fire aluminum/silver back surface. This novel structure offers an alternative to the standard industry back-surface aluminum process, eliminating wafer bowing and allowing thinner cells (less than 160 microns) to be fabricated. A modified back surface for a crystalline silicon cell yields high efficiencies without adding processing steps. During Phase I part of this subcontract, more than 17% efficient 148 cm2crystalline silicon was demonstrated and verified. On smaller areas, efficiencies exceeding 19% were seen. First Solar, which is one of the world's largest module makers, purchased TetraSun in 2013."
Commercialization of High Efficiency Low Cost CIGS Technology Based on Electroplating,SoloPower,NREL/SR-520-48590,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 1,Inactive,2007,,"$2,167,223 ",$0.00,San Jose,CA,95138,node/791011,37.242286,-121.730945,,"SoloPower developed an electroplating-based, high-efficiency, low-cost CIGS cell and module manufacturing technology, where the advantages of this deposition technique include lower equipment costs, reduced processing times, and increased material utilization. By the end of the project, SoloPower demonstrated a roll-to-roll reaction fabrication process to create large-area solar modules with a demonstrated 10% aperture-area efficiency on a 1m2 CIGS module and 12% cell efficiencies on 100 cm2 cells (verified by NREL). "
"Commissioning, Operations, & Maintenance (Software To Optimize Solar PV Installation and Operation)",Tigo Energy,DE-EE0005838,Manufacturing and Competitiveness,node/928446,Funding Opportunity,SunShot Incubator Program,Incubator 6,Inactive,6/12/2012,12/11/2013,"$361,110.08","$361,414.00",Santa Clara,CA,95032-4511,node/791011,37.226062,-121.930245,Scott McCalmont,assistance: one-on-one technical assistance delivery to communities from a team of experienced national experts; the use of SolSmart Corps Fellows to help select communities identify and reduce soft cost barriers; and peer mentorship and learning.
Community Crowd-Funded Solar Development,Village Power Finance,DE-EE0006700,"Manufacturing and Competitiveness, Soft Costs","node/928446, node/791371",Funding Opportunity,SunShot Incubator Program,Incubator 9,Inactive,9/30/2014,10/31/2015,"$475,000.00","$125,230 ",Palo Alto,CA,94301-1000,node/791021,37.445797,-122.157575,Ty Jagerson,"The goal of this project is to implement an innovative web platform and app to streamline the project development, fundraising and asset management processes for the dramatically under-served commercial and non-profit markets. This highly scalable model will leverage the investment power of community members, institutional investors, and corporate investors, while generating environmental improvements and investment opportunities at the community scale."
