Project_Title,Awardees,CID,SUBPROGRAM,SUBPROGRAM_NODE,Award_Type,FOA_NAME,FOA_Acronym,Status,Award_Start_Date,Award_End_Date,Total_Government_Share,Cost_Share,City,State,Zip_Code,Node,Latitude,Longitude,Principal_Investigator,Project_Description
Solar Ready Wisconsin,Midwest Renewable Energy Association,DE-EE0008573,Soft Costs,node/791371,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,5/1/2019,4/30/2022,"$800,000.00 ",$0.00 ,Custer,WI,54423-9734,node/4375196,44.5561,-89.4149,Nick Hylla,"The Midwest Renewable Energy Association (MREA) will lead Solar Ready Wisconsin, an initiative that will support the development of a statewide network of industry stakeholders, training providers, and nonprofit organizations working to develop solar workforce capacity in Wisconsin and the surrounding region. In collaboration with a network of local community colleges, MREA will create a program called the Wisconsin Solar Corps to provide job training and facilitate job placement for qualified candidates in the solar industry. Once a successful model has been developed, MREA will work to make Solar Ready Wisconsin a replicable program that has the potential to be used across the Midwest."
Grid Ready Energy Analytics Training (GREAT) with Data,Electric Power Research Institute,DE-EE0008574,Soft Costs,node/791371,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,5/15/2019,5/14/2024,"$6,532,977.00 ","$1,633,257.00 ",Knoxville,TN,37932-3723,node/4375174,35.943356,-83.938699,Thomas Reddoch,"The Grid Ready Energy Analytics Training with Data (GREAT with Data) initiative will enhance workforce readiness in the electric utility industry by focusing on the intersection of power systems and digital systems. The project will develop and deliver open-source professional training and university course content in data science, cybersecurity, integration of solar photovoltaic and other distributed energy resources, and information and communication technology for power systems workers in transmission and distribution. Through collaboration with utility and university partners, this initiative will develop certifications, credentials, qualifications, and standards for the training and education needed in the electric utility workplace to help transform the grid of the future. "
Multi-Sector Solar Career Training Initiative for Native Americans and Veterans,Blue Lake Rancheria,DE-EE0008575,Soft Costs,node/791371,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,6/1/2019,5/31/2022,"$599,999.00 ",$0.00 ,Blue Lake,CA,95525-0426,node/4375141,40.879,-123.979,David R. Narum,"This project will provide integrated solar-career training for Native Americans, veterans, and Native American veterans. Blue Lake Rancheria will offer workshops, training, and hands-on learning experiences for a variety of solar-related skill sets. The training will emphasize cross-sector skill building as well as the needs and experiences of veterans and Native Americans. Trainings will be tailored to areas of likely growth in the solar industry as well as the skills of the program participants."
Expanding the Solar Workforce through the Illinois Community College System,Lewis and Clark Community College,DE-EE0008576,Soft Costs,node/791371,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,6/1/2019,5/31/2022,"$1,250,000 ",$0.00 ,Godfrey,IL,62035-2426,node/4375185,38.9587,-90.2086,Katie Davis,"This project will expand the solar workforce through a statewide program that strengthens the connections between education and training providers, job seekers, industry, and local communities. The team will build upon current solar-related courses and programs available at Illinois community colleges and make improvements through credentialing, instructional design, and new industry partnerships to better align with employer needs. The program will also make sure that licensure is embedded within the program and leverage all potential talent pools, including veterans."
National Solar Jobs Accelerator,The Solar Foundation,DE-EE0008577,Soft Costs,node/791371,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,10/1/2019,10/31/2022,"$2,000,000 ",$0.00 ,Washington,DC,20004-1612,node/4375229,38.905276,-76.981588,Richard Lawrence,"The National Solar Jobs Accelerator program will increase the pipeline of transitioning service members and veterans into the U.S. solar industry via two complementary efforts. The team will offer a work-based learning ""fellowship"" model for transitioning service members and a matchmaking system that will channel veterans into appropriate training or employment opportunities. The Accelerator will also undertake high-impact capacity-building activities that enhance and streamline veterans' options for pursuing solar training and employment opportunities and incent employers' participation over the long-term."
Operational Probabilistic Tools for Solar Uncertainty (OPTSUN),Electric Power Research Institute,DE-EE0008601,Systems Integration,node/791071,Funding Opportunity,Solar Forecasting 2,Forecasting 2,Active,10/1/2018,11/30/2021,"$1,799,826.00 ","$750,679.00 ",Knoxville,TN,37932,node/3579353,35.960638,-83.920739,Aidan Tuohy,"This project is developing improved probabilistic solar and net load forecasts for three separate utility case studies, each with different operating procedures. The team is using advanced tools to research and develop methods for each utility to manage uncertainty in a reliable and economic manner in daily operations. In addition, they will validate these methods by integrating forecasts and decision making functions into a scheduling management platform to verify the use of probabilistic forecasts to reduce integration costs."
Design and Develop a Novel Heliostat Gear System and Supporting Field Control System,Edisun Microgrids,DE-EE0008735,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Inactive,8/1/2019,5/25/2020,"$1,243,645.00 ","$310,930.00 ",Pasadena,CA,91103-3628,node/3686833,34.167,-118.154,Steve Schell,"Heliostats are nearly flat mirrors that track the sun and concentrate the sunlight onto a fixed target atop a tower, called a receiver, in order to generate heat that's used in concentrating solar thermal power (CSP) plants. A utility-scale power tower CSP system could have more than 100,000 heliostats. The efficiency of this collector field is determined by how well each heliostat tracks the sun and maintains accuracy even when it's windy. Traditional cost reduction strategies have focused on developing larger heliostats with more mirror surface area on each unit, making the mirrors even more susceptible to wind. This project will pair smaller mirrors that can more precisely track the sun with an inexpensive novel gear train as the foundation of the heliostat. The team will also develop and test a monitoring and tracking system to ensure each of the heliostats is performing as expected."
Carbonized Microvascular Composites for Gas Receivers,University of Tulsa,DE-EE0008736,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,7/1/2019,12/31/2022,"$1,277,345.00 ","$319,337.00 ",Tulsa,OK,74104-9700,node/3686833,36.14691,-95.95428,Michael Keller,"This project will develop and characterize a novel material and fabrication method that can be used in advanced concentrating solar-thermal power receivers. To enhance the transfer of thermal energy from the sun into the heat transfer fluid, the team will create a polymer-fiber composite that integrates microchannels within the material to form a lightweight, highly absorptive material. The team will form channels within a composite material and then add carbon to it to create a mechanically robust carbon-carbon composite that has an absorptivity of 95%-96% without the application of an additional coating. Compared to steal or nickel alloy receiver systems, the proposed system could lower manufacturing costs, increase higher heat transfer efficiency, and provide mechanical reliability at temperatures well above 700 Celsius."
Additively Manufacturing Recuperators via Direct Metal Laser Melting and Binder Jet Technology,General Electric,DE-EE0008737,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,9/1/2019,8/31/2022,"$1,400,142 ","$752,224.00 ",Schenectady,NY,12301-0001,node/3686833,42.82,-73.94,William D. Gerstler,"This team will develop additive manufacturing processes for the heat exchangers used in supercritical carbon dioxide (sCO2) power cycles in concentrating solar-thermal power plants. To overcome the expensive manufacturing process for heat exchangers, the team will use binder jet printing, a type of additive manufacturing, to significantly lower costs and enable new heat exchanger geometries, such as 3-D channels, and curved features not accessible using traditional fabrication processes. The team will then evaluate the new process and determine if it's capable of producing CSP compatible power cycles that cost $900 per kilowatt or less. The team will also perform mechanical tests to ensure that the resulting heat exchangers can withstand the high operating temperatures and pressures of the sCO2 power cycle. The team will also create a risk reduction plan for scaling the heat exchanger design from lab-scale to a full-scale, including, a modular design."
Reduced Levelized Cost of Energy Concentrating Solar-Thermal Power Through Utilizing Process Gas Lubricated Bearings in Oil-Free Drivetrains,General Electric,DE-EE0008738,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,8/1/2019,4/28/2022,"$2,373,442 ","$593,360.00 ",Schenectady,NY,12301-0001,node/3686833,42.82,-73.94,Jason Mortzheim,"General Electric Global Research (GE) and Southwest Research Initiative (SwRI) propose to reduce concentrating solar power (CSP) LCoE through lowering power plant cost in conjunction with increasing power cycle efficiency through novel oil-free drivetrains utilizing GE gas bearing technology.  The oil-free drivetrains will result from configuration studies for a peaker and baseload CSP plant. In parallel, key technology risks for gas bearing technology will be addressed: 1. Validation of operation in a relevant sCO2 environment via sCO2 component test rig and 2. Load handling and rotodynamic response characterization through a simulated rotor test in the GE Research bunker test facility. The simulated rotor design will result from the configuration study. The configuration study and test validation will provide build data to justify the cost reductions for CAPEX ($/kWe), O&M costs (oil-free operation) and power cycle efficiency increases driving to the SETO LCoE reduction targets."
Development of a High-Efficiency Hybrid Dry Cooler System for sCO2 Power Cycles in Concentrating Solar-Thermal Power Applications,Southwest Research Institute,DE-EE0008739,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,9/1/2019,2/28/2022,"$1,790,000 ","$447,500.00 ",San Antonio,TX,78201-0001,node/3686833,29.414406,-98.503546,Kelsi Katcher,"Southwest Research Institute (SwRI) supported by Vacuum Process Engineering and Seoul National University proposes a program to design, manufacture, and test a 2 MWth  sCO2 dry cooler that is highly efficient, low cost, and compact. The heat exchanger (HEX) geometry will be a hybrid of microchannel heat exchanger (MCHE) geometry for the sCO2 stream and bonded plate-fin geometry for the air stream. Heat exchanger manufacturing will use a combination of brazed and diffusion-bonded elements, allowing for materials to differ for the sCO2 stream and the air stream. The air side will be driven by a high-efficiency centrifugal blower to minimize power consumption. Furthermore, the integration of cold storage technology will be investigated to increase the overall cycle efficiency and stability. The proposed heat exchanger geometry and centrifugal blower will be designed using appropriate CFD and FEA analyses and sub-scale prototype testing. A 2 MWth prototype cooler system will then be fabricated and tested in the MW-scale test facility at SwRI."
High-Temperature Dry-Gas Seal Development and Testing for sCO2 Power Cycle Turbomachinery,Southwest Research Institute,DE-EE0008740,Concentrating Solar Power,node/790241,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,8/1/2019,4/30/2023,"$1,999,985 ","$500,015.00 ",San Antonio,TX,78201-0001,node/3686833,29.414406,-98.503546,Jordan Nielson,"Concentrating solar-thermal power (CSP) plants with supercritical carbon dioxide (sCO2) power cycles requires a mechanical seal to prevent working fluid leaks and support efficient operations. The increased temperatures and pressures of the sCO2 power cycle requires a novel seal design to support a target thermal-to-electric power conversion efficiency of 50%. This project will develop a high-temperature dry gas seal (DGS) by replacing the temperature sensitive elements with more durable components, enabling the DGS to reach operating temperatures over 500 ° Celsius and enable the higher efficiency levels. Because the DGS design would also be significantly smaller in size, the DGS would reduce the complexity of the sCO2 turbine design, helping to increase operation reliability and improve turbine efficiency."
"Quantum-Cutting Luminescent Coatings for High-Efficiency, Low-Cost Solar Cells",University of Washington,DE-EE0008741,Photovoltaics,node/790881 ,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,6/15/2019,6/14/2021,"$200,000.00 ","$50,000.00 ",Seattle,WA,98195-1750,node/3686848,47.608492,-122.336407,Daniel Gamelin,"This project will investigate the use of quantum-cutting down-conversion layers to be placed at the front surfaces of solar photovoltaic (PV) cells in order to remedy a major source of energy loss. The down-converting layer converts high-energy photons, which are normally reflected or inefficiently collected, into multiple lower energy photons. This enables the more efficient conversion of energy by the underlying photovoltaic material which can double the current generated by the solar cell. This project will develop and optimize quantum-cutting precursor ink formulations and large-area solution-deposition techniques. Together, these techniques will enable the integration of these high-efficiency quantum-cutting down conversion layers onto the surfaces of commercially available silicon PV cells to realize low-cost, high-efficiency PV technologies."
Investigation of Ga2O3 as a New Transparent Conductive Oxide for Photovoltaics Applications,Ohio State University,DE-EE0008742,Photovoltaics,node/790881 ,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,8/15/2019,8/14/2021,"$200,000.00 ","$50,000.00 ",Columbus,OH,43210-1016,node/3686848,39.961176,-82.998794,Tyler Grassman,"This project will explore the use of a new material, gallium oxide (Ga2O3), as a transparent conducting oxide (TCO) layer for solar cells. TCOs are a layer within a solar cell that conduct electricity on top of the light absorbing material in the solar cell, such as cadmium telluride. As a result, the conductivity of the TCO and its transparency to the full solar spectrum are critical properties for creating a TCO that's effective. Ga2O3 has a wide bandgap which is a property of the material that makes it transparent to the full solar spectrum. This enables more light to pass through the TCO and be absorbed by the absorbing layer that converts the photonic energy into electrical potential. To determine the applicability of Ga2O3 as a TCO for PV technologies, this team will study the deposition of this material in solar cells using tools that are commonly used in the solar industry. The team will then test the resulting optical and electronic properties of the solar cell and analyze the performance of the prototype TCO."
Exploiting Fixed Charge at Selective Contacts for Silicon Photovoltaics,Lehigh University,DE-EE0008743,Photovoltaics,node/790881 ,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,8/1/2019,7/31/2021,"$200,000.00 ","$50,000.00 ",Bethlehem,PA,18015-9120,node/3686848,40.59677,-75.376195,Nicholas Strandwitz,"In a silicon solar cell, thin metal lines are applied to the silicon absorber that serve as electrical contacts in the solar cell. These electrical contacts must efficiently conduct current out of the absorber layer to boost solar cell performance. However, sometimes there are undesirable barriers that form between the two layers that hinder the efficient conduction of current. This team will investigate the use of alumina oxide as a fixed charge layer in the solar cell. They will apply it between the absorber layer and the front contact of the solar cell to mitigate the effect of these barriers. This project will use atomic layer deposition to grow alumina and the contact layers in the lab and will use a variety of techniques to reveal the structural, chemical, and interfacial electronic properties of the material in order to determine the suitability of this strategy for commercial PV applications."
Novel N-Type Device Architectures to Achieve 1 Volt VOC in Thin-Film CdTe cells,University of South Florida,DE-EE0008745,Photovoltaics,node/790881 ,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,8/1/2019,1/31/2023,"$645,000.00 ","$198,753.00 ",Tampa,FL, 33620-9951,node/3686848,28.05457,-82.41168,Chris Ferekides,"Cadmium telluride (CdTe) solar cells are a low cost thin-film technology that has achieved commercial success in the solar market. To expand the opportunities for CdTe technologies, this project will explore a new cell design which starts with n-type CdTe instead of p-type CdTe commercially used today. This new approach, could enable higher efficiency levels than the CdTe cells currently being mass produced. The team will use industrially relevant deposition techniques to demonstrate that the fabrication of n-CdTe solar cells is possible at scale with efficiencies approaching 25%, an increase of 2% from current world record CdTe solar cells."
Quantifying and Valuing Fundamental Characteristics and Benefits of Floating Photovoltaic Systems,University of Central Florida,DE-EE0008746,Soft Costs,node/791371,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,3/1/2020,2/28/2023,"$750,000 ","$212,500.00 ",Orlando,FL,32826-3246,node/3686848,28.541666,-81.375686,John Sherwin,"Floating photovoltaics (FPV) has emerged as a viable and deployable renewable energy technology in many places around the world. Declining panel prices and land scarcity, along with claims of improved system performance, are among the reasons for FPV popularity. However, documented research on the performance, durability, or environmental impacts of FPV is limited. While the performance of land-based PV systems (LPV) can be effectively predicted, little work has been done on how, or if, these same evaluation methodologies translate to FPV. Additionally, studies evaluating the durability of FPV and its ecological impacts on water quality and biodiversity are scarce. Through detailed instrumentation of four existing FPV systems and four LPV systems that will serve as control sites (eight sites total), this project will undertake a first-of-its-kind systematic and comprehensive collection of FPV-related techno-ecological data in North America. These data will be used to examine FPV performance, assess potential environmental risks and benefits, and provide data that can aid in the development of research protocols to more fully understand the impacts of FPV."
Approaching the Radiative Efficiency Limit in Perovskite Solar Cells with Scalable Defect Passivation and Selective Contacts,University of Washington,DE-EE0008747,Photovoltaics,node/790881 ,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,6/16/2019,12/15/2022,"$1,249,997.00 ","$312,628.00 ",Seattle,WA,98195-1750,node/3686848,47.608492,-122.336407,David Ginger,"This project will focus on using low-cost techniques to develop perovskite solar cells that approach the radiative efficiency limit in order to reach the maximum possible performance for these cells. The radiative efficiency limit of solar cells is the limit at which no photons absorbed by the cell are lost to heat producing defects. In order to achieve this goal, researchers must better understand defects in the perovskite material and invent new ways to passivate, or deactivate, these defects. In order to improve the efficiency and lifetimes of perovskite solar cells, it's important to be able to passivate defects that arise in low-cost manufacturing environments. The team will use novel optical and microscopic probes to provide insight into the defects currently produced during perovskite cell production and then develop scalable layers to add to the solar cell to passivate these defects."
A Data-Driven Approach to Real-World Degradation of Backsheets,Underwriters Laboratories,DE-EE0008748,Photovoltaics,node/790881 ,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,8/1/2019,1/31/2023,"$1,349,190.00 ","$374,132.00 ",Northbrook,IL,60062-2002,node/3686848,42.1256,-87.8389,Ken Boyce,"The backsheet of a solar photovoltaic module is the backing of the module. In combination with the front glass sheet, the backsheet helps to seal the PV module from the outside world. The backsheet is typically made of multiple layers of various types of polymers, a type of plastic, and can degrade over time from climate conditions, making its design an important predictor for how long a solar module can last in the field. However, current accelerated tests for backsheet degradation and the lifetime performance of the module have limitations. This team will employ a data-driven approach to analyze backsheet degradation for modules in the field in order to better understand the real-world environmental stresses of airborne pollution, solar irradiance, water, temperature, and abrasion on module performance. The team will use a large sample size to model and quantify the variance in degradation rates and link these to the backsheet materials being studied. This information will help inform a variety of stakeholders in the solar industry and could enable the development of more accurate standards for PV modules."
Scalable Manufacturing of Efficient Perovskite/Silicon Tandem Modules,University of North Carolina at Chapel Hill,DE-EE0008749,Photovoltaics,node/790881 ,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,8/1/2019,1/23/2023,"$1,350,000.00 ","$375,004.00 ",Chapel Hill,NC,27599-2100,node/3686848,35.9088,-79.0491,Jinsong Huang,"This project will focus on increasing solar cell efficiencies by using both perovskite and silicon as the semiconductors in a photovoltaic cell. This team will design and test a 6-inch by 6-inch silicon perovskite tandem cell using an inexpensive high-throughput process capable of producing 5,000 wafers per hour in a solar cell fabrication facility. This process uses a low-cost blade coating process to apply the relevant perovskite layers to make the tandem cells, leading to a lower capital expenditure required to implement this process in existing or new solar cell fabrication facilities. The resulting tandem solar cell could reach an efficiency over 30%, as compared to 25% for silicon."
High-Throughput Vapor Deposition for Perovskite-Perovskite Tandem Modules,"Swift Solar, Inc.",DE-EE0008750,Photovoltaics,node/790881 ,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,7/1/2019,12/31/2022,"$660,000.00 ","$522,000.00 ",Golden,CO,80401-2721,node/3686848,39.715877,-105.231183,Joel Jean,Perovskite-perovskite tandem photovoltaic solar cells offer an opportunity to obtain high efficiency levels while maintaining the low-cost and high-throughput manufacturing potential enabled by thin-film perovskite materials. This team will adapt an already commercially proven vapor deposition technique and test its use with perovskites at industrial scale for the first time. This will technique could be an alternative to the widely used solution-based perovskite growth methods. The team aims to validate the vapor deposition method and produce a tandem module with an efficiency that's greater than 25%.
"Investigation of Defect Physics for Efficient, Durable, and Ubiquitous Perovskite Solar Modules","University of California, Los Angeles",DE-EE0008751,Photovoltaics,node/790881 ,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,6/1/2019,5/31/2022,"$850,000.00 ","$250,000.00 ",Los Angeles,CA,90001-0001,node/3686848,33.9757,-118.2504,Yang Yang,"In order to push perovskite solar cells closer to their theoretical limit of efficiency and durability, researchers need to better understand and control defects in the perovskite material and at the surface of the layers in the cell. These defects are the source of losses in the cell's open circuit voltage and can cause degradation in the solar cell over time. This project will develop physical models of defect-induced types of degradation, both on the surface and in the bulk perovskite material. The team will conduct a blend of computational and experimental studies on critical defect types and densities within the perovskite material when there's heat, light, increased voltage, or moisture present. The team will then use in-depth characterization techniques to quantify the chemical and electronic properties of defects in order to improve defect manipulation techniques that could increase perovskite cell efficiency."
Roll-to-Roll Manufacturing of Continuous Perovskite Modules,University of Louisville,DE-EE0008752,Photovoltaics,node/790881 ,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,6/1/2019,12/31/2022,"$849,216.00 ","$250,521.00 ",Louisville,KY,40292-1802,node/3686848,38.2155,-85.762,Thad Druffel,"Perovskite solar cell research focuses on making the material that absorbs photons, called the absorber, more durable and efficient. This project will investigate the applicability of low-cost roll-to-roll manufacturing techniques for perovskite modules. The team will employ rapid deposition and annealing techniques, which are the processes used to deposit the absorber layer onto a substrate and then heating and cooling it to toughen the absorber. The team will then study the performance of the absorber layer and use the same techniques on the remainder of the device layers. The team aims to use these techniques to create a high throughput manufacturing process for perovskite modules in a commercial roll-to-roll facility."
Ultra-High Efficiency and Stable All-Perovskite Tandem Solar Cells,University of Toledo,DE-EE0008753,Photovoltaics,node/790881 ,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,6/1/2019,11/30/2022,"$850,001.00 ","$291,649.00 ",Toledo,OH,43606-3328,node/3686848,41.6705,-83.6093,Yanfa Yan,"This team will develop processes and strategies to fabricate high efficiency and stable perovskite-perovskite thin-film tandem solar cells. The team aims to develop efficient wide-bandgap perovskite cells with high open circuit voltages for the top layer of the tandem while also developing efficient low-bandgap cells for the bottom layer. The team will then develop efficient interconnecting semiconductor layers with low optical and electrical losses and study potential ways that these perovskite-perovskite tandem cells could degrade over time. The team will use this information to develop approaches to mitigate instability issues in perovskite-perovskite tandem cells in order to increase lifetime and lower costs, with the aim of developing a cell with greater than 25% efficiency."
Understanding Defect Activation and Kinetics in Next Generation CdTe Absorbers,Arizona State University,DE-EE0008754,Photovoltaics,node/790881 ,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,8/1/2019,1/31/2023,"$510,750.00 ","$175,000.00 ",Tempe,AZ,85280-0001,node/3686848,33.43,-111.93,Mariana Bertoni,"This project aims to improve the understanding of defects in cadmium telluride (CdTe) photovoltaic solar cells by revealing new information about the way defects form when the semiconductor is treated with chlorine or doped as part of the fabrication process. Doping and chlorine treatment in CdTe solar cell fabrication are both critical processes but advances to these processes often cancel each other out, which results in the open circuit voltage of the solar cell remaining stagnant. The team will focus on using nanoscale X-ray imaging techniques and novel spectroscopic approaches to visualize the formation of defects during chlorine treatment under various conditions. The team will use this information to optimize the process to make these cells, improving open circuit voltage and helping to drive down costs."
Improved Solar Cell Performance and Reliability through Advanced Defect Characterization and Growth Studies,Ohio State University,DE-EE0008755,Photovoltaics,node/790881 ,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,7/15/2019,12/14/2022,"$1,086,000.00 ","$375,000.00 ",Columbus,OH,43210-1016,node/3686848,39.961176,-82.998794,Aaron Arehart,"Copper indium gallium selenide (CIGS) photovoltaic solar cells experience defects that reduce efficiency but researchers have been unable to eliminate these defects. If resolved, efficiency could improve as much as 4% from approximately 19% to approximately 23%. This team will connect the measured defects to their physical sources using chemical and nano-structural techniques and other photoluminescence-based techniques. Using advanced, physics-based modeling, the team will identify and test CIGS growth conditions of the absorber layer in order to improve cell performance, lower device instabilities, and lower degradation rates which could improve reliability and lower the levelized cost of energy."
Application of Manufacturing Quality Management Principles to Photovoltaics System Installations,Institute for Building Technology and Safety,DE-EE0008756,Photovoltaics,node/791371,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,10/1/2019,10/31/2021,"$1,489,675 ","$374,094.00 ",Ashburn,VA,20147,node/3686848,39.04237,-77.48724,Paul Hancher,"This award will research and develop a cloud-based software platform that will allow sophisticated quality management (QM) processes to be accessible to local and regional stakeholders, including solar installers, building/code officials, and inspectors."
Product Innovation to Increase Low- to Moderate-Income Customers: Adoption of Community Solar Photovoltaics,Solstice Initiative,DE-EE0008757,Photovoltaics,node/791371,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,9/1/2019,10/31/2022,"$1,235,634 ","$308,908.00 ",Cambridge,MA,02139-3347,node/3686848,42.364756,-71.103259,Stephanie Speirs,"In the process of designing a contract innovation study and producing contract prototypes, Solstice will need to conduct preliminary research on the current contracts available in the American community solar market. Additionally, Solstice will ensure the prototypes produced are externally validated and commercially viable. Solstice will also conduct a number of outreach, scoping, and networking tasks in order to obtain the necessary MOUs."
Bringing LMI Solar Financing Models to Scale,Clean Energy States Alliance,DE-EE0008758,Photovoltaics,node/791371,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,10/1/2019,3/31/2023,"$1,023,239 ","$277,250.00 ",Montpelier,VT,05602-2957,node/3686848,44.280927,-72.619508,Anthony Vargo,"There have been several pilot and small-scale efforts to tackle the challenges of financing low- to moderate- income (LMI) projects, but there hasn't been a multi-state or region-wide initiative. This project will research three new solar program designs and associated financing models to expand and scale solar access to LMI single-family homes, mobile homes, and multifamily homes. This project will focus on analyzing the outcomes of these newly piloted business models then, when appropriate, assessing how they could be scaled to multiple states. Specifically, the team will analyze: the Connecticut Green Bank model to serve LMI single-family homeowners; the New Mexico state model to develop PV on a pole prototypes that can be inexpensively manufactured and installed widely at mobile homes; and the Clean Energy Group model to work with affordable housing organizations to use non-government funded loan guarantees and other strategies to finance solar and solar plus battery storage for multifamily affordable housing buildings."
Cyberguardians and STEM Warriors,SunSpec Alliance,DE-EE0008759,Soft Costs,node/791371,Funding Opportunity,Solar Energy Technologies Office Fiscal Year 2018 (SETO FY2018),SETO FY2018,Active,10/1/2019,9/30/2022,"$1,250,000 ",$0.00 ,Santa Clara,CA,95117-1848,node/4375240,37.353966,-121.952999,Thomas Tansy,"Robust solar industry growth is creating a shortage of U.S. workers who are knowledgeable in emerging distributed energy resource (DER) technologies including networking, operational software, smart advanced inverters, smart advanced PV modules, and cybersecurity. Retraining military veterans and other qualified individuals to fill workforce gaps in those technologies is the project focus. The project leverages the experience and contributions of DER and cybersecurity experts, educational organizations offering accreditation, and groups serving our nation's veterans to meet its goals.  To bridge this workforce skills gap, the Cyberguardians and STEM Warriors project will establish a complete learning and career advancement system for veterans, transitioning military personnel and other qualified individuals into the DER workforce. The project will guide participants successfully through the process of program/vocation selection, curriculum enrollment, academic mentoring, degree or certificate attainment, job board enrollment, introduction to hiring managers at DER companies, and successful job acquisition."
"Enabling Cybersecurity, Situational Awareness and Resilience in Distribution Grids with High Penetration of Photovoltaics (CARE-PV)",Kansas State University,DE-EE0008767,Systems Integration,node/791071,Funding Opportunity,Advanced Systems Integration for Solar Technologies,ASSIST,Active,8/1/2019,7/31/2022,"$2,110,790.00 ","$715,200.00 ",Manhattan,KS,66506-2703,node/4320647,39.1912,-96.5825,Bala Natarajan,Kansas State University will invent a compressive sensing method that requires fewer inputs than usual so grid operators can observe quickly changing grid conditions and determine vulnerabilities in critical infrastructure. The team is developing smart inverter controls to detect cyber intrusions and initiate network defenses. 
Faster-than-Real-Time Simulation with Demonstration for Resilient DER Integration,Electrical Distribution Design,DE-EE0008768,Systems Integration,node/791071,Funding Opportunity,Advanced Systems Integration for Solar Technologies,ASSIST,Active,11/1/2019,4/30/2023,"$3,471,670.00 ","$1,467,699.00 ",Blacksburg,VA,24060-2756,node/4320625,37.220949,-80.422801,Robert Broadwater,"Electrical Distribution Design will invent a technique to speed analysis of power flow using graphic trace analysis, or outputs from a bar graph instead of complex calculations, and then validate it in the field with its project partner, Pepco. This will enable evaluation of the distribution network down to the secondary network and allow for rapid detection of power system abnormalities caused by instability, cyber intrusion, or other factors."
AURORA: Autonomous and Resilient Operation of Energy Systems with Renewables,Siemens Corporation,DE-EE0008769,Systems Integration,node/791071,Funding Opportunity,Advanced Systems Integration for Solar Technologies,ASSIST,Active,12/1/2019,11/30/2022,"$3,793,140 ","$1,248,324.00 ",Princeton,NJ,85406,node/4320680,40.34427,-74.65502,Ulrich Muenz,Siemens Corporation will create a microgrid control system that can coordinate distributed microgrids to work together. The system will include a communications-free method to increase grid resilience and autonomously restore power during a blackout using smart inverters.
