CID,Project_Title,Awardee,Program_Area,DOE_Funding_Amount,Recipient_Type,Award_Type,State,FOA_Name,FOA_NodeID,Fiscal_Year_Awarded,Subprogram_Node,Project_Description,Status,Contact_email,Contact_url
DE-EE0006714,Icebreaker Foundation Engineering & Assessment,Lake Erie Energy Development Corporation,Offshore Wind,"$6,700,000 ",Private Industry,Other,OH,Alternate Project Designs for Offshore Wind Power,/node/778551,2015,/node/778401,"Lake Erie Energy Development Corporation assessed the technical and cost performance of the Icebreaker foundation throughout the East Coast and the Great Lakes as compared to other alternatives. At the end of this project, LEEDCo will complete: 100% front-end engineering design; installation, operations and maintenance plans; permitting and DOE NEPA process; and secure necessary power offtake arrangements. The dominant incumbent solutions in the offshore wind (OSW) market currently are the monopile and the jacket. The gravity base is among the existing solutions but has relatively low deployment level compared to the monopile and jacket. These solutions are not cost effective for Icebreaker, a 6 wind turbine generator (WTG) OSW project in Lake Erie, approximately 8 miles off the coast of Cleveland, OH, and by extension, Lake Erie. This presents an obstacle to reducing OSW LCOE, the ultimate objective. The primary purpose of this phase of the project was to assess new innovative WTG foundations suitable for Icebreaker and determine the most cost effective solution. Following the selection, the objective was to complete the engineering design of the target foundation for Icebreaker and to determine applicability in other offshore wind markets in the US. A more cost effective WTG foundation would reduce Balance of System costs and thereby reduce LCOE. The end point of the overall project is to construct and operate Icebreaker based on the new innovative foundation concept to demonstrate the solution and introduce it to the OSW market. Parallel activities to the Foundation Engineering & Assessment project included commercial activities to achieve a financially viable OSW project. The main objective was to arrange Power Purchase Agreements for the power output that could be used to secure non-recourse project debt and attract equity investor to fund the project. For more information, see <a href=""https://www.osti.gov/biblio/1435170"" target=""_blank"">the Project Icebreaker final report</a>. ",Active,,
DE-EE0006736,Development of On-Site Tapered Spiral Welding for Large Turbine Towers,Keystone Tower Systems,Next-Generation Technology Development and Manufacturing,"$999,826 ",Private Industry,Competitive Funding Opportunity Announcement,MA,U.S. Wind Manufacturing: Taller Towers FOA,/node/801596,2014,/node/778431,"Keystone Towers of Boston, Massachusetts implemented an on-site spiral welding system that enabled turbine towers to be produced directly at the installation site, freeing projects of transportation constraints. Adapted from an in-field welding process used by the pipe manufacturing industry, Keystone’s spiral welding technique has been scaled up to produce large diameter steel towers that are lighter than standard turbine towers, which will lower costs. By fabricating towers at the project site, diameters can exceed transport constraints, enabling towers that cost effectively scale to 180m+. This project has advanced a technology originally developed under a DOE Small Business Innovation Research grant towards commercial adoption by the wind industry.",Completed,,
DE-EE0006737,Hexcrete Tower for Harvesting Wind Energy at Taller Hub Heights,Iowa State University,Next-Generation Technology Development and Manufacturing,"$1,000,000 ",University/College,Competitive Funding Opportunity Announcement,IA,U.S. Wind Manufacturing: Taller Towers FOA,/node/801596,2014,/node/778431,"Iowa State University developed a hexagonal-shaped tower that combines high-strength concrete with pre-stressed steel reinforcements to assemble individual tower modules and wall segments that can be easily transported and joined together on-site. Due to the modular design, thicker towers capable of supporting turbines at increased heights (120 meters or 394 feet) can be produced at a reduced cost. The objectives were to: 
<ul>
<li>Design and optimize 120 m (394 ft) and 140 m (459 ft) tall towers and foundations to support 2.3 MW and 3.2 MW turbines. </li>
<li>Conduct complementary analytical studies.</li>
<li>Complete an experimental verification of the Hexcrete cell.</li>
<li>Experimentally evaluate fatigue behavior of Hexcrete members and connections.</li>
<li>Complete engineering drawings and erection plans.</li>
<li>Perform LCOE analyses for the tall Hexcerte towers.</li>
<li>Complete cost estimation of technology development and field deployment.</li>
<li>Formulate product development and commercialization plans.</li>
</ul> 
Several new technologies had been suggested for taller towers, but none of the options had shown to be cost competitive, as evidenced by the limited use and the inability to eliminate transportation and logistics challenges. The Hexcrete technology puts the manufacturer, contractor, and wind farm owners in charge of how the tower should be prefabricated and erected, avoiding any special transportation requirements. It offers versatilities in the use of materials, connection choice, location of prefabrication, erection sequence, and the possibility of combining concrete with steel tubular segments. Using High Performance Concrete (HPC) and Ultra High Performance Concrete (UHPC), the technology allowed the base dimension to be limited to that expected for steel tubular towers. Tower dimensions were governed by strength requirement, not fatigue loads, allowing the towers to be designed for 40 to 50 years of design life. Since the entire tower is post-tensioned to the foundation using unbonded tendons, it can also be detensioned and disassembled relatively easily, simplifying the decommissioning of the towers. 
",Completed,,
DE-EE0006801,Advanced High Torque Density Magnetically Geared Generator,University of North Carolina at Charlotte,Next-Generation Technology Development and Manufacturing,"$500,000 ",University/College,Competitive Funding Opportunity Announcement,NC,Technology Incubator for Wind Energy Innovations FOA,,2014,/node/778391,"The University of North Carolina at Charlotte designed and built a 30-kilowatt multistage magnetic gearbox, which was validated for reliability, efficiency, and its potential to operate more quietly than currently available generators. The project demonstrated that a magnetically geared generator has the potential to improve the reliability and efficiency of wind turbines. The objective of this project is to design, fabricate, and test a 30kW (@30RPM) magnetically geared generator (MGG). Initially, a 59:1 multistage magnetic gearbox (MSMG) was designed, constructed, and tested. Once that had been validated, a stator winding was integrated within the MSMG in order to demonstrate the MGG capability. An analytical MSMG model was also used to conduct scaling analysis with the goal of creating a conceptual design for a 5MW MSMG power take off. A cost comparison of the MGG was conducted. For more information, see <a href=""https://www.osti.gov/biblio/1494152-advanced-high-torque-density-magnetically-geared-generator"" target=""_blank""> Advanced High Torque Density Magnetically Geared Generator</a>.",Completed,,
DE-EE0006802,An Online Intelligent Prognostic Health Monitoring System for Wind Turbines,University of Nebraska at Lincoln,Next-Generation Technology Development and Manufacturing,"$1,499,981 ",University/College,Competitive Funding Opportunity Announcement,NE,Technology Incubator for Wind Energy Innovations FOA,,2014,/node/778391,"The University of Nebraska-Lincoln developed an online health monitoring system that uses the electric current signals produced by a turbine’s generator in order to track the generator’s performance and help determine when it needs to be repaired. This technology could reduce operating costs by decreasing unscheduled downtime due to unplanned maintenance. The objective of this project was to develop a low-cost, online, intelligent prognostic health monitoring system (PHMS) for wind turbines. The PHMS primarily uses current signals acquired from generator terminals or in the wind turbine control system to diagnose and prognose the faults and determine the health condition of the wind turbine system. In addition to current signals, the PHMS can also be used to include vibration signals in wind turbines to provide additional prognostic health monitoring capability and improved diagnosis and prognosis accuracy. Due to the fundamental difference between a wind turbine drivetrain and pitch system, different PHMSs were developed for drivetrains and pitch systems. In this project, the PHMSs developed were demonstrated on two types of wind turbine drivetrains. One type of drivetrain consists of a turbine rotor, blades, and an electrical generator, which are commonly used in direct-drive (no gearbox) wind turbines equipped with permanent-magnet synchronous generators (PMSGs). The other type of drivetrain consists of a turbine rotor, blades, a gearbox, and an electrical generator, which are commonly used in wind turbines equipped with doubly-fed induction generators (DFIGs). A typical pitch system consists of a direct current (DC) motor, a DC motor drive, a gearbox, and a pitch bearing. This project was the first to develop a complete set of methods using current signals for diagnosis and prognosis of wind turbine mechanical faults and the first to combine current and vibration signals for wind turbine fault diagnosis and prognosis. The PHMSs developed in this project outperformed the state-of-the-art wind turbine condition monitoring technologies in terms of cost, hardware complexity, implementation, accuracy, capability, and reliability. The PHMSs provided a low-cost, reliable solution for the wind industry to reduce the failure rate and level, O&M costs, and downtime, improve reliability, and extend the life of wind turbines.",Completed,,
DE-EE0006803,Stereo-Optic High Definition Imaging: A New Technology to Understand Bird and Bat Avoidance of Wind Turbines,BioDiversity Research Institute,Environmental Impacts and Siting,"$1,110,074 ",Non-Profit,Competitive Funding Opportunity Announcement,ME,Technology Incubator for Wind Energy Innovations FOA,,2014,/node/778451,"Biodiversity Research Institute (BRI), University of Maine Orono School of Computing and Information Science (UMaine SCIS), HiDef Surveying Limited (HiDef), and SunEdison (formerly First Wind) developed a stereo-optic camera system with near-infrared technology to investigate new methods for documenting aerofauna behavior around wind turbines. The stereo-optic camera system used two synced high-definition fisheye video cameras with on-board processing software that detects moving objects, which can be identified in post-processing. The stereoscopic imaging system offered the ability to extract depth information from pairs of images captured from different viewpoints. For more information, see <a href="" http://www.briloon.org/renewable/imaging"" target=""_blank"">Stereo-Optic High Definition Imaging: A New Technology to Understand Bird and Bat Avoidance of Wind Turbines</a>.",Completed,,
DE-EE0006804,The Incubation of Next-Generation Radar Technologies to Lower the Cost of Wind Energy,Texas Tech University,Atmosphere to electrons: Plant Optimization and Resource Characterization,"$1,389,900 ",University/College,Competitive Funding Opportunity Announcement,TX,Technology Incubator for Wind Energy Innovations FOA,,2014,/node/904576,"Texas Tech University in Lubbock developed a first-of-its-kind, radar-based prototype to measure the flow of wind through wind farms, which will increase data availability and lead to improved modeling. While radar platforms have been used extensively in meteorological applications, this is the first radar system specifically designed for wind energy research. This new design for a modular and portable system requires less power to operate and can measure larger areas than currently utilized conventional radar systems. The goal of this project was to revolutionize wind farm complex flow measurements. The feasibility of employing radar technology to measure wind plant relevant complex flows (e.g. turbine-to-turbine interaction, and/or turbine inflow and wake flow) was historically illustrated by Texas Tech University using the TTUKa radars. While maintaining unique advantages in resolution, scan speed and maximum range relative to other technologies, the existing TTUKa radars provided limited data availability in many non-precipitating (i.e. clear air) environments, did not operate in an autonomous manner, were susceptible to attenuation in moderate/heavy precipitation, and maintained water vapor and sea salt absorption issues that minimized performance offshore. These inherent limitations reduced the application of the technology to research oriented projects. This incubator project resulted in the development of a new DOE-X prototype radar which maintains similar spatial and temporal resolutions to that of the TTUKa radars, but mitigates the identified limitations leading to the potential for more widespread adoption. 
The new prototype radar will assist DOE and industry partners in developing smart wind farms, where energy extraction and loads mitigation are considered at the plant scale. By providing more reliable complex flow information at sufficient resolution from across an entire wind plant, the new radar technology opens the door for rapid validation of wind plant scale control concepts and related simulations. Given that there is up to a 30% reduction in plant performance due to turbine-to-turbine interaction alone, new optimization concepts at the plant level offer a tremendous opportunity to enhance the output from both new and existing wind plants and significantly lower the cost of energy. 
The developed DOE-X radar provides a cornerstone instrument to assist in this transition. The project complements the Energy Department’s ongoing Atmosphere to Electrons (A2e) Initiative, which aims to improve wind plant performance by increasing understanding of how wind moves throughout wind farms. 
The results of the study are documented in the report, <a href=""https://www.osti.gov/scitech/biblio/1364776-final-technical-report-incubation-next-generation-radar-technologies-lower-cost-wind-energy"" target=""_blank""> Final Technical Report: The Incubation of Next-Generation Radar Technologies to Lower the Cost of Wind Energy</a>.
For more information on work the U.S. Department of Energy and its national labs have done to minimize the effects of wind turbines on radar, see <a href=""https://www.energy.gov/sites/prod/files/2018/04/f51/WTRM_Factsheet_Final_2018.pdf"" target=""_blank"">Wind Turbine Radar Interference Mitigation Factsheet</a>.

",Completed,,
DE-EE0006898,Wind Forecasting Improvement Project in Complex Terrain near the Columbia River Gorge,Vaisala,Atmosphere to electrons: Plant Optimization and Resource Characterization,"$2,500,000 ",Private Industry,Competitive Funding Opportunity Announcement,CO; WA; OR,Wind Forecasting Improvement Project in Complex Terrain FOA,/node/778436,2014,/node/778436,"Vaisala will research the atmospheric processes that generate wind in mountain-valley regions to improve the wind industry's weather models for short-term wind forecasts, especially for those issued less than 15 hours in advance. Vaisala and its partners will use advanced meteorological equipment to analyze specific environmental characteristics that affect wind flow patterns in the Columbia River Gorge region of Washington and Oregon. Data collected during the project will be shared in near real-time with the National Oceanic and Atmospheric Administration (NOAA) and the Energy Department's national laboratories, and will be used to develop improved atmospheric simulations for the Weather Research and Forecasting model, a widely used weather prediction system. These new wind measurements and simulations will also be incorporated into NOAA's Numerical Weather Prediction models to improve short-term wind forecasts in complex terrain.",Active,,
DE-EE0007032,A Biometric Ultrasonic Whistle for Use as a Bat Deterrent on Wind Turbines,University of Massachusetts,Environmental Impacts and Siting,"$249,684 ",University/College,Competitive Funding Opportunity Announcement,MA,Bat Impact Minimization Technologies and Field Testing Opportunities FOA,,2015,/node/778451,"The University of Massachusetts, Amherst, developed a novel ultrasonic deterrent designed to cover the entire rotor-swept zone of a wind turbine. The deterrent design consisted of a series of ultrasonic pulse generators, or whistles modeled after that of a bat larynx, which responds in a non-linear fashion to small changes in air pressure, allowing for chaotic changes in frequency of sound produced.  The whistles were affixed to a wind turbine blade to passively produce ultrasonic sounds mimicking the spectrotemporal patterns of bat echolocation pulses as turbine blades spin, thereby enhancing the bats’ ability to detect, localize and avoid the moving blades. Initial prototype design were followed by an iterative process of modelling, three-dimensional fabrication, and testing to ensure performance over a range of conditions. Factors critical to success included reproduction of key features of bat larynx acoustic behavior in a man-made mechanical device, evaluation of acoustic performance through the use of a pressurized air-line and wind tunnel, and evaluation of deterrent properties on bats in the laboratory and field.
",Completed,,
DE-EE0007033,Texturizing Wind Turbine Towers to Reduce Bat Mortality,Texas Christian University ,Environmental Impacts and Siting,"$249,076 ",University/College,Competitive Funding Opportunity Announcement,TX,Bat Impact Minimization Technologies and Field Testing Opportunities FOA,,2015,/node/778451,"Texas Christian University recently completed their project to develop and testing coatings that alter the surface texture of wind turbine towers to potentially deter bats from approaching them. Preliminary research has shown that bats are attracted to the smooth surface of wind turbine towers, potentially sensing the smooth surface as a resource for food or water. The overall goal of this project was to develop a wind turbine tower coating that: 
<ul>
<li>Bats have little or no interest in approaching (i.e., wind turbine towers are not perceived or misperceived to be a resource).</li>
<li>Can be applied to operational wind turbine towers or incorporated into their manufacturing stage.</li>
<li>Is economically feasible to produce and apply.</li>
<li>When tested, effectively reduces bat activity, and therefore bat mortality, at operational wind turbines.</li>
</ul> 
TCU conducted various trials of turbine tower texture coatings with live bats in a controlled environment to determine which coatings bats were least likely to approach. They used this research to develop a coating process for a pilot test of the deterrent effect of the coatings at commercial scale turbines. Given certain project limitations, TCU's test results at commercial scale turbines were promising but, statistically inconclusive, requiring additional data to draw more rigorous conclusions.  
",Active,,
DE-EE0007034,Mounted Bat Impact Deterrence System,Frontier Wind ,Environmental Impacts and Siting,"$248,970 ",Private Industry,Competitive Funding Opportunity Announcement,CA,Bat Impact Minimization Technologies and Field Testing Opportunities FOA,,2015,/node/778451,"Frontier Wind is developing and testing an ultrasonic acoustic deterrent system comprised of an array of piezo-electric ultrasonic transmitters mounted along the length of turbine blades. The transmitters are designed to be installed along the blades of a turbine to enable coverage of the entire turbine rotor, potentially increasing bat deterrence. The goal of the project is to develop and demonstrate an effective bat impact deterrence system, which will reduce the need for operational curtailment - the current best practice for reducing bat fatalities at wind farms, which requires shutting off turbines during peak bat activity periods. A deterrent system that is as effective as curtailment will allow for normal wind farm operations and increased electricity generation compared to curtailment. Specific objectives of this project include designing and fabricating the deterrence system, assessing the effectiveness of the installed system in reducing bat fatalities at operating wind turbines, creating processes for installation on the population of operating turbines and new turbines, and creating system controller settings optimized for a range of bat species. ",Active,,
DE-EE0007035,Ultrasonic Bat Deterrent Technology,General Electric (GE) Power & Water,Environmental Impacts and Siting,"$625,000 ",Private Industry,Competitive Funding Opportunity Announcement,SC; IL,Bat Impact Minimization Technologies and Field Testing Opportunities FOA,,2015,/node/778451,"GE conducted research to advance the development of a turbine-integrated, air-powered ultrasonic bat deterrent device by refining their original design based on lab and field tests at an operating wind plant. Beginning in 2013, GE and California Ridge Wind Energy (CRWE) began testing their pneumatic deterrent device at an operating wind farm in Illinois. For these tests, 20 GE 1.6-100 wind turbines were outfitted with the deterrent device. Based on this independent development outside the scope of the DOE program, the device has been shown to be approximately 30% effective at reducing estimated bat mortality at the wind farm. These experiments indicated that while the device can be successful, additional information on bat behavior in the presence of deterrent noise is needed to refine the device and/or the deployment strategy to increase its effectiveness. The behavioral and farm test research conducted under the DOE project were designed to improve the initial test results of this technology by developing scientific and biological data that could be used to enhance the efficacy of the device and its deployment by exploring factors such as acoustic signal and device placement. The project objectives were to improve the effectiveness of the deterrent device to greater than 50% reduction in bat mortality through behavioral studies that will allow the team to refine the device (amplitude and/or frequency of the acoustic signal) and/or refine the deployment strategy (more devices, strategic placement). 
The DOE research culminated in a 2017 final report highlighting the results of the updated design and deployment modifications tests to the turbine-mounted deterrent system at the California Ridge Wind Energy facility. For more information, see <a href=""https://www.osti.gov/biblio/1421847-ultrasonic-bat-deterrent-technology"" target=""_blank""> Ultrasonic Bat Deterrent Technology Final Technical Report</a>.
",Completed,,
DE-EE0007036,Evaluating the Effectiveness of an Ultrasonic Acoustic Deterrent (UAD) in Reducing Bat Fatalities at Wind Energy Facilities,Bat Conservation International ,Environmental Impacts and Siting,"$624,040 ",Non-Profit,Competitive Funding Opportunity Announcement,TX,Bat Impact Minimization Technologies and Field Testing Opportunities FOA,,2015,/node/778451,"Bat Conservation International (BCI) recently completed research to advance the design of a pezio-electronic ultrasonic acoustic bat deterrent device, and carry out a full-scale validation of its effectiveness at a wind plant. The project will compare the deterrent’s ability to reduce impacts to bats against wind turbine curtailment—or turning turbines off when bats are most active—the primary mitigation measure currently in use. Specific objectives include:
<ul>
<li>Determining the best placement and orientation of the deterrent on a turbine to ensure the greatest effect, safety, compatibility, and functionality of the devices.</li>
<li>Assessing the performance of the technology under harsh weather conditions.</li>
<li>Quantifying the effectiveness of the deterrent in reducing bat fatality at wind turbines, given the specific placement and orientation of the devices.</li>
<li>Directly comparing the costs and benefits of the deterrents to operational minimization (i.e., feathering turbine blades and raising cut-in speeds of wind turbines).</li>
<li>and examining whether a synergistic interaction exists between operational minimization and deterrents.</li>
</ul>

",Active,,
DE-EE0007880,Evaluating the Effectiveness of a Camera-Based Detection System to Support Informed Curtailment and Minimize Eagle Fatalities at Wind Energy Facilities,American Wind Wildlife Institute,Environmental Impacts and Siting,"$781,621 ",Non-Profit,Competitive Funding Opportunity Announcement,DC; WY; OR,Wind Energy – Eagle Impact Minimization Technologies and Field Testing Opportunities,,2016,/node/778451,"This project will evaluate of the effectiveness of a technology intended to help reduce eagle collisions with wind turbines. IdentiFlight, developed by RES in collaboration with Boulder Imaging, is an autonomous aerial monitoring and detection system. High-precision optical technology installed atop an IdentiFlight tower detects, identifies, and tracks eagles flying within a one-kilometer hemisphere around the IdentiFlight tower.",Active,,
DE-EE0007881,Detection and Perception of Sound by Eagles and Surrogate Raptors,University of Minnesota,Environmental Impacts and Siting,"$250,000 ",University/College,Competitive Funding Opportunity Announcement,MN,Wind Energy – Eagle Impact Minimization Technologies and Field Testing Opportunities,,2016,/node/778451,"This project will map, for the first time, the hearing thresholds of bald and golden eagles. It will also assess, for the first time, the auditory performance of eagles in response to complex amplitude modulation and frequency modulation stimuli. Finally, the project will facilitate the primary testing of eagle deterrent systems by demonstrating that the red-tailed hawk can be used as a hearing surrogate for eagles, increasing the population of test subjects in field-based tests and allowing designers to work with birds that are more accessible and easier to handle.",Active,,
DE-EE0007882,Understanding the Golden Eagle sensory world to enhance detection and response to wind turbines,Purdue University,Environmental Impacts and Siting,"$250,000 ",University/College,Competitive Funding Opportunity Announcement,IN,Wind Energy – Eagle Impact Minimization Technologies and Field Testing Opportunities,,2016,/node/778451,"This project will characterize the visual and auditory physiology of golden eagles to provide information for technology developers to build a signaling system tuned to the golden eagle eyes and ears that enhances the detection of wind turbines (and ultimately reduce collisions). Researchers will measure key components of the visual and auditory systems of golden eagles and run simple behavioral tests in wildlife rehabilitation centers to determine the responses of golden eagles (attraction, avoidance, neutral) to combinations of visual and acoustic stimuli.",Active,,
DE-EE0007883,Evaluating the Effectiveness of a Detection and Deterrent System in Reducing Eagle Fatalities at Operational Wind Facilities,American Wind Wildlife Institute,Environmental Impacts and Siting,"$698,608 ",Non-Profit,Competitive Funding Opportunity Announcement,DC; CA; WY,Wind Energy – Eagle Impact Minimization Technologies and Field Testing Opportunities,,2016,/node/778451,"Liquen Consultoria Ambiental of Madrid, Spain, will seek to test the operational variability and efficacy of its DTBird impact minimization system, designed to reduce risks to bald and golden eagles at wind energy facilities, at two separate wind energy facilities.  DTBird utilizes a combined automated camera detection and deterrence system where an eagle is detected and tracked by a video system as it approaches a turbine. If the eagle travels within a defined risk area, an audible alerting and/or discouraging signal is triggered intending to cause the eagle to change direction and move out of the collision risk zone.",Active,,
DE-EE0007884,Eagle Take Minimization System,"Laufer Wind Group, LLC",Environmental Impacts and Siting,"$498,988 ",Private Industry,Competitive Funding Opportunity Announcement,NY; NH,Wind Energy – Eagle Impact Minimization Technologies and Field Testing Opportunities,,2016,/node/778451,"This project sought to develop and demonstrate an automated Eagle Take Minimization System that requires no human-in-the-loop to operate effectively and reliably. The Eagle Take Minimization System would have consisted of networked and sensor-fused commercial-off-the-shelf radars, pan-tilt-zoom cameras and a central controller computer that would interface with a wind turbine SCADA system. The impact minimization system aimed to detect, track, and reliably identify eagles at far enough range so that turbines near an eagle can be stopped to greatly reduce the risk of eagle death. Due to unforeseen circumstances, this project has been cancelled by the awardee. However, details of the project’s progress are documents in the report, <a href=""https://www.osti.gov/biblio/1460284-eagle-take-minimization-system"" target=""_blank"">Eagle Take Minimization System Final Report</a>.
For more information on work the U.S. Department of Energy and its national labs have done to minimize the effects of wind turbines on radar, see <a href=""https://www.energy.gov/sites/prod/files/2018/04/f51/WTRM_Factsheet_Final_2018.pdf"" target=""_blank"">Wind Turbine Radar Interference Mitigation Factsheet</a>.
",Completed,,
DE-EE0007885,"A Heterogeneous System for Eagle Detection, Deterrent, and Wildlife Collision Detection for Wind Turbines",Oregon State University,Environmental Impacts and Siting,"$562,085 ",University/College,Competitive Funding Opportunity Announcement,OR,Wind Energy – Eagle Impact Minimization Technologies and Field Testing Opportunities,,2016,/node/778451,"This project will develop an integrated system that detects eagles flying in proximity of wind turbines including flight trajectory prediction using a 360 degree camera. The team will use innovative processing in two stages to extract information from the images, both classifying eagles and determining whether they are flying towards the turbines: deep convolutional neural networks and a deep, recurrent neural network capable of extract information from images. The integrated system will also deter eagles using simple visual deterrents and determine whether a collision event has occurred using blade-mounted accelerometers.",Active,,
LabFacility,Wind Turbine Dynamometer Upgrade,National Renewable Energy Laboratory,Testing,"$9,950,000 ",National Laboratory,Other,CO,American Recovery and Reinvestment Act,nrel.gov/wind,2009,/node/778426,"The National Renewable Energy Laboratory designed, fabricated, constructed, installed, and commissioned a 5-megawatt dynamometer at the laboratory's National Wind Technology Center (NWTC). This new facility more than doubled the NWTC's capacity (rated power) for testing wind turbine drivetrains and has sufficient capacity to test the largest wind turbine drivetrains envisioned for land-based markets. The dynamometer allows for more complete simulation of wind turbine operating conditions than had been previously available. ",Completed,brian.smith@nrel.gov,https://www.nrel.gov/wind/facilities-dynamometer.html
SBIR1.1,Development of a Concentrated Winding Permanent Magnet Alternator for a Small Wind Turbine,Bergey Windpower Co.,Distributed Wind; Next-Generation Technology Development and Manufacturing,"$147,488 ",Private Industry,Competitive Funding Opportunity Announcement,OK,"Small Business Innovation Research Phase I, Release 2",,2018,/node/778421; /node/778431,"This project will develop an advanced high-performance alternator for an American-made small wind turbine for residential, farm and small business applications. The new alternator design will apply advanced concepts developed for hybrid electric vehicles.",Active,,
STTR1.1,SMART Wind Health: Development of an Inexpensive Prognostic Condition Monitoring/Control System for Distributed Wind Turbines,eFormative Options,Distributed Wind,"$150,000 ",Private Industry,Competitive Funding Opportunity Announcement,WA,"Small Technology Transfer Phase I, Release 2",,2018,/node/778421,"Wind turbine maintenance, particularly in remote locations, is a substantial cost, and industry leaders have identified inexpensive fault monitoring as a top priority to increase competitiveness. This research will utilize low-cost readily available sensors and processors to develop a commercial “SMART Wind Health Watch and Control System” addressing this need.",Active,,
SBIR1-2.1,Abrasion/Impact Resistant Coatings for Wind Turbine Blade Protection,Resodyn Corporation,Next-Generation Technology Development and Manufacturing,"$1,150,000 ",Private Industry,Competitive Funding Opportunity Announcement,MT,"Small Business Innovation Research Phase I and II, Release 2",,2018,/node/778431,"This project will develop a tough and durable coating to address the erosion of wind turbine blades that can be caused by winds, rain, ice and sand. The proposed solution promises to fill a key technological gap and address a critical need in the wind turbine industry.",Active,,
SBIR2.1,Thermodynamic Profiler for the Marine Atmospheric Boundary Layer Observations,"Boulder Environmental Sciences & Technology, LLC",Offshore Wind; Atmosphere to electrons: Plant Optimization and Resource Characterization,"$1,010,000 ",Private Industry,Competitive Funding Opportunity Announcement,CO,"Small Business Innovation Research Phase II, Release 2",,2018,/node/778401; /node/778436,"This project is developing remote sensor capable of observing vertical profiles of temperature and humidity from a buoy. When installed on an already existing buoy with a wind profiler, the buoy can replace an offshore meteorological mast and provide more complete information about the atmosphere at one tenth the cost.",Active,,
SBIR2.2,Advancing Technology for Offshore Wind Resource Characterizations,"Helios Remote Sensing Systems, Inc.",Offshore Wind; Atmosphere to electrons: Plant Optimization and Resource Characterization,"$999,998 ",Private Industry,Competitive Funding Opportunity Announcement,NY,"Small Business Innovation Research Phase II, Release 2",,2018,/node/778401; /node/778436,"There is a need for technology innovation in development of a low-cost marine atmospheric boundary layer (MABL) measurement system which could serve as a core element of a buoy-based data collection network for the offshore renewable energy industry. The objective of this research and development effort is to develop a low cost, low power, fully coherent, marine atmospheric boundary layer wind profiling Doppler radar measurement system which could serve as a lower-cost alternative to existing measurement technologies.
For more information on work the U.S. Department of Energy and its national labs have done to minimize the effects of wind turbines on radar, see <a href=""https://www.energy.gov/sites/prod/files/2018/04/f51/WTRM_Factsheet_Final_2018.pdf"" target=""_blank"">Wind Turbine Radar Interference Mitigation Factsheet</a>. 
",Active,,
SBIR1-2.2,Innovative Deepwater Mooring for Floating Offshore Wind ,"Triton Systems, Inc.",Offshore Wind,"$1,164,793 ",Private Industry,Competitive Funding Opportunity Announcement,MA,"Small Business Innovation Research Phase I and II, Release 2",,2018,/node/778431,The cost of anchoring offshore floating wind turbines is an obstacle to reducing the cost of energy from offshore floating wind projects and presents an opportunity for savings. Triton will address the opportunity with an innovative deep water anchoring system that will lower capital expenditure costs for wind farm development.,Active,,
DE-SC0004267,Weathervane Optimizer,Michigan Aerospace Corporation,Next-Generation Technology Development and Manufacturing; Atmosphere to electrons: Plant Optimization and Resource Characterization,"$635,429 ",Private Industry,Competitive Funding Opportunity Announcement,MI,"Small Business Innovation Research Phase I, Release 2",,2015,/node/778391; /node/904576,"The goal Michigan Aerospace Corporation’s Weathervane Optimizer Phase 2 program was to develop software and hardware for modern Wind Turbine Generators (WTGs) that allow for the prediction of turbine component failures and the prevention of catastrophic turbine damage during extreme wind events. The long-term objective of this work was to introduce advanced control strategies and Lidar sensors that will ultimately reduce the cost of energy (CoE) in the wind market by improving WTG lifetime and efficiency.
During Phase 2, major technical achievements has been accomplished on three fronts: 
<ul>
<li>Progress toward a viable ultraviolet (UV) Lidar (light detection and ranging) sensor for the advanced measurement of the wind flow field incident on the turbines.</li>
<li>The development of flexible, powerful Condition Monitoring (CM) algorithms and predictive analytics, based primarily on Bayesian networks and influence diagrams.</li>
<li>The development of control strategies that combine the power of CM with feed-forward Lidar measurements to improve the lifetime and efficiency of WTGs.</li>
</ul> 


",Completed,,
