CID,Project_Title,Awardee,Program_Area,DOE_Funding_Amount,Recipient_Type,Award_Type,State,FOA_Name,FOA_NodeID,Fiscal_Year_Awarded,Subprogram_Node,Project_Description,Status,Contact_email,Contact_url
DE-EE0000541,Southern Utah Wind Power Educational Consortium for Workforce Development ,Southwest Applied Technology College,"Workforce Development, Education, and Stakeholder Engagement","$50,000 ",University/College,Competitive Funding Opportunity Announcement,UT,20% Wind by 2030 FOA,,2009,/node/793916,Southwest Applied Technology College provided students with the practical or applied components of wind energy jobs by replicating actual on-the-job scenarios. This project succeeded in training competent and confident wind energy technicians while providing the dual benefit of attracting more projects and bringing more jobs and economic development to Utah.,Completed,,
DE-EE0000542,Valley Wind Program,Texas State Technical College West Texas,"Workforce Development, Education, and Stakeholder Engagement","$198,206 ",University/College,Competitive Funding Opportunity Announcement,TX,20% Wind by 2030 FOA,,2009,/node/793916,"Texas State Technical College West Texas transferred an online course to its sister campus, Texas State Technical College Harlingen, so that it can begin serving the industry in the Texas Gulf Coast wind corridor. The Valley Wind Program is a one-year course in which 30 students receive instruction on the basics of wind energy and the operation and maintenance of wind turbines.",Completed,,
DE-EE0000543,Offshore Wind Energy Systems Engineering Course Development ,University of Massachusetts,"Workforce Development, Education, and Stakeholder Engagement; Offshore Wind","$252,687 ",University/College,Competitive Funding Opportunity Announcement,MA,20% Wind by 2030 FOA,,2009,/node/793916; /node/778401,The University of Massachusetts developed a formal course entitled “Offshore Wind Energy Systems Engineering” and will disseminate the course content and materials for use across the United States. The University plans to make continued updates to the Web-based course material in the future.,Completed,,
DE-EE0000544,Integration of Wind Energy Systems into Power Engineering Education Program,University of Wisconsin–Madison,"Workforce Development, Education, and Stakeholder Engagement","$399,931 ",University/College,Competitive Funding Opportunity Announcement,WI,20% Wind by 2030 FOA,,2009,/node/793916,The University of Wisconsin–Madison has provided graduate students with a renewable energy systems course that allows students to learn about the state-of-the-art in renewable applications. Course work includes engineering calculations of power and energy availability of renewable energy sources and requirements for integrating renewable energy sources into production.,Completed,,
DE-EE0000545,Southeast Wisconsin Wind Energy Educational Collaborative,University Wisconsin–Milwaukee,"Workforce Development, Education, and Stakeholder Engagement","$330,175 ",University/College,Competitive Funding Opportunity Announcement,WI,20% Wind by 2030 FOA,,2009,/node/793916,The University of Wisconsin–Milwaukee developed a wind energy curriculum that creates a career ladder for southeastern Wisconsin graduates to enter or advance in the wind industry.,Completed,,
DE-EE0000546,Fellowships for Students Pursuing Interdisciplinary Master of Science with a Focus in Wind Energy,University of Wyoming,"Workforce Development, Education, and Stakeholder Engagement","$195,703 ",University/College,Competitive Funding Opportunity Announcement,WY,20% Wind by 2030 FOA,,2009,/node/793916,"The University of Wyoming has developed well-trained students with enough breadth and depth in the wind energy field to advance wind turbine technology, contribute to the development of wind plants, manage wind energy projects, and integrate wind energy generated electricity with the grid, among other capabilities.",Completed,,
DE-EE0000547,"Swift Wind Turbine Marketed in North America by Cascade Engineering, Inc","Cascade Engineering, Inc.",Distributed Wind; Testing,"$100,000 ",Private Industry,Competitive Funding Opportunity Announcement,MI; CO,20% Wind by 2030 FOA,,2009,/node/778421; /node/778426,"Cascade Engineering performed comprehensive testing of the Swift Wind Turbine at the National Renewable Energy Laboratory’s National Wind Technology Center. This testing assessed the Swift Wind Turbine’s ability to meet Small Wind Certification Council Standards for performance, duration, and acoustic emissions.",Completed,,
DE-EE0000549,Testing the Viryd 8000 to Verify a Lower Cost of Energy,Viryd Technologies,Distributed Wind; Testing,"$65,000 ",Private Industry,Competitive Funding Opportunity Announcement,TX; CO,20% Wind by 2030 FOA,,2009,/node/778421; /node/778426,"Viryd Technologies tested its small wind turbine model—the Viryd 8000—to demonstrate its improved annual energy production capacity, lower system cost, and overall energy efficiency.",Completed,,
DE-EE0001359,Advanced Composite Wind Turbine Blade Design Based on Durability & Damage Tolerance,Alpha STAR Corporation,Next-Generation Technology Development and Manufacturing,"$457,007 ",Private Industry,Competitive Funding Opportunity Announcement,CA,20% Wind by 2030 FOA,,2009,/node/778391,"AlphaSTAR Corporation created a multi-scale, progressive failure analysis system and applied it to the assessment and certification of wind turbine blades made with lightweight, advanced composite materials. The system combined durability and damage tolerance analysis with virtual design and testing capabilities. The final simulation tool can help manufacturers test and produce durable, lightweight, long-cost, long-lasting wind turbines.",Completed,,
DE-EE0001360,Remote Structural Health Monitoring and Advanced Prognostics of Wind Turbines,Analatom,Next-Generation Technology Development and Manufacturing,"$172,000 ",Private Industry,Competitive Funding Opportunity Announcement,CA,20% Wind by 2030 FOA,,2009,/node/778391,"Analatom developed a fault detection and diagnostic data collection system that provides early indications of unscheduled emergency shutdown of wind turbine systems. The company determined various ways to measure abnormal behaviors in components and applied it to a system that can provide earlier detection of pitch rate failure, low oil pressure failure, and gearbox gear-tooth failure.",Completed,,
DE-EE0001361,Carbon Nanotube Reinforced Polyurethane Composites for Wind Turbine Blades,"Bayer Material Science, LLC",Next-Generation Technology Development and Manufacturing,"$750,000 ",Private Industry,Competitive Funding Opportunity Announcement,PA,20% Wind by 2030 FOA,,2009,/node/778391,"Bayer MaterialScience assessed the performance of polyurethane-based composites versus other materials used for wind turbine blades. The team performed additional testing and research on the use of carbon nanotubes to add strength to both polyurethane-based and common non-polyurethane based blades. Their research showed that use of polyurethane-based composite designs resulted in improved performance of wind blades, and will inform future research and testing.",Completed,,
DE-EE0001362,Gearbox Durability Study,"DNV Global Energy Concepts, Inc.",Next-Generation Technology Development and Manufacturing,"$399,616 ",Private Industry,Competitive Funding Opportunity Announcement,WA,20% Wind by 2030 FOA,,2009,/node/778391,"DNV Global Energy Concepts collected and analyzed data from wind turbine gearboxes and additional operational data in order to understand the root causes of wind turbine failures and to advance gearbox design and reliability. DNV’s analysis led to the development of guidelines for early detection of malfunctions and failure. Their final report identified several key indicators that should be monitored to maintain gearbox health, and summarized industry recommendations for health management. Connections uncovered in the course of this study – involving operational conditions, gearbox type and lot, maintenance practices, and gearbox health - will be used to build a framework for recommended practices for gearbox health monitoring. DNV plans to further develop this framework into a formal Recommended Practice as part of the ongoing National Renewable Energy Laboratory Gearbox Reliability Collaborative project.",Completed,,
DE-EE0001364,Full Life Wind Turbine Gearbox Lubricating Fluids,Dow Corning Corporation,Next-Generation Technology Development and Manufacturing,"$745,189 ",Private Industry,Competitive Funding Opportunity Announcement,MI,20% Wind by 2030 FOA,,2009,/node/778391,"Dow Corning Corporation evaluated a new lubricant for wind turbine gearboxes to increase efficiency, extend technology lifespan, and improve overall reliability. The tested lubricant demonstrated an increase in equipment life and great potential to reduce turbine damage resulting from normal operation.",Completed,,
DE-EE0001366,Online Nonintrusive Condition Monitoring and Fault Detection for Wind Turbines,"University of Nebraska-Lincoln, Board of Regents",Next-Generation Technology Development and Manufacturing,"$380,398 ",University/College,Competitive Funding Opportunity Announcement,NE,20% Wind by 2030 FOA,,2009,/node/778391,The University of Nebraska-Lincoln has developed online nonintrusive condition monitoring and fault detection (CMFD) methods for wind turbines. The technologies developed were based on advanced signal processing and statistical analysis techniques and used wind generator electrical measurements. The project’s proposed technologies provide an alternative to vibration-sensor-based CMFD and can reduce the cost and hardware complexity of wind turbine CMFD systems.,Completed,,
DE-EE0001367,Wind Turbine Manufacturing Process Monitoring,General Electric,Next-Generation Technology Development and Manufacturing,"$697,769 ",Private Industry,Competitive Funding Opportunity Announcement,NY,20% Wind by 2030 FOA,,2009,/node/778431,"General Electric developed an advanced inline inspection system using probes that can be combined with automated composite material placement equipment to economically manufacture high performance and reliable wind turbine blade spar caps, which provide structural support to blades. Various inspection probe prototypes, including the optical system prototype and the air-coupled ultrasound array probe, have been designed and tested, and were incorporated into the final production system. Cost-benefit analysis and technical feasibility of the process models and equipment were continually assessed to inform improvements to the process, which will lead to more efficient wind turbine component manufacturing.",Completed,,
DE-EE0001368,Condition Based Maintenance for Wind Farms,Honeywell International,Next-Generation Technology Development and Manufacturing,"$690,386 ",Private Industry,Competitive Funding Opportunity Announcement,MN,20% Wind by 2030 FOA,,2009,/node/778391,Honeywell International developed a Condition Based Maintenance (CBM) system for wind turbines that continuously monitors turbine health. The project applied a dual approach of vibration and performance monitoring.,Completed,,
DE-EE0001369,Turbine Reliability and Operability Optimization through the Use of Direct Detection LIDAR,Michigan Aerospace Corporation,Next-Generation Technology Development and Manufacturing; Atmosphere to electrons: Plant Optimization and Resource Characterization,"$635,429 ",Private Industry,Competitive Funding Opportunity Announcement,MI,20% Wind by 2030 FOA,,2009,/node/778391; /node/904576,"Michigan Aerospace Corporation developed a next generation ultraviolet LiDAR system. Under this project, the company performed LiDAR performance modeling, as well as LiDAR feed-forward control system modeling and simulation. The company’s LiDAR unit provided multi-range volumetric measurement of wind speed, direction, temperature, and density simultaneously at both long and short ranges. Michigan Aerospace is now refining their system using the results of the modeling and simulation to demonstrate the total system solution for wind turbine control, involving the UV LiDAR, condition monitoring and decision-making software, and advanced control techniques.
",Completed,,
DE-EE0001370,"Automated Welding, Forming, and Coating for On-Site Fabricated, Self-Erected Utility-Scale Wind Towers",Native American Technologies Corporation,Next-Generation Technology Development and Manufacturing,"$749,739 ",Private Industry,Competitive Funding Opportunity Announcement,CO,20% Wind by 2030 FOA,,2009,/node/778431,"Native American Technologies Corporation developed a comprehensive automated process to efficiently produce the UltraTall Tower for wind turbines. The corporation focused on improving the welding, forming, and costing processes to increase productivity and reduce the time needed to create cost-competitive towers, which will enhance the United States’ contribution to global tower manufacturing.",Completed,,
DE-EE0001371,Advanced Manufacturing and Supply Chain Automation,"Northern Power Systems, Inc.",Next-Generation Technology Development and Manufacturing,"$683,388 ",Private Industry,Competitive Funding Opportunity Announcement,VT,20% Wind by 2030 FOA,,2009,/node/778431,"Northern Power Systems developed and implemented a comprehensive manufacturing, vendor quality integration, and product warranty support system. This system was tested at one initial assembly facility and will be expanded to additional supply chain manufacturing facilities. The project will significantly improve the company’s capacity to deliver its turbines. The support system was shared with the industry to improve the overall commercial viability of wind turbines.",Completed,,
DE-EE0001372,Wind Blade Manufacturing Innovation,"PPG Industries, Inc.",Next-Generation Technology Development and Manufacturing,"$741,754 ",Private Industry,Competitive Funding Opportunity Announcement,PA; NC,20% Wind by 2030 FOA,,2009,/node/778431,"PPG Industries studied, identified, and demonstrated the feasibility of a systems-based application of automated fabrication technology to create wind turbine blades. PPG collaborated with MAG Industrial Automation Systems to create fiberglass composite wind blades that have improved mechanical performance and have lower production costs than PPG’s previous blades.",Completed,,
DE-EE0001373,Advanced High Power Density Permanent Magnet Wind Generators,"QM Power, Inc.",Next-Generation Technology Development and Manufacturing,"$308,005 ",Private Industry,Competitive Funding Opportunity Announcement,MO,20% Wind by 2030 FOA,,2009,/node/778391,"QM Power designed and tested a scalable direct drive, permanent magnet generator for use in medium- to large-scale (25kW-3MW) direct drive and geared permanent magnet wind generator wind turbine designs. The permanent magnet generator technology will increase reliability and decrease maintenance costs by eliminating the gear-speed increaser, which is susceptible to significant levels of fatigue in wind generators.",Completed,,
DE-EE0001374,Effect of Manufacturing-Induced Defects on Reliability of Composite Wind Turbine Blades,University of Massachusetts–Lowell,Next-Generation Technology Development and Manufacturing,"$401,885 ",University/College,Competitive Funding Opportunity Announcement,MA,American Recovery and Reinvestment Act,,2009,/node/778431,"The University of Massachusetts-Lowell designed and demonstrated approaches to minimize manufacturing flaws in the production of wind turbine blades. The University analyzed current critical flaw criteria based on performance assessments, created new methods to enable early detection of flawed blades, and established best practices for quality control.",Completed,,
DE-EE0001375,Best Practices and Advances in Strategies and Decision Support Systems for Integrating Wind Energy for Reliable Grid Operations,AREVA Federal Services and Alstom Grid,Grid Integration,"$274,094 ",Private Industry,Competitive Funding Opportunity Announcement,MD,20% Wind by 2030 FOA,,2009,/node/778441,"AREVA and a team of investigators surveyed 33 operators of electric power systems in 18 countries about wind integration, their operating policies, best practices, examples of excellence, lessons learned, and decision support tools now in place to formulate overall recommendations for utilities. For more information, see <a href="" http://www1.eere.energy.gov/wind/pdfs/doe_wind_integration_report.pdf"" target=""_blank""> Strategies and Decision Support Systems for Integrating Wind Energy for Reliable Grid Operations Final Report</a>.",Completed,,
DE-EE0001376,Balancing Authority Cooperation Concepts to Reduce Variable Generation Integration Costs in the Western Interconnection,Western Electricity Coordinating Council,Grid Integration,"$244,800 ",Non-Profit,Competitive Funding Opportunity Announcement,UT,20% Wind by 2030 FOA,,2009,/node/778441,"The Western Electricity Coordinating Council researched, on an interconnection-wide basis, the effects of various balancing cooperation strategies. The project investigated a market of cooperative mechanism to efficiently deliver electrical services and compared various integration strategies, reducing integration costs and improving regional reliability.
",Completed,,
DE-EE0001377,Integrating Midwest Wind Energy into Southeast Electricity Markets,Electric Power Research Institute,Grid Integration,"$398,351 ",Non-Profit,Competitive Funding Opportunity Announcement,TN,20% Wind by 2030 FOA,,2009,/node/778441,"The Electric Power Research Institute analyzed the benefits of different balancing approaches with increasing levels of interregional cooperation. Scenarios were defined, modeled, and investigated to address production variability and uncertainty, and the associated balancing of large quantities of wind power in one region and delivery to energy markets in another.",Completed,,
DE-EE0001378,"Documentation, User Support, and Verification of Wind Turbine and Plant Models",EnerNex Corporation,Grid Integration,"$683,655 ",Private Industry,Competitive Funding Opportunity Announcement,TN,20% Wind by 2030 FOA,,2009,/node/778441,"EnerNex validated the appropriate use of generic wind turbine models for transmission network analysis. The project allowed transmission planning engineers to apply with confidence the generic models for network studies involving commercial wind turbines sold into the U.S. market, in full compliance with North American Electric Reliability Corporation (NERC) standards and guidelines.",Completed,,
DE-EE0001379,Hawaiian Utility Integration Initiatives (H.U.I.) to Enable Wind,Hawaiian Electric Company,Grid Integration,"$749,855 ",State/Local Government,Competitive Funding Opportunity Announcement,HI,20% Wind by 2030 FOA,,2009,/node/778441,"Hawaiian Electric Company initiated a collaborative process to design more responsive grids with real-time information and advance control benefits. This design allows the system operator to detect, measure, and reliably respond to wind variability. The project aligned resources from its various partners to ensure adequate planning of future infrastructure changes and reliable integration of resource flexibility for maintaining and operating a sustainable island grid. The overall project included utilities on Oahu, Hawaii, Maui, Molokai, and Lanai. The work completed to date has provided foundational information to jumpstart initiatives and established some pathways for future utility initiatives toward meeting Hawaii and national energy goals. The results of the study are documented in the report, <a href=""https://www.osti.gov/scitech/biblio/1049311-hawaii-utility-integration-initiatives-enable-wind-wind-hui-final-technical-report"" target=""_blank"">Mid-Atlantic Wind: Overcoming the Challenges</a>.",Completed,,
DE-EE0001380,Recovery Act: WINS: Market Simulation Tool for Facilitating Wind Energy Integration,Illinois Institute of Technology,Next-Generation Technology Development and Manufacturing,"$699,877 ",University/College,Competitive Funding Opportunity Announcement,IL,20% Wind by 2030 FOA,,2009,/node/778391,The overall objective of this project is to develop a decision tool for facilitating wind energy integration. The decision tool is referred to as the Wind INtegration Simulator (WINS) that can facilitate the analyses for the integration of 20% or more wind energy.,Completed,,
DE-EE0001381,Investigating Short Circuit Models for Wind Turbine Generators,"New Mexico State University, Board of Regents",Grid Integration,"$272,797 ",University/College,Competitive Funding Opportunity Announcement,NM,20% Wind by 2030 FOA,,2009,/node/778441,"New Mexico State University researched the control strategy of power converters used in wind turbine generators (WTGs), device protection features within the converters, and the control of the reactive support devices. This research enables more effective planning for grid integrated wind turbines. These data were incorporated into generic simulated models of the WTGs. The University also simulated the connection of such models to an equivalent grid and estimated realistic, time-dependent, short-circuit models for each type of wind turbine generator.",Completed,,
DE-EE0001382,Strategies for Voltage Control and Transient Stability Assessment,"University of Michigan, Board of Regents",Grid Integration,"$413,534 ",University/College,Competitive Funding Opportunity Announcement,MI,20% Wind by 2030 FOA,,2009,/node/778441,The University of Michigan established systematic analysis techniques for assessing the impact of wind-induced fluctuations on grid volt- ages and transformer tapping. The project established methods for determining the optimal balance between static and dynamic reactive resources for controlling voltage. The project also developed procedures for assessing the impact of large-scale wind generation on the dynamic performance of power systems.,Completed,,
DE-EE0001383,Multi-Level Energy Storage and Controls for Large-Scale Wind Energy Integration,University of Denver,Grid Integration,"$265,212 ",University/College,Competitive Funding Opportunity Announcement,CO,20% Wind by 2030 FOA,,2009,/node/778441,"The University of Denver facilitated wind energy integration at different levels through the design and control of suitable energy storage systems for the balancing control center, wind power plant, and wind turbine generator levels. The project designed innovative energy storage architectures and associated controls for high wind penetration to increase reliability and market acceptance of wind power.",Completed,,
DE-EE0001384,Upstream Measurements of Wind Profiles with Doppler LiDAR for Improved Wind Energy Integration,"University of Colorado, Board of Regents",Grid Integration,"$233,082 ",University/College,Competitive Funding Opportunity Announcement,CO,20% Wind by 2030 FOA,,2009,/node/778441,"The University of Colorado has produced new upstream measurements of wind profiles over the altitude range of wind turbines using a scanning Doppler LiDAR technology. These long-range, high-quality measurements are providing improved wind power forecasts for wind energy integration into the power grid.",Completed,,
DE-EE0001385,Techno-Economic Modeling of the Integration of 20% Wind and Large-Scale Energy Storage in ERCOT by2030,University of Texas-Austin,Grid Integration,"$507,628 ",University/College,Competitive Funding Opportunity Announcement,TX,20% Wind by 2030 FOA,,2009,/node/778441,"The University of Texas-Austin identified the economic and technical considerations for operating an electric grid in a reliable manner as more wind power capacity is installed and as more wind energy is generated within the grid. The project provided an understanding of the role that large scale energy storage technologies, such as compressed air energy storage, can technically and economically play in the context of the Electric Reliability Council of Texas’s (ERCOT’s) system.",Completed,,
DE-EE0001386,Lithium-Ion Ultracapacitors Integrated with Wind Turbines Power Conversion Systems to Extend Operating Life and Improve Output Power Quality,The University of Wisconsin-Milwaukee,Grid Integration,"$402,266 ",University/College,Competitive Funding Opportunity Announcement,WI,20% Wind by 2030 FOA,,2009,/node/778441,"The University of Wisconsin-Milwaukee developed a scaled model that pulls mechanical power surges off the drivetrain and into a lithium-ion capacitor. The capacitor dispatches the surges to the grid, protecting wind turbine performance during power system surges. By characterizing an integrated system of lithium-ion capacitor energy storage and power conversion that extends mechanical operation, this project can help to provide higher power efficiency for wind turbines, and improve the quality of their energy and power output.",Completed,,
DE-EE0001387,Improving Reliability of Transmission Grid to Facilitate Integration of Wind Energy in Tri-State G&T and AECI,"V&R Energy Systems Research, Inc. ",Grid Integration,"$390,004 ",Private Industry,Competitive Funding Opportunity Announcement,CA,20% Wind by 2030 FOA,,2009,/node/778441,"V&R Energy Systems Research conducted a study to ensure reliable operation of the transmission grid while integrating high levels of wind generation. The study established and demonstrated a comprehensive framework for transmission planning analysis of wind interconnection impacts using the Physical and Operational Margins (POM) Suite, the fastest commercially-available application for contingency analysis and transmission system optimization.",Completed,,
DE-EE0001388,Use of Real-Time Offsite Observations as a Methodology for Increasing Forecast,"WINData, Inc.",Grid Integration,"$398,966 ",Private Industry,Competitive Funding Opportunity Announcement,MT,20% Wind by 2030 FOA,,2009,/node/778441,"WINData demonstrated the value of well-located, off-site, real-time sensors in reducing the uncertainty in the short-term forecasting of ramp events, or unforeseen phenomena that result in a temporary, measurable reduction in generation. The project identified the advantages of leveraging data from the OSIsoft Process Information System into next-generation data retrieval and its subsequent integration into power system operations centers.",Completed,,
DE-EE0002393,Alaska Wind Energy Research Project,Alaska Energy Authority,Next-Generation Technology Development and Manufacturing; Atmosphere to electrons: Plant Optimization and Resource Characterization,"$259,185 ",State/Local Government,Other,AK,Determination of Non-Competive Financial Assistance,,2009,/node/778391; /node/904576,Alaska Energy Authority used modeling and analysis to determine the best performing wind energy systems for Alaska. This project included upgrading the HOMER wind-diesel-solar hybrid modeling software; performing long-term meteorological tower studies for icing impacts and turbine performance; collecting performance data for remote power systems; and evaluating a Light Detection and Ranging (LiDAR) wind detection system to inform future improvements.,Completed,,
DE-EE0002734,Wide Area Wind Field Monitoring,Utah State University,Atmosphere to electrons: Plant Optimization and Resource Characterization,"$60,925 ",University/College,Competitive Funding Opportunity Announcement,UT,20% Wind by 2030 FOA,,2009,/node/778436,Utah State University created a prototype scanning LiDAR system that creates three-dimensional dynamic wind fields for characterization and monitoring of wind energy sites. An existing LiDAR system was adapted and reformatted to successfully generate dynamic volume images.,Completed,,
DE-EE0002735,An Experimental and Theoretical Investigation of Micropitting in Wind Turbine Gears and Bearings,Ohio State University,Next-Generation Technology Development and Manufacturing,"$310,760 ",University/College,Competitive Funding Opportunity Announcement,OH,20% Wind by 2030 FOA,,2009,/node/778391,"Ohio State University applied a twin-disk type test machine to simulate wind turbine transmission contacts in terms of their kinematics (rolling and sliding speeds), surface roughness, material parameters and lubricant conditions. A test matrix that represents the ranges of contact conditions of the wind turbine gear boxes, including both gear and bearing contacts, was defined and executed to bring an empirical understanding to the micropitting problem in terms of key contact parameters and operating conditions. The project developed the first deterministic micro-pitting model based on a mixed elastohydrodynamic lubrication formulations and multi-axial near-surface crack initiation model. This proposed model is suitable for identifying the mechanisms leading to micro-pitting of gear and bearing surfaces of wind turbine gear boxes, including all key material, lubricant and surface engineering aspects of the problem, and providing solutions to these micro-pitting problems.",Completed,,
DE-EE0002979,"A World-Class University-Industry Consortium for Wind Energy Research, Education, and Workforce Development",Illinois Institute of Technology,"Workforce Development, Education, and Stakeholder Engagement; Grid Integration","$7,900,000 ",University/College,Competitive Funding Opportunity Announcement,IL,Wind University Consortia FOA funded through the American Recovery and Reinvestment Act,,2009,/node/793916; /node/778441,"A university-industry consortium procured a utility-scale wind turbine at a wind farm and installed a small wind turbine at the Illinois Institute of Technology for academic use. The consortium members use the turbines to perform research on the reliability of the wind turbines and integration of wind into the electric power grid system. Members also collaborate on workforce development efforts—such as enhancing core curricula—for wind energy research, design, and integration.",Completed,,
DE-EE0002980,An Industry/Academic Consortium for Achieving 20% Wind by 2030 Through Cutting-Edge Research and Workforce Training,University of Minnesota,"Workforce Development, Education, and Stakeholder Engagement; Next-Generation Technology Development and Manufacturing","$7,981,677 ",University/College,Competitive Funding Opportunity Announcement,MN,Wind University Consortia FOA funded through the American Recovery and Reinvestment Act,,2009,/node/793916; /node/778401,"The University of Minnesota developed full-scale and laboratory-scale wind energy research facilities that allow cost-effective development and real-world testing and demonstration of a wide range of wind turbine technologies, as well as the related collection of field- scale data sets for validating computational models. The University of Minnesota utilizes these facilities to develop a research agenda driven by industry’s need for more efficient and reliable wind turbines.",Completed,,
DE-EE0002981,DeepCWind - Deepwater Offshore Wind Consortium,University of Maine,"Offshore Wind; Workforce Development, Education, and Stakeholder Engagement","$7,080,197 ",University/College,Competitive Funding Opportunity Announcement,ME,Wind University Consortia FOA funded through the American Recovery and Reinvestment Act,,2009,/node/778401; /node/793916,"The University of Maine developed floating offshore wind farm technologies for deep water deployment. The project partially validated computer models for designing and analyzing floating offshore wind turbines and researched integrating more durable, lighter, hybrid composite materials into offshore wind floating platforms and towers. The University of Maine-led consortium includes universities, non-profits, and utilities; firms with expertise in wind project siting and environmental siting; and industry organizations to assist with education and tech transfer activities. For more information, see <a href="" https://www.osti.gov/scitech/biblio/1375022-volturnus-floating-wind-turbine-design-construction-deployment-testing-retrieval-inspection-first-grid-connected-offshore-wind-turbine-us"" target=""_blank""> The VolturnUS 1:8 Floating Wind Turbine: Design, Construction, Deployment, Testing, Retrieval, and Inspection of the First Grid-Connected Offshore Wind Turbine in US</a>. ",Completed,,
DE-EE0003023,Large Wind Turbine Drivetrain Testing Facility,Clemson University,Testing; Offshore Wind,"$44,555,252 ",University/College,Competitive Funding Opportunity Announcement,SC,American Recovery and Reinvestment Act,/node/778426,2009,/node/778426; /node/778401,"Clemson University constructed a large wind turbine drivetrain test facility. The test facility will enhance the performance, durability, and reliability of both land-based and offshore utility-scale wind turbines by enabling the United States to expand its development and testing of large-scale drivetrain systems in the 5-15 megawatt range.
Read more about MHI Vestas announcement of a 5-year investment with Clemson University to test its new 9.5-megawatt gearbox at Clemson's SCE&G Energy Innovation Center, <a href="" https://www.energy.gov/articles/california-state-university-maritime-academy-blows-away-competition-3rd-biennial-collegiate"" target=""_blank"">Clemson University To Test Next-Generation Wind Drivetrain article</a>.
",Completed,,
DE-EE0003535,Advanced Offshore Wind Energy: Atlantic Consortium,University of Delaware,"Offshore Wind; Workforce Development, Education, and Stakeholder Engagement","$747,540 ",University/College,Competitive Funding Opportunity Announcement,DE,Wind University Consortia FOA,,2009,/node/778401; /node/793916,"The University of Delaware focused on establishing the design requirements for the offshore wind industry in the United States. Research includes: resistance to extreme weather and corrosion; top-to-bottom redesign of offshore turbines to meet unique requirements, including engineering of underwater mounting, gearbox improvement, and corrosion characterization; development of educational programs; and a university program to train design professionals and managers.",Completed,,
DE-EE0003536,Density and Occupancy Patterns of Grassland Birds in the Competitive Renewable Energy Zones of the Texas Panhandle,Texas Tech University,Environmental Impacts and Siting,"$223,223 ",University/College,Competitive Funding Opportunity Announcement,TX,20% Wind by 2030 FOA,,2009,/node/778451,"Texas Tech University identified, evaluated, and developed mitigation strategies to reduce potential negative impacts on grassland bird species at wind resource areas. By identifying important habitats to grassland birds, this project was able to provide wind energy developers with needed information for environmentally responsible siting decisions. For more information, see <a href="" https://www.osti.gov/scitech/biblio/1092487-grassland-bird-distribution-raptor-flight-patterns-competitive-renewable-energy-zones-texas-panhandle"" target=""_blank"">Grassland Bird Distribution and Raptor Flight Patterns in the Competitive Renewable Energy Zones of the Texas Panhandle</a>.",Completed,Clint.Boal@ttu.edu,
DE-EE0003537 ,Development of a GIS-Based Decision Support Tool for Evaluating Wind Farm Sitings in Great Lakes Aquatic Habitats,University of Michigan ,Environmental Impacts and Siting; Offshore Wind,"$100,000 ",University/College,Competitive Funding Opportunity Announcement,MI,20% Wind by 2030 FOA,,2009,/node/778451; /node/778401,"The University of Michigan developed software and data for the Lakebed Alteration Decision Support Tool (LADST), a web-based decision support program to assist resource managers in making siting decisions for offshore wind farms (as well as other lakebed-altering projects) in the United States' waters of the Great Lakes.  The tool allows resource managers to compare areas of Great Lakes bottomland to determine their relative suitability for lakebed alteration projects. The tool allows users to visualize a large number of political, cultural, biological, and physical features simultaneously. For more information, see <a href="" https://www.osti.gov/scitech/biblio/1303492-development-geographic-information-system-based-decision-support-tool-evaluating-windfarm-sitings-great-lakes-aquatic-habitats"" target=""_blank"">Development of a Geographic Information System-Based Decision support Tool for Evaluating Windfarm Sitings in Great Lakes Aquatic Habitats</a>. ",Completed,wehrlyke@michigan.gov,
DE-EE0003538,Developing High-Resolution Spatial Data of Migration Corridors for Avian Species of Concern Regions of High Potential Wind Development,West Virginia University Research Corporation,Environmental Impacts and Siting,"$193,000 ",University/College,Competitive Funding Opportunity Announcement,WV,20% Wind by 2030 FOA,,2009,/node/778451,"West Virginia University used a GPS similar to that found in a smartphone to track and characterize flight movements of golden eagles as they migrated through the Appalachian Mountains. Based on its research and analysis, the university developed a risk model that predicts behavior of golden eagles. The GPS techniques and risk model pioneered in this study are now being used to characterize the potential risks of planned wind facilities on golden eagles in turbine siting decisions, mitigating impacts on migrating golden eagles while maintaining wind power growth in areas important for development. For more information, see <a href=""https://www.osti.gov/scitech/biblio/1314133-developing-high-resolution-spatial-data-migration-corridors-avian-species-concern-regions-high-potential-wind-development"" target=""_blank"">Developing high-resolution spatial data of migration corridors for avian species of concern in regions of high potential wind development</a>. ",Completed,todd.katzner@mail.wvu.edu,
DE-EE0003539,Renewable Energy Certificate Program,St. Francis University,"Workforce Development, Education, and Stakeholder Engagement","$150,000 ",University/College,Competitive Funding Opportunity Announcement,PA,20% Wind by 2030 FOA,,2010,/node/793916,"St. Francis University created an online renewable energy certificate program at the graduate level as part of the Master of Business Administration educational program. This certificate program focuses on the business aspects of renewable energy technologies, but it is supplemented with a focus on the science, ethics, economics, and social impact of renewable energy.",Completed,,
